"SVCCD","Description","PRICE1","As of Date"
"1314790","COAG TIME ACTIVATED ",135.00,"2/5/2019"
"1314797","D-DIMER, QUANT      ",1050.75,"2/5/2019"
"1314798","FIBRINOGEN ACTIVITY ",210.00,"2/5/2019"
"1314809","FETAL HGB, ROSETTE  ",219.25,"2/5/2019"
"1314811","HEPARIN ASSAY       ",1048.50,"2/5/2019"
"1314818","RBC OSMOTIC FRAG W-O",232.25,"2/5/2019"
"1314820","PLATELET AGGREGATION",570.50,"2/5/2019"
"1314821","PLTT NEUTRALIZATION ",253.25,"2/5/2019"
"1314822","PROTHROMBIN TIME    ",138.00,"2/5/2019"
"1314823","PROTHROMBIN, SUBSTIT",261.00,"2/5/2019"
"1314825","RUSSELL VIPER VEN DI",1748.00,"2/5/2019"
"1314827","SED RATE NONAUTOMATE",118.00,"2/5/2019"
"1314833","THROMBOPLAST TIMEPTT",240.00,"2/5/2019"
"1314834","PTT SUBSTITUT       ",441.00,"2/5/2019"
"1314842","SPECIMEN CONCENTRATI",133.25,"2/5/2019"
"1314843","CULTURE BLOOD BACTER",421.00,"2/5/2019"
"1314844","CULT STL BACT W-ISOL",312.50,"2/5/2019"
"1314845","CULT STL BACT EA ADD",49.75,"2/5/2019"
"1314846","CULTURE BACTERIA OTH",285.50,"2/5/2019"
"1314849","CULT BACT ANA ANY SO",314.25,"2/5/2019"
"1314851","CULT AEROBIC IDENTIF",223.25,"2/5/2019"
"1314852","CULTURE SCREEN ONLY ",218.25,"2/5/2019"
"1314854","CULT URINE-COLONY CT",307.25,"2/5/2019"
"1314857","CULT FUNGUS ISOLATIO",456.50,"2/5/2019"
"1314858","CULTURE FUNGUS BLOOD",456.25,"2/5/2019"
"1314859","FUNGI IDENTIF YEAST ",286.50,"2/5/2019"
"1314860","FUNGI IDENTIF, MOLD ",286.50,"2/5/2019"
"1314863","CULT MYCOBACTERIA   ",449.25,"2/5/2019"
"1314866","CULT TYPING,GLC-HPLC",95.75,"2/5/2019"
"1314868","CULT TYPE,NUCLEIC AC",1209.75,"2/5/2019"
"1314877","OVA-PARASITES SMEARS",441.50,"2/5/2019"
"1314879","MICROBE SUSCEP DISK ",138.50,"2/5/2019"
"1314881","MICROBE SUSCEPT MIC ",318.50,"2/5/2019"
"1314888","SMEAR,GRAM STAIN    ",128.75,"2/5/2019"
"1314889","SMEAR FLUORES-ACI ST",121.50,"2/5/2019"
"1314890","SMEAR,SPECIAL STAIN ",271.50,"2/5/2019"
"1314891","SMEARWET MOUNT SAL-I",141.00,"2/5/2019"
"1314895","VIRUS INOCULAT TISSU",1267.50,"2/5/2019"
"1314918","CLOSTRIDIUM DIF TOXN",397.00,"2/5/2019"
"1314920","CRYPTOSPOR AG,EIA   ",500.25,"2/5/2019"
"1314925","HPYLORI,STOOL,EIA   ",588.50,"2/5/2019"
"1314927","HBSAG               ",278.25,"2/5/2019"
"1314929","HBEAG               ",333.00,"2/5/2019"
"1314932","HIV-1 AG,EIA SERUM  ",570.50,"2/5/2019"
"1314938","STREP A AG,EIA      ",314.25,"2/5/2019"
"1314939","AG DETEC NOS,EIA MUL",500.25,"2/5/2019"
"1314946","LYME DIS DNA AMP PRO",1329.75,"2/5/2019"
"1314952","CHLMYD PNEUM DNA AMP",331.50,"2/5/2019"
"1314955","CHLMYD TRACH DNA AMP",712.50,"2/5/2019"
"1314958","CYTOMEG DNA AMP PROB",592.25,"2/5/2019"
"1314959","CYTOMEG DNA QUANT   ",295.75,"2/5/2019"
"1314967","HEPATITIS C,RNA,AMPP",2491.25,"2/5/2019"
"1314968","HEPATITIS C,RNA,QUAN",2491.25,"2/5/2019"
"1314973","HSV, DNA, AMP PROBE ",2665.50,"2/5/2019"
"1314976","HHV-6, DNA AMP PROBE",207.25,"2/5/2019"
"1314979","HIV-1, DNA,AMP PROBE",1271.25,"2/5/2019"
"1314980","HIV-1, DNA, QUANT   ",594.25,"2/5/2019"
"1314991","M.TUBERCULO,DNA,AMPP",885.00,"2/5/2019"
"1314997","M.PNEUM,DNA,AMP PROB",331.50,"2/5/2019"
"1315000","N.GONORRHO,DNA,AMPPR",701.00,"2/5/2019"
"1315009","DETECT AGNTNOS,DNAAM",511.75,"2/5/2019"
"1315010","DETECT AGNT NOS,DNAQ",299.50,"2/5/2019"
"1315015","INFLU B ASSAY W-OP  ",184.00,"2/5/2019"
"1315015","INFLUENZA ASSAY W-OP",184.00,"2/5/2019"
"1315021","UA, NONAUTO W-SCOPE ",84.75,"2/5/2019"
"1315022","UA, AUTO W-SCOPE    ",97.00,"2/5/2019"
"1315024","UA, AUTO, W-O SCOPE ",97.00,"2/5/2019"
"1315029","URINE PREG TEST QL  ",208.50,"2/5/2019"
"1315034","GENOTYPE,DNA,HEPAT C",1893.50,"2/5/2019"
"1315037","CELL CTW-ODIF BODYFL",83.00,"2/5/2019"
"1315038","CELL CTW-DIF BODYFLU",182.75,"2/5/2019"
"1315064","SEMEN ANALY MOTIL CT",233.75,"2/5/2019"
"1315076","NATRIURETIC PEPTIDE ",604.75,"2/5/2019"
"1315079","CBC-PLT AUTORP CDM  ",155.00,"2/5/2019"
"1315081","VIRUS ISOLATION GEN ",379.00,"2/5/2019"
"1315089","CAPILLARY PUNCTURE  ",69.00,"2/5/2019"
"1315091","PROT TOTL RANDOM URI",249.75,"2/5/2019"
"1315092","PROTEIN TOT OTHR SRC",204.50,"2/5/2019"
"1315123","BLD OCC NON CA SCREE",92.50,"2/5/2019"
"1315125","LACTOFERRIN,FEC QUAN",181.25,"2/5/2019"
"1315133","CCP ANTIBODY        ",272.40,"2/5/2019"
"1315134","TB TEST CELL IM MEAS",391.00,"2/5/2019"
"1315137","SMEAR COMPLEX STN   ",78.75,"2/5/2019"
"1315146","WEST NILE VIR AB IGM",430.75,"2/5/2019"
"1315147","WEST NILE VIR AB    ",430.75,"2/5/2019"
"1315154","LIPOPROTEIN LP-PLA2 ",234.00,"2/5/2019"
"1315157","VENIPUNCTURE,ROUTINE",69.00,"2/5/2019"
"1315822","GENTAMICIN          ",500.75,"2/5/2019"
"1315826","VANCOMYCIN          ",441.50,"2/5/2019"
"1315834","CHLORIDE URINE RAN  ",166.75,"2/5/2019"
"1315845","PH FLUID,NOS        ",126.00,"2/5/2019"
"1315878","ARSENIC             ",525.75,"2/5/2019"
"1315881","COPPER SERUM        ",324.25,"2/5/2019"
"1315893","HEMOGLOBIN A1C      ",196.25,"2/5/2019"
"1316334","CYSTATIN C          ",492.75,"2/5/2019"
"1316335","CALPROTECTIN FECAL  ",490.75,"2/5/2019"
"1316340","SEMEN VOL CT MOT-DIF",396.25,"2/5/2019"
"1316342","BASIC METABO CA TOTA",259.25,"2/5/2019"
"1316348","ALLERGEN IGG QT     ",175.50,"2/5/2019"
"1316348","ALLERGEN IGG QT CSF ",175.50,"2/5/2019"
"1316359","ACETON-KETON SERM QT",321.25,"2/5/2019"
"1316361","HCG QUANT           ",491.50,"2/5/2019"
"1316362","GLU,HOME USE DIAGNOS",77.50,"2/5/2019"
"1316364","CRYSTAL ID,TISSUE,FL",217.00,"2/5/2019"
"1316382","PROCALCITONIN PCT   ",268.75,"2/5/2019"
"1316386","PAMG-1 QUALITATIVE  ",339.25,"2/5/2019"
"1316409","PRS DRG IA VIS      ",808.00,"2/5/2019"
"1316418","C DIFF AMPLI PROBE  ",588.25,"2/5/2019"
"1316426","INFLU DNA AMP PROBE ",210.75,"2/5/2019"
"1316443","RESP VIRUS 6-11 TARG",653.25,"2/5/2019"
"1316444","RESP VIRUS 12-25 TAR",663.00,"2/5/2019"
"1316449","VALPROIC ACID TOTAL ",349.50,"2/5/2019"
"1316450","BLD TYPE DONOR EA AG",265.50,"2/5/2019"
"1316452","DIGOXIN TOTAL       ",313.50,"2/5/2019"
"1316536","LAMOTRIGINE QT      ",251.25,"2/5/2019"
"1316537","LEVETIRACETAM QT    ",251.25,"2/5/2019"
"1316539","OXCARBAEPINE QT     ",251.25,"2/5/2019"
"1316541","ZONISAMIDE QT       ",251.25,"2/5/2019"
"1316544","GI PATH AMP PRB 6-11",408.50,"2/5/2019"
"1316547","HPV HIGH RISK TYPES ",84.25,"2/5/2019"
"1316553","COL CHRM NODRG EA   ",732.75,"2/5/2019"
"1316600","PRS DRG IA ANAZ     ",734.75,"2/5/2019"
"1316651","OPIATES MS 1 PL     ",218.25,"2/5/2019"
"1316673","AMPHETAMINES MS 1-2 ",1256.25,"2/5/2019"
"1316676","ANABOLC STRD MS 1-2 ",171.70,"2/5/2019"
"1316693","BENZODIAZ MS 1-12   ",576.50,"2/5/2019"
"1317002","BCR-ABL1 MAJOR QL-QN",2354.75,"2/5/2019"
"1317014","CFTR GENE ANALY CV  ",12965.50,"2/5/2019"
"1317024","F2 GEN ANALY 20210GA",585.00,"2/5/2019"
"1317025","F5 GENE ANALY LEID V",585.00,"2/5/2019"
"1317033","HFE GENE ANALY CV   ",745.25,"2/5/2019"
"1317044","JAK2 GEN ANALY V617F",1695.75,"2/5/2019"
"1317050","MTHFR GENE ANALY CV ",1178.25,"2/5/2019"
"1317065","PML-RAR TRANS QL-QN ",529.50,"2/5/2019"
"1317073","TRB GENE REARRANGE  ",659.25,"2/5/2019"
"1317075","TRG GENE REARRANGE  ",659.25,"2/5/2019"
"1317092","MOLEC PATH LEV 2    ",159.25,"2/5/2019"
"1317093","MOLEC PATH LEV 3    ",3879.75,"2/5/2019"
"1317095","MOLEC PATH LEV 5    ",395.25,"2/5/2019"
"1317097","MOLEC PATH LEV 7    ",424.32,"2/5/2019"
"1317525","CALR GENE COM VAR   ",250.26,"2/5/2019"
"1321023","CYTOPATH CONCENT TEC",77.25,"2/5/2019"
"1321044","CYTOPATH EVAL OF FNA",76.50,"2/5/2019"
"1321045","CYTOP EVAL,FNA,REPOR",141.00,"2/5/2019"
"1321064","CYTOGENETICS DNA-PRO",124.25,"2/5/2019"
"1321068","CYTOGENETICS 100-300",118.00,"2/5/2019"
"1321075","SURG PATH GROSS LVL1",76.50,"2/5/2019"
"1321076","SURG PATH GROSS LVL2",141.25,"2/5/2019"
"1321077","SURG PATH GROSS LVL3",141.00,"2/5/2019"
"1321078","SURG PATH GROSS LVL4",141.00,"2/5/2019"
"1321079","SURG PATH GROSS LVL5",243.00,"2/5/2019"
"1321080","SURG PATH GROSS LVL6",693.25,"2/5/2019"
"1321081","DECALCIFY TISSUE    ",78.75,"2/5/2019"
"1321082","SPECIAL STAINS GRP 1",106.00,"2/5/2019"
"1321083","SPECIAL STAINS GRP 2",84.75,"2/5/2019"
"1321091","PATH CONSULT INT-1BL",141.00,"2/5/2019"
"1321108","PAP DIAG AUTO MAN RS",111.25,"2/5/2019"
"1321118","FLOWCYTOMET-TC,1 MRK",313.50,"2/5/2019"
"1321119","FLOWCYTOMETRY-TC,ADD",187.00,"2/5/2019"
"1321126","CYTOCELL ENH X CR-VG",141.00,"2/5/2019"
"1321128","INOP CYTOPAT CNSLT 1",141.00,"2/5/2019"
"1321129","INOP CYTOPAT CNSLT 2",168.50,"2/5/2019"
"1321152","PAP THINLAY LIQ DIAG",129.00,"2/5/2019"
"1321188","1ST SEP ID AB       ",141.00,"2/5/2019"
"1321189","ICC ADD AB PER SLIDE",264.00,"2/5/2019"
"1321194","TUMOR IHC QT MAN    ",369.75,"2/5/2019"
"1321195","TUMOR IHC QT UTO    ",369.75,"2/5/2019"
"1321199","INS HYBR AUT SP INIT",396.75,"2/5/2019"
"1321201","INS HYBR AUT MUL PR ",396.75,"2/5/2019"
"1321204","INS HYBR MAN MUL PR ",218.00,"2/5/2019"
"1321205","IMF SPEC 1ST AB ST  ",141.00,"2/5/2019"
"1321206","IMF/SPEC ADD AB ST  ",52.75,"2/5/2019"
"1331030","S-H BLD L-R CMV- EA ",1413.25,"2/5/2019"
"1331033","S-H PLT A-P L-R CMV-",2088.25,"2/5/2019"
"1331037","S-H CRYO EACH UNIT  ",219.00,"2/5/2019"
"1331038","S-H RBC LEUKO REDU  ",986.75,"2/5/2019"
"1331038","UNIT RBC LEUKO REDU ",986.75,"2/5/2019"
"1331039","S-H 1 DONOR FFP     ",205.00,"2/5/2019"
"1331049","S-H PLAT PHERE L-R  ",1932.00,"2/5/2019"
"1331050","S-H PLAT PHERE IRRAD",2482.75,"2/5/2019"
"1331066","S-H PLTPH LEUKCMV-EA",1873.25,"2/5/2019"
"1331070","S-HRBC LR CMV-IRR EA",2253.75,"2/5/2019"
"1374156","BLD OCCULT FECES 1-3",33.50,"2/5/2019"
"1374822","PROTHROMBIN TIME    ",45.00,"2/5/2019"
"1374938","STREP A AG,EIA      ",64.25,"2/5/2019"
"1375015","INFLU B ASSAY W-OP  ",56.50,"2/5/2019"
"1375015","INFLUENZA ASSAY W-OP",56.50,"2/5/2019"
"1375024","UA, AUTO, W-O SCOPE ",45.00,"2/5/2019"
"1375029","URINE PREG TEST QL  ",58.00,"2/5/2019"
"1375123","BLD OCC NON CA SCREE",43.00,"2/5/2019"
"1410001","OTH STER SUPP LVL 1 ",104.25,"2/5/2019"
"1410002","OTH STER SUPP LVL 2 ",208.25,"2/5/2019"
"1410003","OTH STER SUPP LVL 3 ",416.75,"2/5/2019"
"1410004","OTH STER SUPP LVL 4 ",833.50,"2/5/2019"
"1410005","OTH STER SUPP LVL 5 ",1389.25,"2/5/2019"
"1410006","OTH STER SUPP LVL 6 ",2083.75,"2/5/2019"
"1410007","OTH STER SUPP LVL 7 ",2778.50,"2/5/2019"
"1410008","OTH STER SUPP LVL 8 ",4167.50,"2/5/2019"
"1410009","OTH STER SUPP LVL 9 ",5556.75,"2/5/2019"
"1410010","OTH STER SUPP LVL 10",6946.00,"2/5/2019"
"1410014","OTH STER SUPP LVL 14",4842.50,"2/5/2019"
"1410015","OTH STER SUPP LVL 15",7500.00,"2/5/2019"
"1410047","PMKR SINGL RATE-RSL2",36530.75,"2/5/2019"
"1410066","PMKR DUAL RATE-RS L2",21545.50,"2/5/2019"
"1410067","PMKR DUAL RATE-RS L3",41161.50,"2/5/2019"
"1411002","AICD OHR THN SGL/DU2",66295.75,"2/5/2019"
"1413001","ADHESION BARRIER1   ",750.25,"2/5/2019"
"1413003","AICD DUAL CHAMBER L1",45010.00,"2/5/2019"
"1413038","CATH BAL DIL NONVAS1",600.25,"2/5/2019"
"1413039","CATH BAL DIL NONVAS2",375.00,"2/5/2019"
"1413051","CATH INTRA ECHOCARD1",3000.75,"2/5/2019"
"1413067","CATH URETERAL 1     ",150.00,"2/5/2019"
"1413068","CATH URETERAL 2     ",500.00,"2/5/2019"
"1413124","EVENT RECRDR CARDIAC",12708.75,"2/5/2019"
"1413160","INTERSPINOUS IMPL L1",25726.00,"2/5/2019"
"1413183","LEAD PMKR NON-TRN L1",2447.50,"2/5/2019"
"1413258","STNT NONCOR TM W/O 1",250.00,"2/5/2019"
"1413267","SYNTH IMP URIN2/1ML ",1090.00,"2/5/2019"
"1413325","CATH BAL DIL NONVAS5",2263.50,"2/5/2019"
"1414001","ANCHOR/SCRW LEVEL 1 ",135.00,"2/5/2019"
"1414002","ANCHOR/SCRW LEVEL 2 ",187.50,"2/5/2019"
"1414003","ANCHOR/SCRW LEVEL 3 ",318.75,"2/5/2019"
"1414004","ANCHOR/SCRW LEVEL 4 ",468.75,"2/5/2019"
"1414005","ANCHOR/SCRW LEVEL 5 ",656.25,"2/5/2019"
"1414006","ANCHOR/SCRW LEVEL 6 ",937.75,"2/5/2019"
"1414007","ANCHOR/SCRW LEVEL 7 ",1312.75,"2/5/2019"
"1414008","ANCHOR/SCRW LEVEL 8 ",1688.00,"2/5/2019"
"1414009","ANCHOR/SCRW LEVEL 9 ",2250.50,"2/5/2019"
"1414010","ANCHOR/SCRW LEVEL 10",3188.25,"2/5/2019"
"1414011","ANCHOR/SCRW LEVEL 11",3750.75,"2/5/2019"
"1414012","ANCHOR/SCRW LEVEL 12",5626.25,"2/5/2019"
"1414013","ANCHOR/SCRW LEVEL 13",7501.75,"2/5/2019"
"1414014","ANCHOR/SCRW LEVEL 14",11252.50,"2/5/2019"
"1414015","ANCHOR/SCRW LEVEL 15",15003.50,"2/5/2019"
"1414051","BONE CEMENT 2       ",900.25,"2/5/2019"
"1414178","CATH HEMODIAL ST 2  ",637.75,"2/5/2019"
"1414249","CATH THRMB/EMBOL 1  ",750.25,"2/5/2019"
"1414325","CATH-ANGIO LEVEL 1  ",375.00,"2/5/2019"
"1414326","CATH-ANGIO LEVEL 2  ",937.75,"2/5/2019"
"1414327","CATH-ANGIO LEVEL 3  ",1500.25,"2/5/2019"
"1414329","CATH-ANGIO LEVEL 5  ",3000.75,"2/5/2019"
"1414352","CATH-DRAINAG LEVEL 3",937.75,"2/5/2019"
"1414357","CATH-DRAINAG LEVEL 8",5626.25,"2/5/2019"
"1414359","CATH-DRAINAG LEVEL10",9377.00,"2/5/2019"
"1414375","CATHETER GUIDING 1  ",375.00,"2/5/2019"
"1414376","CATHETER GUIDING 2  ",1500.25,"2/5/2019"
"1414402","CATH-INFUS PERIF 3  ",375.00,"2/5/2019"
"1414403","CATH-INFUS PERIF 4  ",562.75,"2/5/2019"
"1414404","CATH-INFUS PERIF 5  ",750.25,"2/5/2019"
"1414450","CLOSURE DEVIC VASC 1",1500.25,"2/5/2019"
"1414475","CONN TISSUE HUMAN 1 ",1500.25,"2/5/2019"
"1414476","CONN TISSUE HUMAN 2 ",4501.00,"2/5/2019"
"1414477","CONN TISSUE HUMAN 3 ",7501.75,"2/5/2019"
"1414478","CONN TISSUE HUMAN 4 ",10502.25,"2/5/2019"
"1414479","CONN TISSUE HUMAN 5 ",13503.00,"2/5/2019"
"1414480","CONN TISSUE HUMAN 6 ",18754.25,"2/5/2019"
"1414500","DRILL BIT/BLADE LVL1",112.50,"2/5/2019"
"1414501","DRILL BIT/BLADE LVL2",187.50,"2/5/2019"
"1414502","DRILL BIT/BLADE LVL3",375.00,"2/5/2019"
"1414503","DRILL BIT/BLADE LVL4",750.25,"2/5/2019"
"1414504","DRILL BIT/BLADE LVL5",1125.25,"2/5/2019"
"1414506","DRILL BIT/BLADE LVL7",1875.50,"2/5/2019"
"1414507","DRILL BIT/BLADE LVL8",2250.50,"2/5/2019"
"1414600","GRAFT VASCULAR 1    ",1875.50,"2/5/2019"
"1414601","GRAFT VASCULAR 2    ",3750.75,"2/5/2019"
"1414625","GUIDEWIRE LEVEL 1   ",187.50,"2/5/2019"
"1414626","GUIDEWIRE LEVEL 2   ",375.00,"2/5/2019"
"1414627","GUIDEWIRE LEVEL 3   ",750.25,"2/5/2019"
"1414628","GUIDEWIRE LEVEL 4   ",1125.25,"2/5/2019"
"1414632","GUIDEWIRE LEVEL 8   ",2625.50,"2/5/2019"
"1414700","JOINT DEVICE IMPLT 1",3750.75,"2/5/2019"
"1414701","JOINT DEVICE IMPLT 2",7501.75,"2/5/2019"
"1414702","JOINT DEVICE IMPLT 3",9377.00,"2/5/2019"
"1414703","JOINT DEVICE IMPLT 4",15003.50,"2/5/2019"
"1414704","JOINT DEVICE IMPLT 5",18754.25,"2/5/2019"
"1414705","JOINT DEVICE IMPLT 6",24380.50,"2/5/2019"
"1414706","JOINT DEVICE IMPLT 7",30006.75,"2/5/2019"
"1414707","JOINT DEVICE IMPLT 8",37508.50,"2/5/2019"
"1414708","JOINT DEVICE IMPLT 9",56262.75,"2/5/2019"
"1414709","JOINT DEVICE IMPLT10",75016.75,"2/5/2019"
"1414710","JOINT DEVICE IMPLT11",99999.67,"2/5/2019"
"1414725","LENS INTRAOCULR NT 1",937.75,"2/5/2019"
"1414726","LENS INTRAOCULR NT 2",1875.50,"2/5/2019"
"1414750","MESH IMPLANTABLE 1  ",750.25,"2/5/2019"
"1414751","MESH IMPLANTABLE 2  ",1500.25,"2/5/2019"
"1414752","MESH IMPLANTABLE 3  ",2250.50,"2/5/2019"
"1414753","MESH IMPLANTABLE 4  ",3000.75,"2/5/2019"
"1414754","MESH IMPLANTABLE 5  ",3750.75,"2/5/2019"
"1414755","MESH IMPLANTABLE 6  ",4876.00,"2/5/2019"
"1414757","MESH IMPLANTABLE 8  ",7501.75,"2/5/2019"
"1414759","MESH IMPLANTABLE 10 ",11252.50,"2/5/2019"
"1414800","PEEL-AWAY SHEATH 1  ",187.50,"2/5/2019"
"1414801","PEEL-AWAY SHEATH 2  ",562.75,"2/5/2019"
"1414826","PORT 2              ",1500.25,"2/5/2019"
"1414850","PROBE CRYOABLATION 1",694.50,"2/5/2019"
"1414924","SHEATH NON-LASR 1   ",227.75,"2/5/2019"
"1414952","STNT COAT/COV W/DEL2",7501.75,"2/5/2019"
"1414970","STNT NO COCV W/DEL 1",3750.75,"2/5/2019"
"1414985","STNT NON-COR TM DL 1",421.25,"2/5/2019"
"1414986","STNT NON-COR TM DL 2",970.50,"2/5/2019"
"1417000","SUTURE LEVEL 1      ",30.00,"2/5/2019"
"1417001","SUTURE LEVEL 2      ",75.00,"2/5/2019"
"1417002","SUTURE LEVEL 3      ",187.50,"2/5/2019"
"1417003","SUTURE LEVEL 4      ",375.00,"2/5/2019"
"1417004","SUTURE LEVEL 5      ",750.25,"2/5/2019"
"1417020","SURGICAL ACCESS PORT",730.25,"2/5/2019"
"1417050","TISSUE NON-HUMAN 2  ",3000.75,"2/5/2019"
"1417054","TISSUE NON-HUMAN 6  ",12002.75,"2/5/2019"
"1417075","VENA CAVA FILTER 1  ",4501.00,"2/5/2019"
"1417085","STAPLER/RELOAD 1    ",187.50,"2/5/2019"
"1417086","STAPLER/RELOAD 2    ",375.00,"2/5/2019"
"1417087","STAPLER/RELOAD 3    ",750.25,"2/5/2019"
"1417088","STAPLER/RELOAD 4    ",1200.25,"2/5/2019"
"1417089","STAPLER/RELOAD 5    ",1800.50,"2/5/2019"
"1417120","NEEDLES 2           ",225.00,"2/5/2019"
"1417121","NEEDLES 3           ",450.00,"2/5/2019"
"145120","R&B M/S SEMI PRIVATE",3117.50,"2/5/2019"
"145207","R&B SEMI PVT TELEM  ",5231.25,"2/5/2019"
"1522011","LEVEL 1 EP          ",330.75,"2/5/2019"
"1522021","PROCEDURE MINOR     ",269.25,"2/5/2019"
"1522022","PROCEDURE INTERMEDIA",984.50,"2/5/2019"
"1522023","PROCEDURE MAJOR     ",1137.75,"2/5/2019"
"1522030","BLOOD TRANSF 0 2 HRS",3479.50,"2/5/2019"
"1522031","BLOOD TRANSF 2 4 HRS",3479.50,"2/5/2019"
"1522032","BLOOD TRANSF 4 6 HRS",3479.50,"2/5/2019"
"1522033","BLOOD TRANSF 6 8 HRS",3479.50,"2/5/2019"
"1522034","BLOOD TRANSF 8 10 HR",3479.50,"2/5/2019"
"1522101","IV HYDRATION 1 HR   ",408.75,"2/5/2019"
"1522102","IV HYDRAT EA ADD HR ",113.75,"2/5/2019"
"1522111","IV THERAPY DX 1 HR  ",664.50,"2/5/2019"
"1522112","IV THERAPY EA AD HR ",113.75,"2/5/2019"
"1522113","IV THER AD SEQ 1 HR ",169.00,"2/5/2019"
"1522114","CONCURRENT IV THER  ",78.75,"2/5/2019"
"1522115","THERAPEUTIC IV PUSH ",408.75,"2/5/2019"
"1522116","THERA EA AD IV PUSH ",169.00,"2/5/2019"
"1522117","THERAPEUTIC DX SQ IM",169.00,"2/5/2019"
"1522131","IR-IRR PORT DRUG DEL",312.50,"2/5/2019"
"1522132","BLD COLLECT VAD     ",312.50,"2/5/2019"
"1522135","PHLEBOTOMY THERAPEUT",312.50,"2/5/2019"
"1522140","IMM ADM FLU VACCINE ",50.50,"2/5/2019"
"1522141","IMM ADM PNEU VACCINE",218.00,"2/5/2019"
"1522142","IMM ADM 1ST VACCINE ",169.00,"2/5/2019"
"1523111","CHEMO IV INFU 1ST HR",1155.75,"2/5/2019"
"1523112","CHEMO IV IN EA AD HR",169.00,"2/5/2019"
"1523130","THER AD IVP SAME MED",44.50,"2/5/2019"
"1523147","BLOOD TRANSFUSION   ",3479.50,"2/5/2019"
"1550032","US-EXT VEINS DPLX WC",2264.25,"2/5/2019"
"1550033","US-EXT VEINS DPX LTD",1256.00,"2/5/2019"
"1610001","HE-EYE FOREIGNBDY DR",1128.20,"2/5/2019"
"1610002","HE-MANDIBLE LTD DR  ",1070.73,"2/5/2019"
"1610003","HE-MANDIBLE 4VPLS DR",1870.60,"2/5/2019"
"1610007","HE-FACIAL BNS LTD DR",648.99,"2/5/2019"
"1610008","HE-FACIAL BNES 3V DR",1751.43,"2/5/2019"
"1610009","HE-NASAL BONES DR   ",883.90,"2/5/2019"
"1610012","HE-ORBITS 4V DR     ",1739.07,"2/5/2019"
"1610013","HE-SINUSES LTD DR   ",870.39,"2/5/2019"
"1610014","HE-SINUSES 3VPLUS DR",1454.35,"2/5/2019"
"1610016","HE-SKULL LIMITED DR ",1019.11,"2/5/2019"
"1610017","HE-SKULL 4V PLUS DR ",1751.43,"2/5/2019"
"1610022","HE-TMJ BILATERAL DR ",1454.35,"2/5/2019"
"1610026","SP-NECK SOFT TISS DR",689.98,"2/5/2019"
"1610027","CH-RIBS UNILAT DR   ",1021.85,"2/5/2019"
"1610028","CH-RIB UNI PA CXR DR",1456.30,"2/5/2019"
"1610029","CH-RIBS BILATERAL DR",1392.77,"2/5/2019"
"1610030","CH-RIBS BI PA CXR DR",1943.75,"2/5/2019"
"1610031","CH-STERNUM DR       ",1021.85,"2/5/2019"
"1610033","SP-SPINE SNGL VW DR ",689.98,"2/5/2019"
"1610034","SP-CERV SP 2TO3VW DR",1019.11,"2/5/2019"
"1610035","SP-CERV SP 4TO5VW DR",1454.92,"2/5/2019"
"1610036","SP-CRV SPNE 6VPLS DR",1736.78,"2/5/2019"
"1610037","SP-T SPINE 2 VIEW DR",1019.11,"2/5/2019"
"1610038","SP-T SPINE 3 VIEW DR",1113.66,"2/5/2019"
"1610039","SP-T SPNE 4PLUS V DR",1429.74,"2/5/2019"
"1610040","SP-THORACOLMBR 2V DR",1429.74,"2/5/2019"
"1610041","SP-ENTIRE SPNE 1V DR",1344.08,"2/5/2019"
"1610042","SP-ENT SPN 2OR3 V DR",1344.08,"2/5/2019"
"1610044","SP-ENT SPNE MIN6V DR",2688.16,"2/5/2019"
"1610045","SP-LS SPN 2 TO 3V DR",1019.11,"2/5/2019"
"1610046","SP-LS SPNE 4VPLUS DR",1447.83,"2/5/2019"
"1610047","SP-LS SPINE W BND DR",1548.68,"2/5/2019"
"1610049","LE-PELVIS DR        ",827.57,"2/5/2019"
"1610052","SP-SI JNTS 3VPLUS DR",1011.89,"2/5/2019"
"1610053","SP-SCRM COCCYX 2V DR",1011.89,"2/5/2019"
"1610056","UE-CLAVICLE DR      ",678.29,"2/5/2019"
"1610057","UE-SCAPULA BILAT DR ",2023.55,"2/5/2019"
"1610058","UE-SCAPULA DR       ",1011.89,"2/5/2019"
"1610059","UE-SHOULDER 1V DR   ",678.29,"2/5/2019"
"1610060","UE-SHLDR 2VW PLUS DR",1123.85,"2/5/2019"
"1610061","IR-ARTHROGM SHLDR DR",2499.44,"2/5/2019"
"1610063","UE-HUMERUS BILAT DR ",1380.63,"2/5/2019"
"1610064","UE-HUMERUS DR       ",689.98,"2/5/2019"
"1610065","UE-ELBOW 2V DR      ",689.98,"2/5/2019"
"1610066","UE-ELBOW 3V DR      ",929.12,"2/5/2019"
"1610067","UE-FOREARM 2V DR    ",690.20,"2/5/2019"
"1610069","UE-WRIST 2V DR      ",689.98,"2/5/2019"
"1610070","UE-WRIST 3V PLUS DR ",929.12,"2/5/2019"
"1610071","UE-HAND 2V DR       ",616.59,"2/5/2019"
"1610072","UE-HAND 3V DR       ",678.29,"2/5/2019"
"1610073","UE-FINGER S 2VPLS DR",506.00,"2/5/2019"
"1610074","LE-HIP UNILAT 1V DR ",521.91,"2/5/2019"
"1610075","LE-HIP PV UN2OR3V DR",665.68,"2/5/2019"
