Procedure ID,Description,Amount
960285,CATHETER BLNDIL 6MM 80CM,672.67
960286,CATH BALN 7MMX80X4CM    ,672.67
960287,CATH BLN DORA 8X40X80   ,672.67
960288,BLN DRADO 4X10X120      ,1195.10
960291,CATH BLNDIL 5M 80CM 10CM,600.60
960292,CATHETER BLNDIL 6MM 80CM,672.67
960294,PARTICLES EMBL 300-500UM,3137.50
960295,PARTICLES EMBL 500-700UM,3137.50
960296,PRTCL EMBL 100-300 SPHR ,3137.50
960305,PLATE LCP 239.939       ,3738.25
960306,SCREW 3.5X70 STRDR ST   ,375.25
960310,PUMP ONQ CBLCK400 2-14HR,1048.35
960319,DEVICE CLSR ANGSL VIP 6F,678.72
960323,SCREW LCP TIB S/T 3.5X85,374.00
960324,SCREW ORTH S/T LCK2.3X16,191.00
960327,STEM FEM LGN PRSFT160X20,2199.37
960330,KWIRE ASNS .8X100MM     ,90.08
960333,PLATE OLCRN 3.5 X 86MM R,2296.75
960336,SCREW V-AX NLCK 3.5X16  ,160.15
960337,SCREW V-AX FT LCK 3.5X16,314.50
960338,SCREW BONE 46X2.7 LOCK  ,301.75
960355,SCREW AXSOS FEM 4X38MM  ,282.90
960356,SCREW V-AX FT LCK 3.5X18,314.50
960367,MESH DYNMC 90X90X.3MM   ,6017.50
960368,SCREW BN ORTH 2.3X14MM  ,100.25
960370,BIT DRL QC 195X3.5MM    ,654.58
960371,BIT DRL QC 4.5X195      ,605.42
960373,SCREW BN 3.5MM 35MM LCP ,313.13
960383,PLATE BN TTL PROX 5MM   ,3221.25
960385,SOL INJ NACL O.9% 10ML  ,5.51
960388,BIT DRIL .9X46 4 STP    ,822.16
960390,HEAD FEM HIP TPR +0X36MM,875.00
960391,NAIL GMA3 LT 130X36X11  ,5215.50
960397,SCREW BN SS 12X2.7 LOK S,301.75
960398,SCREW BNE SS L18MM OD2.7,301.75
960399,SCREW BN 2.7MM 22MM LCP ,301.75
960401,CBL 71340014            ,11328.75
960402,SCREW CORTEX 2.4 X 8MM  ,121.25
960403,SCREW BONE LCP 2.4 X 24M,137.75
960404,PLATE DISTAL RADIUS 2.4 ,1697.50
960416,CBL SPK 71340001        ,241.87
960422,SCREW SLF TP 1.2X3      ,177.58
960423,SCREW SLF TP 1.2X4      ,255.00
960427,WIRE FX 400MM 3.2MM KRSH,442.13
960459,PRTCL EMB N-BCA 1GR LIQ ,16701.73
960465,TISSUE SYNTH OSTEOSET BN,3187.50
960468,CLIP LIGATING TI SM RT  ,10.60
960472,EXTENSION NRSTM 40CM    ,1662.50
960495,CVR BUR HL 1.5 10       ,805.00
960496,CVR BUR HL 1.5 14       ,805.00
960511,GFT VSC PRTN RNG 6X80X60,6330.00
960512,RELOAD STPLR 60X4.8MM   ,1832.76
960516,STEM OFST NXGN 15X145   ,3270.00
960520,SYS LQ EMBL TRFL        ,6672.50
960521,GFT CV PRPTN 6X80       ,5515.00
960522,SCREW PNCL CANC 6.5X30MM,384.25
960523,HEAD FEM +8.5MM 12/14 TP,875.00
960533,IMP SHOULDER HUMERAL STE,6750.00
960535,INSERT TIB KN RP 4X10MM ,1500.00
960545,COMPNT FEM SZ 5 LT      ,10878.75
960547,COUPLER FEM HIP LGN 2MM ,2255.62
960548,STEM FEM LGN PRSFT160X16,2199.37
960573,PLATE NEURO 1.5 2HL LNG ,130.00
960582,NAIL GMA3 LT 130X38X11  ,4809.75
960599,STEM HUM SHLDR 130X12   ,6750.00
960600,COMPONENT HUMERAL 52MM  ,2750.00
960601,HEAD HUM 18X52MM OFST   ,2750.00
960603,TRCR ARTHSCP NL ST 3.2MM,524.34
960609,NDL BX SM FISHER        ,98.74
960618,SCREW LOCK 5MM ST WSTARD,373.00
960627,PLATE LCP RT 4HL 3.5X94 ,4013.85
960631,ROD TI AXON CRV 3.5X40MM,505.00
960639,BIT DRL 221MM 4.3MM QC C,606.44
960644,LEAD PLUS NRSTM 3888-56 ,2875.00
960659,DEVICE CMPR 24X12.8X2.5C,195.70
960674,LEAD FNLN2 4470         ,1030.00
960689,LEAD PACNG QPLR 694765  ,12500.00
960692,SCREW BN 4X2.5X80X20M   ,505.64
960696,BIT DRILL CANN 4.3X200  ,1438.19
960856,CONFORMER PMMA MED      ,45.64
960869,CATH SZ 20CM SEG L70    ,822.95
960870,CTHGD GLD 4F C1 65      ,258.06
960918,NAIL GMA3 RT 125X40X11  ,4288.25
960922,INSERT TIB 4 12.5MM KN G,3535.88
960924,GRAFT VSC SWL PRPTN 6X40,2485.00
960947,GWIRE MRCLB 4.5 180     ,126.28
960948,GWIRE MRCLB 4.5 300     ,465.70
960949,GWIRE MRCLB 6 300       ,738.76
960952,GW/INT/IQMARKER 185 J   ,391.41
960976,STEM HUM TRB 48D 111X30 ,6750.00
960978,STNT TRCHBR ICST 80X59X7,6937.50
960984,SCREW NCB CANC 3.5X32   ,306.25
960986,SURFACE ARTC C KN 12MM  ,4668.75
960987,INSERT TIB C FEM PE SEG ,806.25
961009,SCREW CANC NCB 5X70     ,306.25
961015,SCREW BN 5MM 6.2MM 34MM ,355.25
961023,BIT DRL L300 OD4.3      ,831.60
961028,SCREW CORT NCB 5X42     ,355.25
961040,CATH EP L160 HALO ABLT  ,3674.76
961041,SIZER MAM SAL 325-375ML ,135.71
961051,PERMACOL IMP 1 SQ CM    ,57.65
961081,COIL EMB TRND 035X3X4   ,184.25
961092,GRAFT ST TIS 2.5CMX2MM A,2441.06
961095,CATHGD GLD 5F C2 65     ,258.06
961113,SCREW CORT SLF TAP 16   ,73.50
961114,SCREW ORTH LCK 2.7X12   ,215.25
961115,SCREW ORTH LCK 2.7X16   ,215.25
961116,SCREW ORTH LCK 2.7X18   ,215.25
961117,PLATE BNE ORTH LCK 4 HL ,1476.25
961118,SCREW MXLFCL ST 1.7X5   ,142.50
961120,BIT DRL QC 3.5X110      ,238.00
961125,BIT DRL W/STOP 3X3.8MM  ,511.78
961136,RELOAD STPL WHT ECHLN 45,545.62
961137,RELOAD STPL BLU ECHLN 45,545.62
961139,KIT CATH SLSKR ONQ 7.5IN,597.14
961141,PMP ONQ PBSV/NDL 10X8   ,657.34
961154,KIT VAC CMNT MX BWL     ,300.54
961159,PROBE ESURG BLK EFLX DYN,3313.83
961160,SCREW CANC HEX F-T 4X40 ,40.25
961165,GFT AOR 24X24X4         ,6000.00
961178,PLATE FIB LCK 4 HL      ,1379.00
961179,SCREW ORTH LCK 2.7X14   ,228.75
961180,CTHATHR SLHWK MS-M 5X110,9378.17
961181,CTHATHR SLHWK 6.5X113   ,8604.01
961182,CTHATHR SLHWK LS-M 7X110,10034.72
961183,PARTICLE EMB S120GH     ,925.00
961184,PARTICLE EMB S420GH     ,744.00
961185,PARTICLE EMB S620GH     ,715.00
961186,PARTICLES EMB S820GH    ,818.16
961191,MARKER RAD AU .8 3MM SKN,50.00
961192,CAP END NAIL EX TI 15MM ,629.50
961194,SCREW LOCK 04.005.522S  ,490.00
961195,LEAD DXTRUS 4136        ,1500.00
961197,CMPNT SEG 30MM KN M/F TP,8587.50
961198,NRSTM IMPL RESTORE ULT  ,37500.00
961201,SCREW LOCK 04.005.536S  ,577.25
961206,NAIL 10MM 36CM TIB T2 IM,3724.23
961207,SCREW BNE TIV 6.5X20    ,312.50
961209,STEM FEM CMNT STD 14X135,3950.00
961216,PIN CENTER THREAD 50MM  ,256.84
961222,GRAFT VASC GRTX L100CM L,3875.00
961223,GFT VSC PRTN RNG 6X50X40,4200.00
961225,CMNT RESTR CMT18.5      ,296.00
961226,RESTRICTOR CMNT HIP 25MM,296.00
961227,SCREW CORT PLVC 3.5X70MM,64.25
961228,SCREW BNL 105 OD3.5 CORT,80.25
961229,SCREW NLEX T25 5X8X40   ,577.25
961230,PLATE BN L78MM PUBIC SYM,2144.75
961236,CONN PDNZ RT ANG        ,250.98
961238,BIT DRL3.2 QC/230/20    ,1003.51
961243,DRAIN BLAKE 15FR RD 3/4 ,164.83
961259,HEAD HUM 18X46 SHLDR    ,2750.00
961261,BEARING 14MM OSS POLY KN,1894.17
961265,DRILL ASSMBLY SRG 3 CANN,720.04
961266,GWIRE ZPWR 035 260 ANG  ,294.25
961274,PLATE CERVICAL SPINE LOC,2242.50
961275,SCREW BNE TI L34MM OD5MM,484.50
961278,STAPLER EEA DTA 31MM    ,3902.33
961279,BIT DRL .25IN COLR CMN P,199.38
961280,DRILL HND CMN NS STRL DI,544.84
961281,CATH BCTSL DRN 3-15CM VN,2285.14
961282,FORCEPS LYMPH 9.5IN 1MM ,1769.82
961283,DRILL 12MM CANNULATED   ,2198.60
961284,FLTR EMB SPDR RX 7      ,5942.00
961331,SCREW BN TI SPNL LCK NS ,250.00
961332,SCREW CNCL 3.5X14 PLYXL ,2000.00
961333,CLAMP ADJ OPN MRI SAFE E,2319.37
961362,CAP FOR 5.0 FX PIN      ,196.74
961365,SCREW CANN 4.0X50       ,425.25
961367,SCREW BONE LCP 202.880  ,90.75
961390,STEM HIP FEM SZ11 145MM ,5625.00
961391,STEM FEM HIP OFST 150X12,5625.00
961392,STEM FEM 14X160         ,5625.00
961393,STEM FEM HIP OFST 170X16,5625.00
961398,STEM FEM SYN9 71316009  ,3500.00
961403,FEM HD COCR 32 +0       ,875.00
961404,HEAD FEM 32+8           ,875.00
961405,STEM FEM 9 71306109     ,5625.00
961407,ROD SPNL 50MM 5.5MM LGC ,450.00
961415,INS CNSTRN G2 SZ3       ,3459.37
961429,STEM FEM  10 71306110   ,5625.00
961433,WEDGE FEM LGN 7-8 PST KN,2041.87
961434,PLATE BS TIB RT LGN6 REV,4758.75
961435,STEM PRESFT 22 71424035 ,2199.37
961437,SHELL ACTB 54MM HIP 5 SC,2000.00
961443,SCREW CANNULATED 6.5 16 ,691.25
961444,EXTENSION NRSTM 20CM    ,1662.50
961445,HEAD RADL STD 22MM      ,2712.50
961446,STEM FEM RADL EVOL 5.5MM,4150.00
961453,STEM TIB LNG KN 100X20MM,1918.12
961455,STEM RADL EVOL STD 6.5MM,5605.00
961461,HEAD HUM 56X15          ,3250.00
961463,COMPNT PTLR TRI X3 11X38,1450.00
961464,STEM FEM HIP COCR 125X9 ,3500.00
961465,SCREW TI 4MM X 42MM     ,387.50
961467,COVER HL REFLC ACTB     ,80.67
961468,SCREW BN 6.5X15MM CAN   ,240.75
961469,SCREW CANC 6.5 20       ,240.75
961470,COMPNT STEM HIP 155X13MM,5625.00
961481,EXPNDR TIS 300CC        ,3112.50
961482,EXPNDR TIS 400CC        ,3112.50
961484,SCREW T2 LCK F-T 5X95MM ,432.13
961501,HEAD UNIPLR FEM HIP 50MM,875.00
961502,CENTRALIZER STEM 9MM    ,223.87
961503,CNTRLZR STM HIP DIST 15 ,223.87
961504,STEM FEM HIP COCR 145X13,3500.00
961505,STEM FEM HIP COCR 150X14,3500.00
961508,STEM FEM HIP COCR 130X13,3500.00
961511,STEM FEM HIP COCR 140X15,3500.00
961514,LEADWIRE 3146           ,3900.00
961529,SCREW CANN 6.5X35X16MM  ,691.25
961530,SCREW CANN 6.5X40X16MM  ,691.25
961531,SCREW CANNULATED 6.5 16 ,691.25
961532,SCREW CANN 6.5X90X16MM  ,691.25
961536,GRAFT BN ALMTR DBM 1ML  ,625.00
961540,SCREW MUL AX 6.5X35     ,2475.50
961544,TRIAL TRANS PAIN 3510   ,597.50
961545,STEM FEM HIP COCR 135X14,3500.00
961570,CTHATHR SLHWK SS 3.5X135,9378.17
961584,KIT LEAD PSC QD+28      ,2875.00
961590,SCREW MUL AX 5.5X45     ,2000.00
961597,HEAD FEM ECHLN 32 +0    ,2000.00
961598,HEAD FEM HIP +4 12/14 32,2500.00
961603,HEAD FEM HIP +8 12/14 32,2000.00
961605,STEM FEM TIV STD 16X160 ,11376.00
961606,STEM BEAD FC STD 14X200 ,14625.00
961610,HEAD FEM HIP -3 12/14 28,2000.00
961645,LEAD NRSTM 28CM 1.27X3MM,7487.50
961664,NAIL TIB T2 9MM 34.5CM  ,3439.90
961673,LEAD CPSR SNSE 457445   ,1090.00
961677,HEAD FEM COCR-3X28 12/14,875.00
961680,SCREW LOCKING 2.4 X 6MM ,278.00
961681,SCREW LOCKING 2.4 X 8MM ,260.00
961682,SCREW LOCKING 2.4X20 212,292.25
961683,SCREW BONE 2.4X24MM LCP ,278.00
961684,SCREW BONE LCP 2.4 X 26M,260.00
961695,STEM FEM 165X15MM       ,5625.00
961697,HEAD UNIPLR FEM HIP 42MM,875.00
961698,HEAD UNIPLR FEM HIP 48MM,875.00
961699,HEAD UNIPOLAR 51MM      ,875.00
961700,HEAD UNI 54 126654      ,875.00
961704,HEAD HIP +4X32MM 12/14  ,875.00
961707,STEM FEM HIP OFST 145X11,5625.00
961720,HEAD UNIPLR FEM HIP 55MM,875.00
961727,HEAD FEM V40 FRICT #    ,2575.00
961736,HEAD FEM HIP +0 14/16 28,2000.00
961737,HEAD FEM HIP +4 12/14 28,2000.00
961739,PORT GLPRT ALXIS O RETR ,1578.44
961744,SCREW MUL AX 6.5X40     ,2000.00
961746,SCREW MUL AX 5.5X40     ,2475.50
961750,SCREW BN 10.5MM 75MM GAM,1385.73
961751,SCREW LAG GMA 10.5X105  ,1460.25
961754,NAIL IM GMA3 125X38X11 R,2844.00
961757,SCREW LOCKING 2.4 X 22MM,278.00
961758,SCREW MUL AX TI 6.5X55  ,2475.50
961766,NAIL INTMD T2 STD 13X390,3439.90
961769,LINER ACTB TNDM 45X28MM ,1125.00
961778,SCREW TROCH GM3 17.5X8MM,537.75
961779,SCREW BN GMA3 IM 10.5X95,1548.00
961781,SCREW LOCKING 2.4 X 14MM,292.25
961786,SCREW BN GMA3 IM 10.5X80,1200.00
961789,LEAD EXT 3346           ,1790.00
961790,SCREW BONE 2.7X12MM CORT,86.75
961795,SCREW BN 2.4MM 16MM     ,137.75
961796,SCREW CORTEX 2.4 X 18MM ,137.75
961797,SCREW CORTICAL SELF-TAP ,137.75
961798,SCREW BONE 2.7X16MM CORT,90.75
961814,STEM FEM 10 71316210    ,3500.00
961815,STEM FEM COCR L SNG     ,3500.00
961816,STEM FEM 13 71316213    ,3500.00
961817,LEAD PCNG 52CM ATR RT VN,1090.00
961829,NAIL IM HUMERAL 270X9MM ,4382.50
961844,PLT 47X6.3X1.6MM SS 2.4M,2049.38
961847,PLT 47X6X1.6MM SS 2.4 4 ,2049.38
961853,LINER ACTB TNDM 48X28   ,1125.00
961875,SCREW NLEX T25 5X4.3X34 ,506.00
961893,STEM FEM 160MM 18MM PRSF,2199.37
961906,SCREW LOCKING 4.0 32MM 0,432.25
961945,COMPNT PTLR TRI 3X9X29MM,1450.00
961947,COMPNT FEM 8 71421168   ,10878.75
961956,PLATE BS TIB LT LGN8 REV,4758.75
961957,COUPLER LGN OFFSET 4MM  ,2255.62
961968,LINER BIP ACTB 55X28MM  ,1125.00
961984,STEM FEM KN 120X15MM    ,2199.37
962037,COMP FEM 7 RT KN CNSTRN ,10878.75
962038,STEM FEM L120 71424033  ,2199.37
962052,LEAD NRSTM 40CM ACTV DBS,7850.00
962128,GW THRWY 300 STR 49-297 ,654.58
962130,ELECTRODE ESURG 16MM 4MM,1232.07
962132,SET ENDO INST HIP GW NDL,1058.98
962134,SEAL ENDO INTLJT HIP    ,111.72
962138,BLN STRLG 3X20X135      ,1652.19
962139,BLN STRLG 7X40X135      ,1668.33
962140,SHEATH M00115717B1      ,52.33
962141,CTHDX XPO 5F IM 100 5PK ,328.07
962167,SCREW CANN PT 4.0X46    ,425.25
962177,HEAD RADIAL 11-210022   ,2500.00
962178,STEM HUM 8X28MM EXPLR   ,2500.00
962196,STEM FEM CLCR REV 13X170,11700.00
962258,BLN PLRCTH 7F 6X40X120  ,2299.30
962416,STEM FEM KNEE COLLAR 30 ,5981.25
962421,GRAFT BN CANC FRZDR 30ML,958.50
962422,KIT ASCP FX BTNDS BABSR ,934.66
962424,CMPNT FEM DIST KNEE     ,20587.50
962438,WEDGE FEM SCR 10MM LGN5 ,2041.87
962445,BIT DRL 2.5 3-FLUTE     ,973.62
962450,NAIL 9MM 36CM TIB T2 IM ,3724.23
962459,SCREW LCK 2.7X 20       ,296.25
962460,SCREW RCS LCK 2.7X2.1X16,301.75
962481,MOLD SPACER FEM FN 65MM ,8350.19
962489,CEMENT BN PLUG SM 6MM   ,430.00
962493,DRESSING 4X4IN ABS SLFAD,33.84
962544,NDL COAPTITE 14.6X21GA  ,219.90
962545,KIT VERT HNDL 11G       ,381.19
962546,KIT VERT HNDL 13G       ,326.11
962549,SYS BNE CMNT DLV AVAM   ,2901.18
962550,SYS BNE CMNT DLVX       ,1062.50
962555,TRAY PREP AVAMAX 09723  ,1791.84
962561,SCREW BNE CANC 4.0X55   ,48.00
962562,SCREW BNE CANC 4.0X60   ,52.25
962590,ARMBOARD IV 20X8X2IN UNV,17.70
962595,DRSNG CLLGN 4.75X4.75   ,48.79
962599,DRESSING 4X4 BRDR MPLX  ,42.87
962604,DRESSING WND MSLT 3X4   ,31.40
962606,DRSNG MPILX 8X8IN ABS   ,47.21
962610,DRSG MPLX BRDR 3X3      ,29.89
962611,BNDG CMPR 2 LYR 4X2     ,64.51
962614,BLN FOX+ 5X20X75        ,607.38
962615,BLN FOX+ 8X20X75        ,878.04
962617,STENT SFA VBHN 7X15X120 ,7962.50
962618,COIL EMBL 6CM 3MM INTLK ,997.00
962620,BLN FOX+ 3X20X135       ,957.10
962621,BLN FOX+ 5X40X135       ,652.61
962622,BLN FOX+ 5X60X135       ,878.04
962624,BLN FOX+ 6X40X135       ,652.61
962625,BLN FOX+ 7X40X135       ,752.93
962626,BLN FOX+ 8X40X135       ,1117.19
962630,STENT SFA VBHN 6X5X120  ,6737.50
962631,STENT SFA VBHN 6X10X120 ,7737.50
962632,STENT SFA VBHN 6X15X120 ,8987.50
962633,STENT SFA VBHN 7X5X120  ,6550.00
962634,STENT SFA VBHN 7X10X120 ,7625.00
962635,STENT SFA VBHN 7X15X120 ,8987.50
962636,STENT SFA VBHN 8X10X120 ,7737.50
962637,STENT SFA VBHN 8X15X120 ,8987.50
962641,BLN VTRC 4X30X135       ,883.13
962659,BLN VTRC 6X40X80        ,757.25
962669,CTHGD EXCL SL10 2.4X150 ,3027.46
962679,STENT BIL ABSL 10X40X80 ,2250.00
962681,GDWR SYNCHRO 14.014X200C,1850.45
962683,GWIRE VASC 200CM .012-.0,1652.19
962703,BLN FOX+ 5X40X75        ,820.98
962706,BLN FOX+ 6X20X75        ,652.61
962708,BLN FOX+ 6X40X75        ,820.98
962709,BLN FOX+ 080 60 06.0    ,752.93
962713,BLN FOX+ 7X40X75        ,752.93
962715,BLN FOX+ 8X20X75        ,652.61
962716,BLN FOX+ 8X40X75        ,752.93
962720,BLN FOX+ 9X40X75        ,752.93
962722,BLN FOX+ 10X20X75       ,752.93
962724,BLN FOX+ 10X40X75       ,652.61
962735,ANCH SUT OD3 ARTHRSCPY  ,1090.00
962736,PLUG BN CMNT SM 12MM    ,430.00
962737,WIRE FX 7IN .054IN ACTRK,89.32
962739,GFT BFR 28X16X13.5      ,19437.50
962741,GRAFT ILC 15X15 X11.5   ,7625.00
962742,GRAFT EVAS 8.5CM 24-18MM,8750.00
962753,STENT SFA VBHN 8X5X120  ,6737.50
962763,GFT ILC 16X16X13.5      ,8375.00
962765,SUTURE SILK 3-0 C017D   ,46.02
962771,GUIDE PIN 1.6X180MM     ,442.94
962772,SCREW CANN 1/3 THRD 4X40,425.25
962774,WASHER ORTHO SM ID3.5   ,81.00
962780,GDPN ORTH OD3 RTRDRL    ,918.55
962794,EXT. CUF GFT 18X18      ,6250.00
962796,TOOL DSCT MTCH HD120X2.5,753.72
962797,NAIL TIBIAL RETRP 13X340,4037.50
962799,SCREW TIB LOK 5X8X36MM  ,484.50
962800,SCREW LOCKING 44MMX5MM 0,434.75
962801,SCREW LOCK 5.0X50MM  04.,484.50
962807,SCREW F/A S/D 4.0X13    ,921.50
962812,RNG ANLPLS MTRL ETGX 28 ,6237.50
962816,PLATE ANT CERV 45MM     ,2875.00
962817,CTHABL HALO-360 22      ,5176.28
962818,CTHABL HALO-360 25      ,5176.28
962819,CTHABL HALO-360 28      ,5176.28
962820,CTHABL HALO-360 31      ,5176.28
962841,DEVICE SUT ENDOCLSE 14GA,55.83
962900,DLTR SET EVAS           ,605.02
962901,PASSER SUT 2 FBRTP TPRD ,502.73
962906,NEEDLE SUT SCRPN SRFIRE ,747.81
962960,STAPLER CUTTER ATS45    ,1140.42
962963,SCREW PERI 3.5X20 2.7 HD,73.50
962965,HEAD HUM 44X18 ECCENTRIC,3500.00
962966,SCREW ORTH LCK 3.5X14   ,199.50
962967,SCREW ORTH LCK 3.5X16   ,199.50
962968,PLATE BNE FIB LCK 6 HL  ,1480.50
962974,HEAD SHLDR 15X44MM      ,2750.00
962979,STENT ATR 9X38X120      ,6437.50
962980,STENT ICAST 85409       ,6937.50
962984,BLADE FX 125MM 11MM TROC,1467.75
962988,STAPLER INT 25MM XL DISP,4665.88
962992,STAPLER DST EEA28       ,3962.12
962993,LENS IOL SN60WF.070     ,375.00
962994,LENS IOL +8 DIOP 0 D BCN,375.00
962995,LENS IOL SN60WF.085     ,375.00
962996,LENS IOL 0 D +9 DIOP MOD,335.00
963003,PROSTHESIS PENL AMS 700 ,4325.00
963004,PIN GUARDS .028IN YELLOW,11.01
963006,SCREW BNE TI 54X4 HUM/TI,368.25
963010,GFT VSC HMSH CLY PTCH4X4,604.25
963011,CATHETER DRN 10.2FR 25CM,269.32
963016,LEAD PCNG 60CM 6.7FR 10C,1500.00
963023,SCREW LOCK 5MM ST WSTARD,373.00
963026,INS TIB 3X15 RP STAB    ,3000.00
963031,STENT TRCB ICST 7X22X80 ,5000.00
963035,SCREW LOCK 5MM ST WSTARD,373.00
963036,PLATE LCP SS 7HL        ,1154.25
963041,STENT TRCB ICST 8X59X80 ,5000.00
963042,STENT TRCB ICST 8X59X120,6802.75
963043,STENT ATR 9X59X120      ,6937.50
963045,STENT XPRS MNO 7X19X90  ,3138.75
963046,RNG ANLPLS MTRL ETGX 24 ,6237.50
963047,CATH ANGIO 65CMX5FR     ,83.00
963048,RNG ANLPLS MTRL ETGX 26 ,6237.50
963049,CTHDX RNGD 2.5X20X130   ,1580.59
963069,SCREW LAG GMA 10.5X110  ,1346.75
963071,CATH 24FR HG ST XL      ,1016.10
963072,RNG ANLPLS MTRL ETGX 30 ,6237.50
963073,STENT URET 6FRX16 090616,129.75
963074,RNG ANLPLS MTRL ETGX 32 ,6475.00
963076,RNG ANLPLS MTRL ETGX 34 ,6237.50
963089,PLATE BNE 3.5MM PROX HUM,4801.28
963110,SCREW CANNULATED TI 6.5 ,261.25
963115,PIN STEIN 5.0X170       ,488.67
963126,SCREW ORTH LCK 2.7X22   ,215.25
963129,SCREW 3.5X75 STRLK ST   ,375.25
963131,BIT DRL ULS 2.5 STD     ,618.40
963134,NAIL T2 TIB STD 11X375MM,3439.90
963141,PIN HLF APX EXFX 30X5X50,427.10
963146,COMP FEM 8 LT KN GNSIS2 ,5000.00
963164,BIT DRL 1.5X96M         ,1074.32
963165,SCREW LPRO 5X35MM       ,187.50
963166,SCREW 5.40 113848       ,187.50
963175,SCREW BNE TI 16X3.5MM VE,2000.00
963196,HEAD HUM 52X15          ,2967.25
963208,STNT TRCHBR ICST 80X16X7,6025.00
963231,GRAFT TENDON PATELLA    ,7000.00
963247,NAIL TIB T2 9MM 33CM LCK,3439.90
963250,SCREW SPN VRTX 3.5X14MM ,2000.00
963253,PLATE BNE 8HOLE 1.5     ,590.00
963265,SET RTRVL 80CM 6.3FR 11F,1028.29
963266,GRAFT BN PRGNX DBM 1ML  ,300.00
963269,LINR ACTB 10D G 9.4MM 36,1875.00
963285,LIGATOR FLSH FLLPN 4MM  ,119.48
963286,BIT DRL JCHK 3.2X130MM  ,389.45
963287,CEMENT BN SMPLX P RADPQ ,917.75
963289,CEMENT BN GNTA STRL 40GM,500.00
963294,SCREW V/A S/D 4.0X13    ,375.00
963303,PLATE ATLNTS 42.5MM     ,2875.00
963314,SCREW UNIFLX F-T 4X12MM ,56.02
963323,RECONSTRUCT NAIL 1846-09,32264.00
963332,SCREW RECESS CORTICAL 2.,90.75
963333,PLATE DIST VOLR LT 7HL  ,4779.04
963349,SCREW CORT NCB 5X30     ,355.25
963350,SCREW CANC 5X75         ,334.25
963352,CAP SCR LCK 3.5MM 8MM HX,329.00
963353,PROBE 0407251000        ,6898.30
963367,GUIDE TRJ GD NAVIGUS INT,4156.45
963374,SCREW ORTH LCK 2.7X20   ,215.25
963387,BLADE SHVR SLT ELITE 4.5,341.06
963395,SUTURE VCRYL 2-0 VCP266H,31.86
963396,SUTURE VCL+ 0 CP1 27 BRD,32.27
963398,SCREW LOCK 04.005.540S  ,577.25
963399,SCREW BNE TI L54MM OD5MM,577.00
963408,MARKER BX ULTSND RBN 17G,197.00
963412,SCREW DCP PROX 3.5X44MM ,63.00
963413,SCREW CORTEX3.5X48MM 204,63.00
963419,SCREW CORTEX 02.200.010 ,64.25
963420,SCREW CORTEX 02.200.012 ,64.25
963421,SCREW LCP T15 3.5X6X14MM,64.25
963422,SCREW SS 3.5X16MM       ,64.25
963423,SCREW LCP T15 3.5X6X18MM,64.25
963424,SCREW SYN CORT ST 3.5X20,64.25
963425,SCREW PLVC LOPRO 3.5X22 ,64.25
963426,SCREW CORT PLVC 3.5X24MM,64.25
963427,SCREW CORTEX SELF-TAP 3.,64.25
963428,SCREW BN L28MM OD3.5MM C,64.25
963429,SCREW SYN CORT ST 3.5X30,64.25
963430,SCREW BN L32MM OD3.5MM C,64.25
963431,SCREW CORTEX SELF-TAP 3.,64.25
963432,SCREW CORTICAL 3.5 X 36M,64.25
963433,SCREW LCP T15 3.5X6X38MM,64.25
963434,SCREW SYN CORT ST 3.5X40,64.25
963435,SCREW BN SS 3.5MM 42MM  ,64.25
963436,SCREW SYN CORT ST 3.5X44,64.25
963437,SCREW CORT PLVC 3.5X45MM,64.25
963438,SCREW CORT 3.5X46       ,64.25
963439,SCREW CORT PLVC 3.5X48MM,64.25
963440,SCREW CORT PLVC 3.5X50MM,64.25
963441,SCREW CORTEX 02.200.055 ,64.25
963442,SCREW CORT PLVC 3.5X60MM,64.25
963443,SCREW CORT PLVC 3.5X65MM,64.25
963444,SCREW CORT PLVC 3.5X75MM,64.25
963445,SCREW CORTEX 02.200.080 ,64.25
963446,SCREW CORT PLVC 3.5X85MM,64.25
963447,SCREW CORT PLVC 3.5X90MM,64.25
963448,SCREW CORTEX 02.200.095 ,64.25
963449,SCREW CORTEX 02.200.100 ,80.25
963450,SCREW CORTEX 02.200.110 ,80.25
963451,SCREW CORTEX 02.200.115 ,80.25
963452,SCREW CORTEX 02.200.120 ,80.25
963453,SCREW CORTEX 02.200.125 ,80.25
963454,SCREW CORTEX 02.200.130 ,259.00
963455,SCREW CORTEX 02.200.135 ,259.00
963456,SCREW CORTEX 02.200.140 ,259.00
963457,SCREW CORTEX 02.200.145 ,225.75
963458,SCREW CORTEX 02.200.150 ,259.00
963460,SCR BN 1.7X10MM HND XPN ,251.25
963461,SCREW PROFYL 53-17011   ,211.38
963478,STENT ATRIUM 8X38X80    ,5000.00
963479,SCREW BN ORTH 1.7X10MM  ,161.25
963480,SCREW PROFYLE 58-17014  ,165.93
963481,BN HMSTS 2.5GM OSTNE    ,374.10
963482,SCR BN 1.7MM 5MM WRST TI,267.75
963483,ELECTRDE PROCSE XP TNSL ,1099.90
963489,TUBE TRCH CUFLS 74X10.8 ,153.42
963493,CANNULA INNR TRCHSF XLT8,35.80
963495,BRACHYTX NS YTTRIUM 90  ,37500.00
963496,POST EXFIX FIXATOR LEFT ,681.73
963497,CLAMP IN LARGE 6 POSITIO,2161.62
