"SVCCD","Description","PRICE1","As of Date"
"1316548","HPV TYPE 16 18 W 45 ",156.00,"2/5/2019"
"1316553","COL CHRM NODRG EA   ",96.00,"2/5/2019"
"1316600","PRS DRG IA ANAZ     ",312.00,"2/5/2019"
"1316641","CANNABINDS NATUR MS ",461.00,"2/5/2019"
"1316649","MDA  MDEA MOMA MS   ",108.00,"2/5/2019"
"1316651","OPIATES MS 1 PL     ",29.00,"2/5/2019"
"1316655","OXYCODONE MS        ",29.00,"2/5/2019"
"1316673","AMPHETAMINES MS 1-2 ",262.00,"2/5/2019"
"1316693","BENZODIAZ MS 1-12   ",246.00,"2/5/2019"
"1316704","DEF DRUG NOS MS 1-3 ",216.00,"2/5/2019"
"1317014","CFTR GENE ANALY CV  ",639.00,"2/5/2019"
"1317024","F2 GEN ANALY 20210GA",240.00,"2/5/2019"
"1317025","F5 GENE ANALY LEID V",299.00,"2/5/2019"
"1317033","HFE GENE ANALY CV   ",496.00,"2/5/2019"
"1317034","HBA1-HBA2 GENE CDV  ",747.00,"2/5/2019"
"1317050","MTHFR GENE ANALY CV ",1327.00,"2/5/2019"
"1317072","SERPINA1 GENE ANA CV",458.00,"2/5/2019"
"1317092","MOLEC PATH LEV 2    ",618.00,"2/5/2019"
"1317094","MOLEC PATH LEV 4    ",370.00,"2/5/2019"
"1317095","MOLEC PATH LEV 5    ",1118.00,"2/5/2019"
"1317522","BRCA1 2 SEQ FULL DD ",4506.00,"2/5/2019"
"1317573","TPMT GENE COM VAR   ",350.00,"2/5/2019"
"1321027","CYTOPATH C-V INTERPR",124.00,"2/5/2019"
"1321040","CYTOP TBS,C-V,MANUAL",105.00,"2/5/2019"
"1321044","CYTOPATH EVAL OF FNA",195.00,"2/5/2019"
"1321045","CYTOP EVAL,FNA,REPOR",299.00,"2/5/2019"
"1321075","SURG PATH GROSS LVL1",77.00,"2/5/2019"
"1321076","SURG PATH GROSS LVL2",114.00,"2/5/2019"
"1321077","SURG PATH GROSS LVL3",141.00,"2/5/2019"
"1321078","SURG PATH GROSS LVL4",141.00,"2/5/2019"
"1321079","SURG PATH GROSS LVL5",237.00,"2/5/2019"
"1321080","SURG PATH GROSS LVL6",694.00,"2/5/2019"
"1321081","DECALCIFY TISSUE    ",80.00,"2/5/2019"
"1321082","SPECIAL STAINS GRP 1",108.00,"2/5/2019"
"1321083","SPECIAL STAINS GRP 2",128.00,"2/5/2019"
"1321091","PATH CONSULT INT-1BL",141.00,"2/5/2019"
"1321092","PATH CONSULT-INTRADD",171.00,"2/5/2019"
"1321108","PAP DIAG AUTO MAN RS",140.00,"2/5/2019"
"1321118","FLOWCYTOMET-TC,1 MRK",195.00,"2/5/2019"
"1321119","FLOWCYTOMETRY-TC,ADD",208.00,"2/5/2019"
"1321126","CYTOCELL ENH X CR-VG",173.00,"2/5/2019"
"1321129","INOP CYTOPAT CNSLT 2",252.00,"2/5/2019"
"1321152","PAP THINLAY LIQ DIAG",140.00,"2/5/2019"
"1321175","PROSTATE NDL BX ANY ",514.00,"2/5/2019"
"1321188","1ST SEP ID AB       ",195.00,"2/5/2019"
"1321189","ICC ADD AB PER SLIDE",265.00,"2/5/2019"
"1321193","ICC MLTPX AB ST     ",241.00,"2/5/2019"
"1321194","TUMOR IHC QT MAN    ",469.00,"2/5/2019"
"1321195","TUMOR IHC QT UTO    ",469.00,"2/5/2019"
"1321201","INS HYBR AUT MUL PR ",110.00,"2/5/2019"
"1331038","S-H RBC LEUKO REDU  ",770.00,"2/5/2019"
"1331038","UNIT RBC LEUKO REDU ",770.00,"2/5/2019"
"1331048","S-H PLAT PHER       ",2431.00,"2/5/2019"
"1331048","UNIT PLAT PHER      ",2431.00,"2/5/2019"
"1331072","S-H FFP BTWN8-24HREA",314.00,"2/5/2019"
"1410001","OTH STER SUPP LVL 1 ",17.00,"2/5/2019"
"1410002","OTH STER SUPP LVL 2 ",51.00,"2/5/2019"
"1410003","OTH STER SUPP LVL 3 ",85.00,"2/5/2019"
"1410004","OTH STER SUPP LVL 4 ",120.00,"2/5/2019"
"1410005","OTH STER SUPP LVL 5 ",154.00,"2/5/2019"
"1410006","OTH STER SUPP LVL 6 ",187.00,"2/5/2019"
"1410007","OTH STER SUPP LVL 7 ",222.00,"2/5/2019"
"1410008","OTH STER SUPP LVL 8 ",257.00,"2/5/2019"
"1410009","OTH STER SUPP LVL 9 ",340.00,"2/5/2019"
"1410010","OTH STER SUPP LVL 10",477.00,"2/5/2019"
"1410011","OTH STER SUPP LVL 11",614.00,"2/5/2019"
"1410012","OTH STER SUPP LVL 12",1023.00,"2/5/2019"
"1410013","OTH STER SUPP LVL 13",1704.00,"2/5/2019"
"1410014","OTH STER SUPP LVL 14",3069.00,"2/5/2019"
"1410021","TUBE DRAIN CATH 1   ",4.10,"2/5/2019"
"1410022","TUBE DRAIN CATH 2   ",17.00,"2/5/2019"
"1410023","TUBE DRAIN CATH 3   ",48.00,"2/5/2019"
"1410025","TUBE DRAIN CATH 5   ",120.00,"2/5/2019"
"1410052","LEAD PMKR NON-TRN L2",2658.00,"2/5/2019"
"1410068","PMKR DUAL RATE-RS L4",20456.00,"2/5/2019"
"1410103","CATH-ANGIO NONLSR L3",5426.00,"2/5/2019"
"1411432","IMPLANT OTHER LVL 2 ",240.00,"2/5/2019"
"1411433","IMPLANT OTHER LVL 3 ",512.00,"2/5/2019"
"1411434","IMPLANT OTHER LVL 4 ",3074.00,"2/5/2019"
"1413003","AICD DUAL CHAMBER L1",17500.00,"2/5/2019"
"1413067","CATH URETERAL 1     ",69.00,"2/5/2019"
"1413121","EAR TUBES DRAINAGE 1",92.00,"2/5/2019"
"1413124","EVENT RECRDR CARDIAC",17536.00,"2/5/2019"
"1413206","OCULAR IMP AQU DRAN1",658.00,"2/5/2019"
"1413209","PATIENT PROGR NEURO1",5274.00,"2/5/2019"
"1413210","OCULAR IMP AQU DRAN2",2850.00,"2/5/2019"
"1413221","PRESBYOPIA CRCT FUN1",985.00,"2/5/2019"
"1413258","STNT NONCOR TM W/O 1",1256.00,"2/5/2019"
"1413267","SYNTH IMP URIN2/1ML ",683.00,"2/5/2019"
"1414001","ANCHOR/SCRW LEVEL 1 ",250.00,"2/5/2019"
"1414002","ANCHOR/SCRW LEVEL 2 ",501.00,"2/5/2019"
"1414003","ANCHOR/SCRW LEVEL 3 ",774.00,"2/5/2019"
"1414004","ANCHOR/SCRW LEVEL 4 ",952.00,"2/5/2019"
"1414005","ANCHOR/SCRW LEVEL 5 ",1250.00,"2/5/2019"
"1414006","ANCHOR/SCRW LEVEL 6 ",1594.00,"2/5/2019"
"1414007","ANCHOR/SCRW LEVEL 7 ",2415.00,"2/5/2019"
"1414008","ANCHOR/SCRW LEVEL 8 ",2800.00,"2/5/2019"
"1414009","ANCHOR/SCRW LEVEL 9 ",3412.00,"2/5/2019"
"1414010","ANCHOR/SCRW LEVEL 10",5215.00,"2/5/2019"
"1414012","ANCHOR/SCRW LEVEL 12",6507.00,"2/5/2019"
"1414013","ANCHOR/SCRW LEVEL 13",8515.00,"2/5/2019"
"1414014","ANCHOR/SCRW LEVEL 14",9915.00,"2/5/2019"
"1414051","BONE CEMENT 2       ",2151.00,"2/5/2019"
"1414200","CATH INTRAVAS ULTRA1",7531.00,"2/5/2019"
"1414250","CATH THRMB/EMBOL 2  ",1625.00,"2/5/2019"
"1414275","CATH TRNS ARTHR DIR1",3437.00,"2/5/2019"
"1414276","CATH TRNS ARTHR DIR2",6085.00,"2/5/2019"
"1414278","CATH TRNS ARTHR DIR4",9984.00,"2/5/2019"
"1414300","CATH TRNSLUM ANG LA1",1060.00,"2/5/2019"
"1414301","CATH TRNSLUM ANG LA2",5455.00,"2/5/2019"
"1414326","CATH-ANGIO LEVEL 2  ",984.00,"2/5/2019"
"1414327","CATH-ANGIO LEVEL 3  ",1707.00,"2/5/2019"
"1414328","CATH-ANGIO LEVEL 4  ",2625.00,"2/5/2019"
"1414329","CATH-ANGIO LEVEL 5  ",4753.50,"2/5/2019"
"1414375","CATHETER GUIDING 1  ",225.00,"2/5/2019"
"1414376","CATHETER GUIDING 2  ",938.00,"2/5/2019"
"1414403","CATH-INFUS PERIF 4  ",469.00,"2/5/2019"
"1414404","CATH-INFUS PERIF 5  ",752.00,"2/5/2019"
"1414405","CATH-INFUS PERIF 6  ",945.00,"2/5/2019"
"1414450","CLOSURE DEVIC VASC 1",1289.00,"2/5/2019"
"1414476","CONN TISSUE HUMAN 2 ",2600.00,"2/5/2019"
"1414478","CONN TISSUE HUMAN 4 ",7800.00,"2/5/2019"
"1414500","DRILL BIT/BLADE LVL1",204.00,"2/5/2019"
"1414501","DRILL BIT/BLADE LVL2",595.00,"2/5/2019"
"1414502","DRILL BIT/BLADE LVL3",914.00,"2/5/2019"
"1414503","DRILL BIT/BLADE LVL4",1240.00,"2/5/2019"
"1414504","DRILL BIT/BLADE LVL5",1675.00,"2/5/2019"
"1414505","DRILL BIT/BLADE LVL6",2261.00,"2/5/2019"
"1414576","GENRATR NEUROSTM 2  ",38108.00,"2/5/2019"
"1414625","GUIDEWIRE LEVEL 1   ",339.00,"2/5/2019"
"1414626","GUIDEWIRE LEVEL 2   ",400.00,"2/5/2019"
"1414627","GUIDEWIRE LEVEL 3   ",562.00,"2/5/2019"
"1414632","GUIDEWIRE LEVEL 8   ",2112.00,"2/5/2019"
"1414700","JOINT DEVICE IMPLT 1",2289.00,"2/5/2019"
"1414701","JOINT DEVICE IMPLT 2",6565.90,"2/5/2019"
"1414702","JOINT DEVICE IMPLT 3",9848.00,"2/5/2019"
"1414703","JOINT DEVICE IMPLT 4",14225.00,"2/5/2019"
"1414750","MESH IMPLANTABLE 1  ",668.00,"2/5/2019"
"1414753","MESH IMPLANTABLE 4  ",3864.00,"2/5/2019"
"1414756","MESH IMPLANTABLE 7  ",9567.00,"2/5/2019"
"1414901","REP DEV URINRY W/SL2",6103.00,"2/5/2019"
"1414924","SHEATH NON-LASR 1   ",431.00,"2/5/2019"
"1414925","SHEATH NON-LASR 2   ",1225.00,"2/5/2019"
"1414926","SHEATH NON-LASR 3   ",2645.00,"2/5/2019"
"1414951","STNT COAT/COV W/DEL1",3606.00,"2/5/2019"
"1414952","STNT COAT/COV W/DEL2",6197.00,"2/5/2019"
"1414953","STNT COAT/COV W/DEL3",8842.00,"2/5/2019"
"1414970","STNT NO COCV W/DEL 1",4222.00,"2/5/2019"
"1414971","STNT NO COCV W/DEL 2",7598.00,"2/5/2019"
"1416000","POSTERIOR CHAMBR IOL",664.00,"2/5/2019"
"1417002","SUTURE LEVEL 3      ",207.00,"2/5/2019"
"1417005","SUTURE LEVEL 6      ",340.00,"2/5/2019"
"1417006","SUTURE LEVEL 7      ",477.00,"2/5/2019"
"1417030","BONE VOID PER 0.5CC1",1102.00,"2/5/2019"
"1417086","STAPLER/RELOAD 2    ",275.00,"2/5/2019"
"1417087","STAPLER/RELOAD 3    ",357.00,"2/5/2019"
"1417089","STAPLER/RELOAD 5    ",683.00,"2/5/2019"
"1417092","STAPLER/RELOAD 8    ",3475.00,"2/5/2019"
"1417226","LEAD NEUROSTIMULAT 3",14558.00,"2/5/2019"
"1417275","OCULAR IMP AQU DRAN3",5850.00,"2/5/2019"
"1522021","PROCEDURE MINOR     ",718.00,"2/5/2019"
"1522022","PROCEDURE INTERMEDIA",2742.00,"2/5/2019"
"1522023","PROCEDURE MAJOR     ",5464.00,"2/5/2019"
"1522030","BLOOD TRANSF 0 2 HRS",2045.00,"2/5/2019"
"1522031","BLOOD TRANSF 2 4 HRS",2626.00,"2/5/2019"
"1522032","BLOOD TRANSF 4 6 HRS",3211.00,"2/5/2019"
"1522033","BLOOD TRANSF 6 8 HRS",3792.00,"2/5/2019"
"1522034","BLOOD TRANSF 8 10 HR",4379.00,"2/5/2019"
"1522101","IV HYDRATION 1 HR   ",778.00,"2/5/2019"
"1522102","IV HYDRAT EA ADD HR ",439.00,"2/5/2019"
"1522111","IV THERAPY DX 1 HR  ",831.00,"2/5/2019"
"1522112","IV THERAPY EA AD HR ",232.00,"2/5/2019"
"1522113","IV THER AD SEQ 1 HR ",232.00,"2/5/2019"
"1522114","CONCURRENT IV THER  ",232.00,"2/5/2019"
"1522115","THERAPEUTIC IV PUSH ",512.00,"2/5/2019"
"1522116","THERA EA AD IV PUSH ",288.00,"2/5/2019"
"1522117","THERAPEUTIC DX SQ IM",237.00,"2/5/2019"
"1522131","IR-IRR PORT DRUG DEL",392.00,"2/5/2019"
"1522140","IMM ADM FLU VACCINE ",128.00,"2/5/2019"
"1522141","IMM ADM PNEU VACCINE",128.00,"2/5/2019"
"1522142","IMM ADM 1ST VACCINE ",142.00,"2/5/2019"
"1523130","THER AD IVP SAME MED",336.00,"2/5/2019"
"1523145","NEG PRES WND LT 50CM",569.00,"2/5/2019"
"1550042","ENDOVN RFA 1ST VN   ",8608.00,"2/5/2019"
"1610001","HE-EYE FOREIGNBDY DR",796.00,"2/5/2019"
"1610008","HE-FACIAL BNES 3V DR",1159.00,"2/5/2019"
"1610009","HE-NASAL BONES DR   ",587.00,"2/5/2019"
"1610014","HE-SINUSES 3VPLUS DR",1159.00,"2/5/2019"
"1610016","HE-SKULL LIMITED DR ",854.00,"2/5/2019"
"1610026","SP-NECK SOFT TISS DR",562.00,"2/5/2019"
"1610028","CH-RIB UNI PA CXR DR",237.00,"2/5/2019"
"1610029","CH-RIBS BILATERAL DR",765.00,"2/5/2019"
"1610030","CH-RIBS BI PA CXR DR",410.00,"2/5/2019"
"1610031","CH-STERNUM DR       ",971.00,"2/5/2019"
"1610033","SP-SPINE SNGL VW DR ",422.00,"2/5/2019"
"1610034","SP-CERV SP 2TO3VW DR",610.00,"2/5/2019"
"1610035","SP-CERV SP 4TO5VW DR",1383.00,"2/5/2019"
"1610036","SP-CRV SPNE 6VPLS DR",1659.00,"2/5/2019"
"1610038","SP-T SPINE 3 VIEW DR",624.00,"2/5/2019"
"1610042","SP-ENT SPN 2OR3 V DR",406.00,"2/5/2019"
"1610043","SP-ENT SPN 4OR5 V DR",812.00,"2/5/2019"
"1610045","SP-LS SPN 2 TO 3V DR",610.00,"2/5/2019"
"1610046","SP-LS SPNE 4VPLUS DR",1527.00,"2/5/2019"
"1610047","SP-LS SPINE W BND DR",1573.00,"2/5/2019"
"1610049","LE-PELVIS DR        ",443.00,"2/5/2019"
"1610052","SP-SI JNTS 3VPLUS DR",1062.00,"2/5/2019"
"1610053","SP-SCRM COCCYX 2V DR",849.00,"2/5/2019"
"1610056","UE-CLAVICLE DR      ",805.00,"2/5/2019"
"1610058","UE-SCAPULA DR       ",1227.00,"2/5/2019"
"1610059","UE-SHOULDER 1V DR   ",398.00,"2/5/2019"
"1610060","UE-SHLDR 2VW PLUS DR",765.00,"2/5/2019"
"1610061","IR-ARTHROGM SHLDR DR",2231.00,"2/5/2019"
"1610062","UE-AC JTS BILAT DR  ",899.00,"2/5/2019"
"1610064","UE-HUMERUS DR       ",524.00,"2/5/2019"
"1610065","UE-ELBOW 2V DR      ",535.00,"2/5/2019"
"1610066","UE-ELBOW 3V DR      ",885.00,"2/5/2019"
"1610067","UE-FOREARM 2V DR    ",523.00,"2/5/2019"
"1610068","UE-UP EXT INFANT DR ",461.00,"2/5/2019"
"1610069","UE-WRIST 2V DR      ",446.00,"2/5/2019"
"1610070","UE-WRIST 3V PLUS DR ",606.00,"2/5/2019"
"1610071","UE-HAND 2V DR       ",428.00,"2/5/2019"
"1610072","UE-HAND 3V DR       ",825.00,"2/5/2019"
"1610073","UE-FINGER S 2VPLS DR",435.00,"2/5/2019"
"1610074","LE-HIP UNILAT 1V DR ",403.00,"2/5/2019"
"1610075","LE-HIP PV UN2OR3V DR",480.00,"2/5/2019"
"1610076","LE-HIP PV UNMIN4V DR",721.00,"2/5/2019"
"1610077","LE-HIP PLV BI 2V DR ",877.00,"2/5/2019"
"1610078","LE-HIP PV BI3OR4V DR",877.00,"2/5/2019"
"1610079","LE-HIP PV BI MIN5VDR",1753.00,"2/5/2019"
"1610080","IR-ARTHROGRAM HIP DR",1345.00,"2/5/2019"
"1610082","LE-FEMUR 2V DR      ",644.00,"2/5/2019"
"1610083","LE-KNEE 1 TO 2V DR  ",536.00,"2/5/2019"
"1610084","LE-KNEE 3V DR       ",568.00,"2/5/2019"
"1610085","LE-KNEE 4V PLUS DR  ",628.00,"2/5/2019"
"1610087","LE-TIB FIB 2V DR    ",533.00,"2/5/2019"
"1610088","LE-LWR EXT INFANT DR",461.00,"2/5/2019"
"1610089","LE-ANKLE 2V DR      ",319.00,"2/5/2019"
"1610090","LE-ANKLE 3VPLUS DR  ",831.00,"2/5/2019"
"1610091","LE-FOOT 2V DR       ",426.00,"2/5/2019"
"1610092","LE-FOOT 3V PLUS DR  ",824.00,"2/5/2019"
"1610093","LE-CALCANEUS 2PLS DR",809.00,"2/5/2019"
"1610094","LE-TOE S 2VPLUS DR  ",477.00,"2/5/2019"
"1610095","CH-ABD SER PA CXR DR",1208.00,"2/5/2019"
"1610097","FL-SMALL BOWEL DR   ",1406.00,"2/5/2019"
"1610101","FL-IVP DR           ",2015.00,"2/5/2019"
"1610104","FL-UROGRAPH RETRO DR",2208.00,"2/5/2019"
"1610123","BONE LENGTH STUDY DR",445.00,"2/5/2019"
"1610145","LE-KNEE1TO2V BI DR  ",1073.00,"2/5/2019"
"1610146","LE-KNEE 3VWS BI DR  ",1138.00,"2/5/2019"
"1610163","CH-CHEST 1V DR      ",443.00,"2/5/2019"
"1610164","CH-CHEST 2V DR      ",606.00,"2/5/2019"
"1610167","CH-ABDOMEN 1 VIEW DR",457.00,"2/5/2019"
"1610169","CH-ABDOMEN 3VWS DR  ",1002.00,"2/5/2019"
"1612158","IR-MYELO CERVICAL   ",2723.00,"2/5/2019"
"1612160","IR-MYELO LUMBAR     ",2723.00,"2/5/2019"
"1612203","FL-ESOPHAGUS        ",1178.00,"2/5/2019"
"1612206","FL-GI SERIES        ",1701.00,"2/5/2019"
"1612209","FL-GI SERIES AIR    ",1890.00,"2/5/2019"
"1612211","FL-GI AIR W SM BOWEL",2992.00,"2/5/2019"
"1612284","IR-ARTHROGRAM KNEE  ",1786.00,"2/5/2019"
"1612483","FL-MOD BA SWALLOW   ",1114.00,"2/5/2019"
"1621503","US-ENCEPHALOGRAM    ",869.00,"2/5/2019"
"1621510","US-HEAD NECK SFT TIS",869.00,"2/5/2019"
"1621513","US-ABDOMEN COMP WO  ",1577.00,"2/5/2019"
"1621514","US-ABDOMEN LTD WO   ",1221.00,"2/5/2019"
"1621515","US-ABDOMEN RETROPER ",1221.00,"2/5/2019"
"1621516","US-ABDOMEN RETRO LMT",264.00,"2/5/2019"
"1621518","US-SPINAL CANAL     ",1017.00,"2/5/2019"
"1621519","US-PELVIS PREG      ",1118.00,"2/5/2019"
"1621521","US-PELVIS PREG LTD  ",534.00,"2/5/2019"
"1621522","US-PLV PREG FU ABD  ",1118.00,"2/5/2019"
"1621524","US-FETAL BIO NONST  ",461.00,"2/5/2019"
"1621529","US-TRANSVAGINAL     ",1144.00,"2/5/2019"
"1621531","US-PELVIS NON OB    ",1103.00,"2/5/2019"
"1621533","US-SCROTUM          ",869.00,"2/5/2019"
"1621543","US-GUIDE NEEDLE PLAC",1217.00,"2/5/2019"
"1621567","US-DPLX SCAN ART CMP",759.00,"2/5/2019"
"1621575","US-PELV PREG 14 WKS ",1118.00,"2/5/2019"
"1621579","US-PLV PRG TRNSV    ",1144.00,"2/5/2019"
"1621581","US-VAS ACCSS SITES  ",1063.00,"2/5/2019"
"1621596","US-ABDOMN AAA SCREEN",411.00,"2/5/2019"
"1621616","US-EXT COMP JNT UNI ",1063.00,"2/5/2019"
"1621623","US-ABD PARACEN W IMG",2117.00,"2/5/2019"
"1621625","US-THORACNTSIS W IMG",3309.00,"2/5/2019"
"1621638","US-BREAST COMPLETE  ",1150.00,"2/5/2019"
"1621639","US-BREAST LIMITED   ",1150.00,"2/5/2019"
"1630007","CT-ABD PELVIS WO    ",3311.00,"2/5/2019"
"1630008","CT-ABD PELVIS W     ",2721.00,"2/5/2019"
"1630009","CT-ABD PELVIS WWO   ",2898.00,"2/5/2019"
"1630014","CTA-ABDOMEN PELVIS  ",3180.00,"2/5/2019"
"1630026","CT-ARTHROGRAM SI JTS",245.00,"2/5/2019"
"1631501","CT-PELVIS WO        ",1656.00,"2/5/2019"
"1631502","CT-PELVIS W         ",2666.00,"2/5/2019"
"1631503","CT-PELVIS WWO       ",2837.00,"2/5/2019"
"1631513","CT-GUIDE NEEDLE BX  ",1513.00,"2/5/2019"
"1631517","CT-HEAD WO          ",1293.00,"2/5/2019"
"1631519","CT-HEAD WWO         ",1897.00,"2/5/2019"
"1631520","CT-ORBIT EAR WO     ",1730.00,"2/5/2019"
"1631521","CT-ORBIT EAR W      ",1815.00,"2/5/2019"
"1631522","CT-ORBIT EAR WWO    ",1895.00,"2/5/2019"
"1631523","CT-MAXILLOFACIAL WO ",1784.00,"2/5/2019"
"1631524","CT-MAXILLOFACIAL W  ",1756.00,"2/5/2019"
"1631525","CT-MAXILLOFACIAL WWO",2138.00,"2/5/2019"
"1631526","CT-NECK SOFT TIS WO ",1850.00,"2/5/2019"
"1631527","CT-NECK SOFT TIS W  ",2465.00,"2/5/2019"
"1631528","CT-NECK SOFT TIS WWO",2987.00,"2/5/2019"
"1631529","CTA-HEAD            ",2637.00,"2/5/2019"
"1631530","CTA-NECK            ",2637.00,"2/5/2019"
"1631531","CT-CHEST WO         ",2051.00,"2/5/2019"
"1631532","CT-CHEST W          ",1950.00,"2/5/2019"
"1631533","CT-CHEST WWO        ",2650.00,"2/5/2019"
"1631534","CTA-CHEST           ",3108.00,"2/5/2019"
"1631535","CT-CERV SPINE WO    ",1850.00,"2/5/2019"
"1631536","CT-CERV SPINE W     ",2393.00,"2/5/2019"
"1631538","CT-THOR SPINE WO    ",1850.00,"2/5/2019"
"1631541","CT-LUMB SPINE WO    ",2495.00,"2/5/2019"
"1631542","CT-LUMB SPINE W     ",3082.00,"2/5/2019"
"1631544","CT-UPPER EXT WO     ",1646.00,"2/5/2019"
"1631545","CT-UPPER EXT W      ",2309.00,"2/5/2019"
"1631548","CT-LOWER EXT WO     ",1646.00,"2/5/2019"
"1631549","CT-LOWER EXT W      ",2465.00,"2/5/2019"
"1631550","CT-LOWER EXT WWO    ",2736.00,"2/5/2019"
"1631551","CTA-LOWER EXT       ",3108.00,"2/5/2019"
"1631552","CT-ABDOMEN WO       ",1656.00,"2/5/2019"
"1631553","CT-ABDOMEN W        ",2666.00,"2/5/2019"
"1631554","CT-ABDOMEN WWO      ",2837.00,"2/5/2019"
"1631555","CTA-ABDOMEN         ",3108.00,"2/5/2019"
"1631556","CTA-ABD ART W RUNOFF",4670.00,"2/5/2019"
"1631568","CT-3D WO POSTPROCESS",229.00,"2/5/2019"
"1641000","MR-UPPER EXT WO     ",2438.00,"2/5/2019"
"1641002","MR-UPPER EXT WWO    ",2438.00,"2/5/2019"
"1641003","MR-UPPER JOINT WO   ",2438.00,"2/5/2019"
"1641004","MR-UPPER JOINT W    ",2527.00,"2/5/2019"
"1641009","MRA-NECK WWO        ",2615.00,"2/5/2019"
"1641014","MR-LOWER EXTR WO    ",2438.00,"2/5/2019"
"1641016","MR-LOWER EXTR WWO   ",2438.00,"2/5/2019"
"1641017","MR-LW JOINT WO      ",2389.00,"2/5/2019"
"1641018","MR-LW JOINT W       ",2438.00,"2/5/2019"
"1641019","MR-LW JOINT WWO     ",2438.00,"2/5/2019"
"1641020","MR-ABDOMEN WO       ",2438.00,"2/5/2019"
"1641022","MR-ABDOMEN WWO      ",2837.00,"2/5/2019"
"1641046","MR-ORBT FACE NECK WO",2438.00,"2/5/2019"
"1641048","MR-ORBT FAC NCK WWO ",2615.00,"2/5/2019"
"1641049","MRA-HEAD WO         ",2615.00,"2/5/2019"
"1641051","MRA-HEAD WWO        ",2615.00,"2/5/2019"
"1641052","MR-BRAIN WO         ",2438.00,"2/5/2019"
"1641053","MR-BRAIN W          ",2483.00,"2/5/2019"
"1641054","MR-BRAIN WWO        ",2573.00,"2/5/2019"
"1641055","MR-CERV SPINE WO    ",2438.00,"2/5/2019"
"1641057","MR-THOR SPINE WO    ",2438.00,"2/5/2019"
"1641059","MR-LUMB SPINE WO    ",2438.00,"2/5/2019"
"1641061","MR-CERV SPINE WWO   ",2438.00,"2/5/2019"
"1641062","MR-THOR SPINE WWO   ",2438.00,"2/5/2019"
"1641063","MR-LUMB SPINE WWO   ",2438.00,"2/5/2019"
"1641065","MR-PELVIS WO        ",2438.00,"2/5/2019"
"1641067","MR-PELVIS WWO       ",2837.00,"2/5/2019"
"1651037","NM-LIVER SPLEEN FL  ",2869.00,"2/5/2019"
"1651043","NM-ESOPHOGEAL MOTILI",1852.00,"2/5/2019"
"1651046","NM-GASTRIC EMPTYING ",4043.00,"2/5/2019"
"1651052","NM-GI BLOOD LOSS    ",1686.00,"2/5/2019"
"1651059","NM-BONE SCAN BODY   ",4470.00,"2/5/2019"
"1651060","NM-BONE SCAN 3 PHASE",5108.00,"2/5/2019"
"1651061","NM-BONE SCAN SPECT  ",5314.00,"2/5/2019"
"1651074","NM-MYOCRD SPECT MULT",4364.00,"2/5/2019"
"1651079","NM-GATED BLD POOL MU",3739.00,"2/5/2019"
"1651115","NM-KID VF PHRM SNGL ",2748.00,"2/5/2019"
"1651128","NM-ABSCESS LOC BODY ",4835.00,"2/5/2019"
"1651143","NM-HEPATOBILIARY SYS",6135.00,"2/5/2019"
"1651144","NM-HEPATOBIL W PHARM",6135.00,"2/5/2019"
"1651146","NM-LUNG VENT PERFUS ",5571.00,"2/5/2019"
"1651150","NM-THY UPT IMG W-BF ",2704.00,"2/5/2019"
"1651151","NM-THYROID IMG W-BF ",2183.00,"2/5/2019"
"1651152","NM-PAR PLAN THY IMG ",2618.00,"2/5/2019"
"1651153","NM-PARA PLN IMG SPEC",2618.00,"2/5/2019"
"1691100","FL-FLUORO CVAD ANY  ",1458.00,"2/5/2019"
"1691170","IR-TRANSEPI INJ L S ",1445.00,"2/5/2019"
"1691194","IR-THORACNTSIS W IMG",3279.00,"2/5/2019"
"1691255","IR-PERC CERVITHR INJ",12947.00,"2/5/2019"
"1691256","IR-PERC LUMBSCRL INJ",12947.00,"2/5/2019"
"1691901","IR-DI C-T INJ W IM  ",4771.00,"2/5/2019"
"1691902","IR-DI L-S INJ W IM  ",4771.00,"2/5/2019"
"1710900","SPIROMETRY          ",1097.00,"2/5/2019"
"1710901","INTUBATION          ",2172.00,"2/5/2019"
"1710902","SUCTION PROC-NASOTRA",689.00,"2/5/2019"
"1710903","ARTERIAL PUNCTURE   ",665.00,"2/5/2019"
"1710906","BRONCHO EVAL PRE/PST",974.00,"2/5/2019"
"1710933","MECH VENT INITIAL   ",9868.00,"2/5/2019"
"1710934","MECH VENT DAILY SUBS",1137.00,"2/5/2019"
"1710935","BIPAP/CPAP          ",1768.00,"2/5/2019"
"1710937","MANIP CHST WALL INIT",1427.00,"2/5/2019"
"1710943","PULSE OXIMTRY SINGLE",186.00,"2/5/2019"
"1710945","PULSE OX OVERNIGHT  ",1039.00,"2/5/2019"
"1710946","END-TIDAL CO2       ",563.00,"2/5/2019"
"1710953","CPR ASSIST (NON ER) ",6490.00,"2/5/2019"
"1710965","AEROSOL OBSTR ADD HR",1004.00,"2/5/2019"
"1710966","AEROSOL OBSTRUCT 1HR",1004.00,"2/5/2019"
"1711018","PULM STRESS SIMPLE  ",411.00,"2/5/2019"
"1719017","PF TST PLETHYSMOGRA ",899.00,"2/5/2019"
"1719018","PF TEST BY GAS      ",899.00,"2/5/2019"
"1719020","CO2-MEMBANE DIFF CAP",899.00,"2/5/2019"
