Mnemonic,Name,  Std Price  , Self Pay Price 
4485506,N RADIOPHARM MAG-3 UP TO 15MCI," $1,025.00 ", $768.75 
4485507,N-RADIOPHARM DTPA UP TO 25MCI, $432.00 , $324.00 
4485508,N RADIOPHARM CHOLETEC UPTO 15M, $446.00 , $334.50 
4485509,N RADIOPHARM GALLIUM PER MCI, $154.00 , $115.50 
4485510,N RADIOPHARM ULTRATAG-RBC 30MC, $537.00 , $402.75 
4485511,N RADIOPHARM PYP UP TO 25MCI, $222.00 , $166.50 
4485512,N RADIOPHARM DMSA TC-99 SUCCIM," $1,080.00 ", $810.00 
4485513,N RADIOPHARM MAA UP TO 10 MCI, $204.00 , $153.00 
4485514,N RADIOPHARM TC-99M SODIUM 25M, $164.00 , $123.00 
4485515,N RADIOPHARM SULFUR COLL 20MCI, $240.00 , $180.00 
4485516,N XOFIGO INJECTION PER MCI, $481.00 , $360.75 
4485518,N-KINEVAC PER 5MCG, $134.00 , $100.50 
4485519,N-CR 51 RADIOPHARMACEUTIC 250M," $2,379.00 "," $1,784.25 "
4485520,N-I-125 RADIOPHARMACEUTIC 10UC," $1,889.00 "," $1,416.75 "
4485522,N RADIOPHARM IN III PER 0.5 MC," $2,112.00 "," $1,584.00 "
4485523,N RADIOPHARM-CERETEC UP TO 25M," $1,433.00 "," $1,074.75 "
4485524,N RADIOPHARM SR-89 PER MCI," $8,839.00 "," $6,629.25 "
4485525,N RADIOPHARM C0-57 UPTO 1UCI," $1,008.00 ", $756.00 
4485527,N RADIOPHARM SM-153 UP 150 MCI," $11,714.00 "," $8,785.50 "
4485529,N RADIOPHARM OCTREOSCAN UP 6MC," $9,625.00 "," $7,218.75 "
4485530,N RADIOPHARM CEA SCAN UP 45MCI," $4,120.00 "," $3,090.00 "
4485531,N RADIOPHARM I-123 PER 100 UCI, $246.00 , $184.50 
4485533,N RADIOPHARM I131 1 MILLICURIE, $675.00 , $506.25 
4485534,N-LEXISCAN INJ. PER 0.1 MG, $256.00 , $192.00 
4485535,N RADIOPHARM I131 7-10 PER MCI," $1,087.00 ", $815.25 
4485538,N RADIOPHARM I131 26-29MC," $2,184.00 "," $1,638.00 "
4485541,N RADIOPHARM  P32 PER MCI," $1,920.00 "," $1,440.00 "
4485542,N-STRESS ONLY MYOCARD PERF," $3,219.00 "," $2,414.25 "
4485543,N DMSA RENAL MORPHOLOGY KIDNEY," $1,263.00 ", $947.25 
4485544,N DMSA RENAL MORPH VASCULAR FL," $1,263.00 ", $947.25 
4485545,N-MOB MPIL V LEXISCAN,, $-   
4485546,N-MOB MPIT V TREADMILL,, $-   
4485547,N-MPID V DOBUTAMINE,, $-   
4485548,N-MOB MPIR V RESTING SCAN ONLY,, $-   
4485549,N-LIVER SPLEEN SCAN W SPECT," $1,223.00 ", $917.25 
4485550,N RADIOPHARM TC-99 EXAMETAZIME," $2,112.00 "," $1,584.00 "
4485551,N DTPA PENTATATE," $1,000.00 ", $750.00 
4485552,N LOW-ENRICHED URANIUM TC99M, $1.00 , $0.75 
4486001,P-MYOCARD METABOLIC," $5,297.00 "," $3,972.75 "
4486002,P-MYOCARD PRIM VIABILITY," $5,297.00 "," $3,972.75 "
4486003,P-MYOCARD PERFUSION," $5,297.00 "," $3,972.75 "
4486004,P-MYOCARD REST/STRESS," $5,297.00 "," $3,972.75 "
4486005,P-BRAIN PERFUSION," $5,297.00 "," $3,972.75 "
4486006,P-TUMOR EVALUATION," $5,297.00 "," $3,972.75 "
4486007,P-RADIOPHRMACEUTICAL," $2,125.00 "," $1,593.75 "
4486032,P-TUMOR IMAGE WHOLE BODY," $5,297.00 "," $3,972.75 "
4486033,P-IMAGE SKULL BASE MID TH," $5,297.00 "," $3,972.75 "
4486034,P-IMAGE LIMIT CHEST/HEAD," $5,297.00 "," $3,972.75 "
4486035,N PULMONARY PERFUSION," $1,338.00 "," $1,003.50 "
4487001,P-FDG PER DOSE," $2,125.00 "," $1,593.75 "
4500000,STRONG IODINE SOLN. 473ML, $143.00 , $107.25 
4500001,PATIENT HOME MEDS IN PHARMACY, $-   , $-   
4500009,DIPHENHYDRAMINE 50MG/ML, $24.00 , $18.00 
4500011,DIPHENHYDRAMINE CAPSULE 2, $4.00 , $3.00 
4500015,CYPROHEPTADINE TABLET 4MG, $4.00 , $3.00 
4500016,GENTAMICIN 40MG/ML VIAL, $24.00 , $18.00 
4500017,GENTAMICIN PED. 10MG/ML V, $24.00 , $18.00 
4500021,NEOMYCIN 500MG TABLET, $4.00 , $3.00 
4500023,TOBRAMYCIN 40MG/ML 2ML VI, $24.00 , $18.00 
4500027,NILSTATIN 100MU/ML ORAL S, $51.00 , $38.25 
4500032,FUNGIZONE IV 50MG VIAL, $73.00 , $54.75 
4500034,CEPHALEXIN 250MG/5ML ORAL, $56.00 , $42.00 
4500035,CEPHALEXIN 125MG/5ML SUSP, $27.00 , $20.25 
4500037,CEPHALEXIN 250MG CAPSULE, $4.00 , $3.00 
4500039,ZINACEF 750MG/10ML VIAL, $24.00 , $18.00 
4500046,ANCEF 500MG/10ML VIAL, $24.00 , $18.00 
4500047,CEFAZOLIN 1GM/10ML VIAL, $24.00 , $18.00 
4500048,CEFACLOR 250MG/5ML ORAL, $83.00 , $62.25 
4500052,ERYTHROMYCIN 250MG/5ML OR, $172.00 , $129.00 
4500057,ERYTHROCIN LACT 500MG VIA, $31.00 , $23.25 
4500058,ERYTHROCIN FILMTAB 250MG, $3.00 , $2.25 
4500059,ERYTHROCIN 1GM VIAL, $24.00 , $18.00 
4500060,ERYTHROMYCIN BASE 250MG F, $4.00 , $3.00 
4500062,E.E.S 400 FILMTAB, $4.00 , $3.00 
4500068,AUGMENTIN 500 TABLETS, $13.00 , $9.75 
4500069,AUGMENTIN 250 TABLET, $12.00 , $9.00 
4500076,TEGOPEN 250MG CAPSULE, $3.00 , $2.25 
4500078,AMPICILLIN 2GM VIAL, $42.00 , $31.50 
4500079,AMPICILLIN 1GM VIAL, $24.00 , $18.00 
4500080,AMPICILLIN 125MG VIAL, $24.00 , $18.00 
4500081,AMPICILLIN S 500MG VIAL, $24.00 , $18.00 
4500082,AMPICILLIN 250MG VIAL, $24.00 , $18.00 
4500083,PENICILLIN K 50MG TABLET, $4.00 , $3.00 
4500084,BICILLIN C-R 1.2MMU/2ML, $109.00 , $81.75 
4500085,BICILLIN L-A 1.2MMU TUBEX, $150.00 , $112.50 
4500088,WYCILLIN 2ML TUBEX 1.2MMU, $65.00 , $48.75 
4500092,AMPICILLIN 250MG/5ML SUSP, $23.00 , $17.25 
4500097,V-CILLIN K 250MG/5ML SUSP, $18.00 , $13.50 
4500099,PENICILLIN G POT 5MMU VIA, $140.00 , $105.00 
4500101,AMOXCILLIN 250MG/5ML 80ML BTL, $18.00 , $13.50 
4500105,AMOXICILLIN 250MG CAPSULE, $4.00 , $3.00 
4500106,UNASYN INJECTION 1.5GM VI, $24.00 , $18.00 
4500107,UNASYN INJECTION 3GM VIAL, $34.00 , $25.50 
4500108,DOXYCYCLINE 100MG VIAL, $44.00 , $33.00 
4500109,DOXYCYLINE 100MG CAPSULE, $4.00 , $3.00 
4500111,DECLOMYCIN 150MG TABLET, $32.00 , $24.00 
4500114,TETRACYCLINE 250MG CAPSUL, $3.00 , $2.25 
4500117,CLEOCIN PHOS 150MG/ML VIA, $30.00 , $22.50 
4500120,CLINDAMYCIN 150MG CAPSULE, $4.00 , $3.00 
4500121,VANCOCIN HCL 500MG VIAL, $26.00 , $19.50 
4500123,RIFADIN 300MG CAPSULE, $6.00 , $4.50 
4500124,MYAMBUTOL 100MG TABLET, $4.00 , $3.00 
4500125,ISONIAZID 100MG TABLET, $4.00 , $3.00 
4500127,ZOVIRAX 500MG VIAL, $30.00 , $22.50 
4500128,ACYCLOVIR 200MG CAPSULE, $4.00 , $3.00 
4500130,SULFASALAZINE 500MG TABLE, $4.00 , $3.00 
4500131,SMX 800MG/TMP 160MG VIAL, $26.00 , $19.50 
4500132,SMX 800MG/160MG 20ML, $6.00 , $4.50 
4500135,CYCLOBENZAPRINE HCL 10MG, $4.00 , $3.00 
4500142,METRONIDAZOLE 500MG TABLE, $4.00 , $3.00 
4500143,*LUPRON DEPOT 7.5MG VIAL," $1,939.25 "," $1,454.44 "
4500147,TAMOXIFEN 10MG TABLET, $6.00 , $4.50 
4500149,ETOPOSIDE 20MG/ML, $55.00 , $41.25 
4500150,PLATINOL 100MG VIAL, $24.00 , $18.00 
4500153,VINBLASTINE 10MG VIAL, $97.00 , $72.75 
4500156,MEGESTROL 40MG TAB, $4.00 , $3.00 
4500165,METHOTREXATE 2.5MG TABLET, $12.00 , $9.00 
4500171,CYTOXAN LYOPHILIZED 2GM V, $288.00 , $216.00 
4500179,ANTILIRIUM 1MG/ML AMPUL, $24.00 , $18.00 
4500181,BETHANECHOL CHLORIDE 25MG, $4.00 , $3.00 
4500185,NORFLEX 30MG/ML AMPULE, $67.00 , $50.25 
4500186,COGENTIN 2MG/2ML AMPUL, $139.00 , $104.25 
4500187,BENZTROPINE MESYLATE 1MG, $4.00 , $3.00 
4500190,CHLORDIAZEPOXIDE 5/CLINDI, $4.00 , $3.00 
4500192,ATROPINE 0.1MG/ML SYRINGE, $24.00 , $18.00 
4500194,DICYCLOMINE HYDROCHLORIDE, $4.00 , $3.00 
4500198,BENTYL INJECTION 10MG AMP, $73.00 , $54.75 
4500199,ROBINUL 0.2MG/ML VIAL, $24.00 , $18.00 
4500200,DOPAMINE 200MG VIAL, $24.00 , $18.00 
4500205,ALUPENT 650MCG INHALER CO, $125.00 , $93.75 
4500210,EPINEPHRINE 0.1MG/ML SYRN, $24.00 , $18.00 
4500212,BRETHINE 1MG/ML, $41.00 , $30.75 
4500214,BRETHINE 2.5MG TABLET, $3.00 , $2.25 
4500215,PHENYLEPHRINE 10MG/ML AMP, $24.00 , $18.00 
4500216,LEVOPHED BITARTRATE 0.1PC, $24.00 , $18.00 
4500221,DOBUTAMINE HCL 250MG VIAL, $24.00 , $18.00 
4500222,PHENYLEPHRINE HCL 10% OPT, $18.00 , $13.50 
4500225,ALBUTEROL SULF SYRUP 2MG/, $6.00 , $4.50 
4500226,EPHEDRINE SULFATE 50MG/ML, $24.00 , $18.00 
4500227,DHE 45 1MG, $111.00 , $83.25 
4500229,REGITINE/DILUANT 5MG/ML, $114.00 , $85.50 
4500236,CARISOPRODOL 350MG TABLET, $4.00 , $3.00 
4500238,METHOCARBAMOL 500MG TABLE, $4.00 , $3.00 
4500240,BACLOFEN 10MG TABLET, $4.00 , $3.00 
4500241,CHLORZOXAZONE 500MG TABLE, $4.00 , $3.00 
4500243,SUCCINYLCHOLINE CHLORIDE, $24.00 , $18.00 
4500245,EPOETIN ALFA 4000U SINGLE, $183.00 , $137.25 
4500246,EPOETIN ALFA 2000U SINGLE, $89.00 , $66.75 
4500249,FERROUS SUL 325MG TABLET, $4.00 , $3.00 
4500252,INFED 50MG/ML AMPUL, $111.00 , $83.25 
4500254,TRINSICON CAPSULE, $4.00 , $3.00 
4500259,HEP-LOCK 100U/ML VIAL 5ML, $24.00 , $18.00 
4500261,HEPARIN LF 10U/ML 1ML INJ, $24.00 , $18.00 
4500265,COUMADIN 5MG TABLET, $4.00 , $3.00 
4500267,COUMADIN 2MG TABLET, $4.00 , $3.00 
4500269,HEPARIN SODIUM 5000U/ML T, $24.00 , $18.00 
4500270,HEPARIN SODIUM 1000U/ML T, $24.00 , $18.00 
4500271,DEXAMETHASONE 10MG/ML INJ., $24.00 , $18.00 
4500273,PROTAMINE 10MG/ML AMPULE, $24.00 , $18.00 
4500275,AMINOCAPROIC ACID 250MG/M, $24.00 , $18.00 
4500276,THROMBOSTAT 5MU SOLUTION, $250.00 , $187.50 
4500280,AMICAR 500MG TABLET, $6.00 , $4.50 
4500282,PENTOXYLLINE 400MG, $4.00 , $3.00 
4500289,LIDOCAINE IV 2% 100MG SYRINGE, $24.00 , $18.00 
4500290,TAMBOCOR 100MG TABLET, $13.00 , $9.75 
4500291,DILTIAZEM 60MG TABLET, $4.00 , $3.00 
4500292,DILTIAZEM 30MG TABLET, $4.00 , $3.00 
4500293,LANOXIN 0.05MG/ML ELIXIR, $6.00 , $4.50 
4500294,LANOXIN 0.25MG/ML AMPULE, $24.00 , $18.00 
4500295,LANOXIN 0.25MG TABLET U-D, $4.00 , $3.00 
4500296,LANOXIN 0.125MG TABLET U-, $4.00 , $3.00 
4500300,NIFEDIPINE 10MG CAPSULE, $4.00 , $3.00 
4500302,QUINIDINE SULFATE 200MG T, $3.00 , $2.25 
4500303,INDERAL 1MG/ML AMPUL, $24.00 , $18.00 
4500305,PROPRANOLOL 80MG UD CAPSU, $6.00 , $4.50 
4500308,PROPRANOLOL HCL 10MG TAB, $4.00 , $3.00 
4500310,VERAPAMIL HCL 80MG TABLET, $4.00 , $3.00 
4500312,CALAN SR 240MG CAPLET, $6.00 , $4.50 
4500313,CORDARONE 200MG TABLET, $11.00 , $8.25 
4500315,PROCAINAMIDE 500MG/ML 12M, $24.00 , $18.00 
4500316,PROCAINAMIDE 500MG/12ML, $4.00 , $3.00 
4500318,NADOLOL 40MG TABLET, $4.00 , $3.00 
4500324,VASOTEC IV 1.25MG/ML 2ML, $24.00 , $18.00 
4500326,ADALAT 30MG EXTENDED RELE, $4.00 , $3.00 
4500328,ISOPTIN S.R. 180MG, $5.00 , $3.75 
4500333,QUESTRAN POWDER PKT, $5.00 , $3.75 
4500338,HYDRALAZINE 10MG TABLET, $4.00 , $3.00 
4500343,CATAPRES-TTS 2 PATCH (0.2, $109.00 , $81.75 
4500347,CLONIDINE 0.1MG TABLET, $4.00 , $3.00 
4500348,NORMODYNE 200MG TABLET U-, $4.00 , $3.00 
4500351,HYDRALAZINE 25MG TABLET, $4.00 , $3.00 
4500357,NITROPRESS 50MG VIAL, $27.00 , $20.25 
4500358,ATENOLOL 50MG TABLET, $4.00 , $3.00 
4500360,LOPRESSOR 1MG/ML AMPUL, $24.00 , $18.00 
4500361,METOPROLOL 50MG TABLET, $4.00 , $3.00 
4500362,LONITEN 10MG TABLET, $5.00 , $3.75 
4500363,LONITEN 2.5MG TABLET, $4.00 , $3.00 
4500374,METHYLDOPA 250MG TABLET, $4.00 , $3.00 
4500376,TRANDATE 5MG/ML INJECTABL, $24.00 , $18.00 
4500379,DIPYRIDAMOLE 50MG TABLET, $3.00 , $2.25 
4500380,DIPYRIDAMOLE 25MG TABLET, $4.00 , $3.00 
4500381,NITROGLYCERIN 6.5MG CAPS, $4.00 , $3.00 
4500382,NITROGLYCERIN 2.5MG CAPS, $4.00 , $3.00 
4500383,TRIDIL 5MG/ML VIAL, $24.00 , $18.00 
4500385,NITRO-DUR O 0.4MG/HR, $18.00 , $13.50 
4500386,NITRO-DUR 0.6MG/HR, $18.00 , $13.50 
4500387,TRANSDERM-NITRO 0.2MG/HR(, $18.00 , $13.50 
4500388,TRANSDERM-NITRO 0.1MG/HR(, $18.00 , $13.50 
4500392,NITROSTAT 0.6MG TABLET SL, $4.00 , $3.00 
4500393,NITROSTAT 0.4MG TABLET SL, $4.00 , $3.00 
4500394,NITROSTAT 0.3MG TABLET SL, $4.00 , $3.00 
4500396,SORBITRATE SA 40MG TABLE, $4.00 , $3.00 
4500397,SORBITRATE 20MG TABLET, $4.00 , $3.00 
4500398,SORBITRATE 10MG TABLET, $4.00 , $3.00 
4500400,TORADOL 10MG ORAL TABLET, $4.00 , $3.00 
4500407,AMITRIPTYLINE 10MG TABLET, $4.00 , $3.00 
4500409,AMITRIPTYLINE 25MG TABLET, $4.00 , $3.00 
4500416,DIPRIVAN 10MG/ML AMP, $33.00 , $24.75 
4500417,CATAPRES-TTS-1 PATCH 0.1, $66.00 , $49.50 
4500419,NAPROXEN UNIT-DOSE 375MG, $4.00 , $3.00 
4500420,NAPROXEN 250MG TABLET U-D, $4.00 , $3.00 
4500421,NALBUPHINE 10MG/ML AMPULE, $24.00 , $18.00 
4500423,SALSALATE ACID 750M, $4.00 , $3.00 
4500425,IBUPROFEN 400MG TABLET, $4.00 , $3.00 
4500426,IBUPROFEN 600MG TABLET, $4.00 , $3.00 
4500433,INDOMETHACIN 25MG CAPSULE, $4.00 , $3.00 
4500435,DICLOFENAC 50MG TABLET, $4.00 , $3.00 
4500436,DICLOFENAC 75MG TABLET, $4.00 , $3.00 
4500437,KETOROLAC 30MG INJECTABLE, $24.00 , $18.00 
4500439,MOTRIN CHILDREN 100MG/5ML, $6.00 , $4.50 
4500443,NARCAN 0.4MG/ML AMPUL, $24.00 , $18.00 
4500444,MYSOLINE 250MG TABLET, $10.00 , $7.50 
4500445,PHENYTOIN 50MG/ML SYRINGE, $24.00 , $18.00 
4500446,PHENYTOIN 250MG/5ML, $24.00 , $18.00 
4500447,DILANTIN 125MG/5ML SUSP, $119.00 , $89.25 
4500448,DILANTIN KAPSEAL 100MG, $4.00 , $3.00 
4500449,DILANTIN INFATAB 50MG, $4.00 , $3.00 
4500450,MAGNESIUM SULFATE 4MEQ/ML, $24.00 , $18.00 
4500452,VALPROIC ACID 250MG/5ML, $7.00 , $5.25 
4500453,DEPAKOTE 250MG CAPSULE, $6.00 , $4.50 
4500454,TEGRETOL 100MG CHEW TABLE, $4.00 , $3.00 
4500455,TEGRETOL 200MG TABLET, $4.00 , $3.00 
4500456,MAGNESIUM SULFATE 50%, $24.00 , $18.00 
4500457,TEGRETOL SUSPENSION 200MG/10ML, $6.00 , $4.50 
4500458,ZOLOFT 50MG TABLET, $9.00 , $6.75 
4500461,DOXEPIN HCL 25MG CAPSULE, $4.00 , $3.00 
4500462,TRAZODONE HCL 100MG TABLE, $4.00 , $3.00 
4500463,TRAZODONE HCL 50MG TAB, $4.00 , $3.00 
4500466,NORTRIPTYLINE HCL 25MG CA, $4.00 , $3.00 
4500467,NORTRIPTYLINE HCL 10MG C, $4.00 , $3.00 
4500469,IMIPRAMINE HCL 25MG TABLE, $4.00 , $3.00 
4500478,Droperidol 2.6ml/ml Ampul, $12.00 , $9.00 
4500486,THIORIDAZINE HCL 25MG TAB, $4.00 , $3.00 
4500487,THIORIDAZINE HCL 10MG TAB, $4.00 , $3.00 
4500491,THIOTHIXENE CAPSUL 1MG, $4.00 , $3.00 
4500492,HALDOL 5MG/ML AMP, $35.00 , $26.25 
4500493,HALDOL 50MG/ML DECONATE A, $127.00 , $95.25 
4500495,HALOPERIDOL 2MG/ML ORAL C, $6.00 , $4.50 
4500497,HALOPERIDOL 5MG TABLET, $4.00 , $3.00 
4500499,HALOPERIDOL 1MG TABLET, $4.00 , $3.00 
4500501,PROMETHAZINE HCHL SYRUP, $23.00 , $17.25 
4500502,PHENERGAN 12.5MG SUPPOS., $12.00 , $9.00 
4500505,PHENERGAN 25MG SUPPOS., $14.00 , $10.50 
4500506,PROMETHAZINE HYDROCHLORID, $4.00 , $3.00 
4500512,CHLORPROMAZINE 25MG AMPUL, $24.00 , $18.00 
4500524,AMMONIA INHALANTS .33ML A, $4.00 , $3.00 
4500528,HYDROXYZINE HCL 10MG TABL, $4.00 , $3.00 
4500530,HYDROXYZINE PM 25MG CAPSU, $4.00 , $3.00 
4500531,HYDROXYZINE HCL 25MG TABL, $4.00 , $3.00 
4500532,HYDROXYZINE HCL IM INJECT, $24.00 , $18.00 
4500534,ATARAX 10MG/5ML SYRUP, $6.00 , $4.50 
4500537,BUSPAR 5MG TABLET, $4.00 , $3.00 
4500539,LITHIUM CARB 300MG U-D CA, $4.00 , $3.00 
4500540,LITHIUM CITRATE ORAL 500, $6.00 , $4.50 
4500541,KENALOG IN ORABASE 0.1PC, $84.00 , $63.00 
4500542,FLUORESCITE 10PC AMPULE, $24.00 , $18.00 
4500543,FLUOR-I-STRIP, $4.00 , $3.00 
4500547,CORTROSYN 0.25MG VIAL, $260.00 , $195.00 
4500553,INDIGO CARMINE 0.8PC AMPU, $25.00 , $18.75 
4500554,MANNITOL 25% 50ML INJ, $24.00 , $18.00 
4500557,ENLON 10MG/ML VIALS, $88.00 , $66.00 
4500559,TUBERSOL 5TU-10 TEST VIAL, $97.00 , $72.75 
4500568,SODIUM BICARB 8.4PC SYRIN, $24.00 , $18.00 
4500569,SODIUM BICARB 4.2PC SYRIN, $24.00 , $18.00 
4500572,LACTULOSE 10GM/15ML SYRUP, $6.00 , $4.50 
4500574,POTASSIUM PH 3MM/ML VIAL, $24.00 , $18.00 
4500575,SODIUM ACETATE 2MEQ/ML VI, $24.00 , $18.00 
4500576,POTASSIUM CL 2MEQ/ML VIAL, $24.00 , $18.00 
4500577,POTASSIUM CL 2MEQ/ML VIAL, $24.00 , $18.00 
4500578,SOD. CHL. 20ML VIAL STERI, $24.00 , $18.00 
4500579,SODIUM CHLORIDE 4MEQ/ML 3, $24.00 , $18.00 
4500580,CALCIUM GLUCONATE 10% VIA, $24.00 , $18.00 
4500582,CALCIUM 500MG TABLET (OYS, $4.00 , $3.00 
4500585,CALCIUM CHLORIDE 10% SYRI, $24.00 , $18.00 
4500587,MICRO-K 8MEQ EXTENCAPS, $4.00 , $3.00 
4500590,METHERGINE 0.2MG/ML AMPUL, $24.00 , $18.00 
4500594,STERILE WATER/NO PRESERVA, $24.00 , $18.00 
4500596,K-DUR 20MEQ TABLET, $4.00 , $3.00 
4500611,DEXTROSE 50PC/WATER SYRIN, $24.00 , $18.00 
4500612,25% DEXTROSE INJ INFANT 2, $24.00 , $18.00 
4500613,TRACE ELEMENTS 5ML, $24.00 , $18.00 
4500616,TRIAM/HCTZ CAP, $4.00 , $3.00 
4500625,FUROSEMIDE 40MG/4ML SOLUTION, $8.25 , $6.19 
4500626,FUROSEMIDE 40MG TABLET, $4.00 , $3.00 
4500627,ZAROXOLYN 2.5MG TABLET, $6.00 , $4.50 
4500631,HYDROCHLOROTHIAZIDE 25MG, $4.00 , $3.00 
4500632,TRIAMTERENE 75MG/HTZ 50MG, $4.00 , $3.00 
4500633,BUMEX 1MG/4ML VIAL, $24.00 , $18.00 
4500636,BUMEX TEL-E-DOSE 1MG TABL, $4.00 , $3.00 
4500642,NEOSPORIN G.U. IRRIG AMPU, $56.00 , $42.00 
4500644,PROBENECID 500MG TABLET, $4.00 , $3.00 
4500645,GRANULDERM SPRAY, $49.00 , $36.75 
4500646,SPIRONOLACTONE 25MG TABLE, $4.00 , $3.00 
4500655,SSKI SOL, $37.00 , $27.75 
4500657,GUAIFENESIN/D-METHORPHAN, $6.00 , $4.50 
4500660,ACETYLCYSTEINE 20% VIAL, $23.00 , $17.25 
4500664,ERYTHROMYCIN OPHTHAL 0.5P, $18.00 , $13.50 
4500669,NEO/POLY/GRAM OPTH. DROPS, $89.00 , $66.75 
4500670,NEOMYCIN/POLY B/HC OTIC SOL 10, $90.00 , $67.50 
4500671,CORTISPORIN-TC OTIC SUSP 10ML, $245.00 , $183.75 
4500674,DEXASPORIN OINTMENT, $24.00 , $18.00 
4500675,NEOMYCIN/POL SUSPENSION, $24.00 , $18.00 
4500682,SOD SULFACET OPH 10% DROP, $18.00 , $13.50 
4500687,SILVER NITRATE APPLICATOR, $24.00 , $18.00 
4500690,INFLAMASE FORTE 1% OPH DR, $54.00 , $40.50 
4500692,FML LIQIFILM OPHTH 0.1PC, $83.00 , $62.25 
4500695,DECADRON 0.1PC OPHTH DROP, $52.00 , $39.00 
4500700,ACETAZOLAMIDE 250MG TABLE, $4.00 , $3.00 
4500703,Diamox Sequel 500mg, $3.00 , $2.25 
4500704,ALCAINE DROPTAINER 0.5PC, $26.00 , $19.50 
4500705,TETRACAINE 0.5% DROPPERET, $139.00 , $104.25 
4500706,AURODEX OTIC, $18.00 , $13.50 
4500715,ISOPTO CARPINE 2PC OPH DR, $35.00 , $26.25 
4500716,ISOPTO CARPINE 1PC OPH DR, $28.00 , $21.00 
4500723,MIOSTAT VIAL, $90.00 , $67.50 
4500726,TIMOLOL OPHTH OCUMET 0.5, $51.00 , $38.25 
4500727,TIMOLOL OPHT OCUMET 0.25, $45.00 , $33.75 
4500731,ISOPTO ATROPINE 1PC DROPS, $18.00 , $13.50 
4500733,CYCLOGYL DROPTAINER 1PC D, $18.00 , $13.50 
4500739,ADRENALIN 1:1000, $24.00 , $18.00 
4500746,IOCARE BALANCED SALT SOL, $21.00 , $15.75 
4500748,BETAGAN 0.5% OPHTH SOLUTI, $49.00 , $36.75 
4500752,DURATEARS OINT 3.5GM, $39.00 , $29.25 
4500756,ACTIDOSE WITH SORBITOL, $62.00 , $46.50 
4500758,SODIUM BICARBONATE 10GR T, $4.00 , $3.00 
4500759,ACTIDOSE-AQUA 240ML, $62.00 , $46.50 
4500760,LOPERAMIDE HCL 2MG CAPSUL, $4.00 , $3.00 
4500765,GLYCERIN ADULT SUPPOSITOR, $4.00 , $3.00 
4500766,MERCUROCHROME 2%, $18.00 , $13.50 
4500767,BISACODYL 10MG SUPPOSITOR, $4.00 , $3.00 
4500768,BISCODYL 5MG TAB SAME AS, $4.00 , $3.00 
4500773,MINERAL OIL UNIT-DOSE, $5.00 , $3.75 
4500777,DOCUSATE CALCIUM 240MG CA, $4.00 , $3.00 
4500783,"Suppository, Glycerin Inf", $4.00 , $3.00 
4500787,MAGNESIUM CITRATE ORAL 29, $10.00 , $7.50 
4500789,FLEET ENEMA 4.5OZ 133ML, $5.00 , $3.75 
4500790,FLEET CHILDREN, $5.00 , $3.75 
4500791,FLEET OIL, $6.00 , $4.50 
4500792,SURGILUBE 120GM TOPICAL, $18.00 , $13.50 
4500793,PEG ELECTROLYTE ORAL 4000, $117.00 , $87.75 
4500800,MECLIZINE HCL 12.5MG TABL, $4.00 , $3.00 
4500810,PROCHLORPERAZINE 5MG/ML I, $24.00 , $18.00 
4500812,COMPAZINE 5MG TABLET, $4.00 , $3.00 
4500815,PROCHLORPERAZINE 25MG SUP, $11.00 , $8.25 
4500817,ONDANSETRON 2MG/ML 20ML B VIAL, $24.00 , $18.00 
4500819,ZANTAC 50MG/2ML VIAL, $24.00 , $18.00 
4500821,RANITIDINE 150MG TABLET, $5.00 , $3.75 
4500827,CARAFATE 1GM TABLET, $4.00 , $3.00 
4500829,METOCLOPRAMIDE 10MG/2ML V, $24.00 , $18.00 
4500830,METOCLOPRAMIDE 1OMG SOLN., $6.00 , $4.50 
4500831,METOCLOPRAMIDE HCL 10MG T, $4.00 , $3.00 
4500832,ZANTAC 25MG/ML INJECTION, $30.00 , $22.50 
4500835,SOD THIOSULFATE 12.5 AMPU, $67.00 , $50.25 
4500837,DESFERAL MESYLATE 500MG, $58.00 , $43.50 
4500838,DEXAMETHASONE 4MG/ML VIAL, $24.00 , $18.00 
4500839,HYDROCORTISONE 20MG TABLE, $4.00 , $3.00 
4500840,CELESTONE 5ML VIAL, $140.75 , $105.56 
4500845,DEXAMETHASONE 4MG TABLET, $4.00 , $3.00 
4500848,PREDNISONE 1MG, $4.00 , $3.00 
4500850,SOLU-MEDROL 1000MG VIAL, $66.00 , $49.50 
4500852,DEPO-MEDROL 40MG/ML SINGL, $57.25 , $42.94 
4500854,PREDNISONE 20MG, $4.00 , $3.00 
4500855,MEDROL DOSEPAK 4MG TABLET, $30.00 , $22.50 
4500856,MEDROL 4MG TABLET, $4.00 , $3.00 
4500857,PREDNISONE 5MG TAB, $4.00 , $3.00 
4500858,CORTISONE 25MG TABLET, $3.00 , $2.25 
4500863,DECADRON 0.5MG/5ML ELIXIR, $6.00 , $4.50 
4500865,FLORINEF ACETATE 0.1MG TA, $4.00 , $3.00 
4500868,SOLU-CORTEF 250MG, $24.00 , $18.00 
4500869,SOLU-CORTEF 100MG, $24.00 , $18.00 
4500871,SOLU-MEDROL 500MG, $35.00 , $26.25 
4500872,SOLU-MEDROL 40MG, $24.00 , $18.00 
4500873,SOLU-MEDROL 125MG, $24.00 , $18.00 
