CHG DESCRIPTION,CHG AMT
STENT COVERED 23MMX15.5,"8,292.00 "
STENT PROMUS 12X2.75 DES,"6,354.00 "
STENT PROMUS DES 3.0X12MM,"6,120.00 "
STENT PROMUS DES 3.0X18,"6,354.00 "
STENT PROMUS DES 2.5X18,"7,225.00 "
STENT PROMUS DES 2.75X18,"6,588.00 "
STENT PROMUS RX 23 X 2.5,"6,354.00 "
DES STENT PROMUS 23X3.5,"6,354.00 "
STENT PROMUS 3MMX5MM,"6,120.00 "
DES STENT PROMUS 2.5X15,"6,354.00 "
STENT PROMUS 2.5 X 12MM,"6,354.00 "
STENT ATRIUM 5X16X120,"10,625.00 "
STENT ATRIUM 5X22X120,"10,625.00 "
STENT ATRIUM 6X16X120,"10,625.00 "
ATRIUM COVERED 7X38X80,"10,625.00 "
ATRIUM COVERED 7X59X80,"10,625.00 "
ATRIUM COVERED 8X38X80,"10,625.00 "
ATRIUM COVERED 9X38X80,"10,625.00 "
ATRIUM COVERED 9X59X80,"10,625.00 "
STENT PROMUS 2.5X8MM,"6,354.00 "
STENT PROMUS 2.5X15MM,"6,120.00 "
STENT PROMUS 2.5X18MM,"6,354.00 "
STENT PORMUS 2.5X28MM,"6,354.00 "
STENT PROMUS 2.75X8MM,"6,120.00 "
PROMUS STENT DES 2.75X15M,"6,354.00 "
PROMUS STENT DES 2.75X18M,"6,354.00 "
PROMUS STENT DES 2.75X23M,"6,120.00 "
DES STENT PROMUS 2.75X28,"6,588.00 "
STENT PROMUS 3.0X8MM,"6,120.00 "
STENT PROMUS 3.0X23MM,"6,120.00 "
STENT PROMUS 3.0X28MM,"6,354.00 "
STENT PROMUS 3.5X8MM,"6,354.00 "
STENT PROMUS 3.5X12MM,"6,588.00 "
STENT PROMUS 3.5X15MM,"6,120.00 "
STENT PROMUS 3.5X18MM,"7,225.00 "
STENT PROMUS 3.5X28MM,"6,120.00 "
STENT PROMUS 4.0X8MM,"7,225.00 "
STENT PROMUS 4.0X12MM,"7,233.00 "
STENT PROMUS 4.0X15MM,"6,120.00 "
STENT PROMUS 4.0X18MM,"7,225.00 "
STENT PROMUS 4.0X23MM,"6,354.00 "
STENT PROMUS 4.0X28MM,"7,225.00 "
PROMUS STENT 2.5MMX8MM,"7,225.00 "
DES STENT PROMUS 2.5X12,"7,225.00 "
DES STENT PROMUS 2.5X23,"7,225.00 "
DES STENT PROMUS 2.5X28,"6,588.00 "
PROMUS STENT 2.75MMX8MM,"6,354.00 "
DES STENT PROMUS 2.75X12,"6,588.00 "
DES STENT PROMUS 2.75X15,"6,588.00 "
PROMUS STENT 2.75MMX23MM,"6,354.00 "
DES STENT PROMUS 2.75X28,"6,354.00 "
DES STENT PROMUS 3.0X8,"7,225.00 "
DES STENT PROMUS 3.0X12,"7,225.00 "
DES STENT PROMUS 3.0X15,"6,354.00 "
DES STENT PROMUS 3.0X18,"7,225.00 "
PROMUS STENT 3.0MMX23MM,"6,354.00 "
DES STENT PROMUS 3.0X28,"6,354.00 "
PROMUS STENT 3.5MMX8MM,"6,354.00 "
PROMUS STENT 3.5MMX12MM,"7,225.00 "
DES STENT PROMUS 3.5X15,"7,225.00 "
DES STENT PROMUS 3.5X18,"7,225.00 "
DES STENT PROMUS 3.5X23,"7,225.00 "
PROMUS STENT 3.5MMX28MM,"7,225.00 "
DES STENT PROMUS 4.0X8,"7,225.00 "
PROMUS STENT 4.0MMX12MM,"7,225.00 "
PROMUS STENT 4.0MMX15MM,"6,354.00 "
PROMUS STENT 4.0MMX18MM,"7,225.00 "
PROMUS STENT 4.0MMX23MM,"6,354.00 "
PROMUS STENT 4.0MMX28MM,"6,354.00 "
PROMUS PE PLUS 2.25MMX8MM,"5,262.00 "
PROMUS PE PLUS2.25MMX12MM,"5,262.00 "
PROMUS PE PLUS2.25MMX16MM,"5,262.00 "
PROMUS PE PLUS2.25MMX20MM,"5,262.00 "
PROMUS PE PLUS2.25MMX24MM,"5,262.00 "
PROMUS PE PLUS2.25MMX28MM,"5,262.00 "
PROMUS PE PLUS2.25MMX32MM,"6,120.00 "
PROMUS PE PLUS2.5MM X 8MM,"6,120.00 "
PROMUS PE PLUS 2.5MMX12MM,"5,262.00 "
PROMUS PE PLUS 2.5MMX16MM,"5,262.00 "
PROMUS PE PLUS 2.5MMX20MM,"5,262.00 "
PROMUS PE PLUS 2.5MMX24MM,"5,262.00 "
PROMUS PE PLUS 2.75MMX8MM,"6,120.00 "
PROMUS PE 2.75MM X 12MM,"5,262.00 "
PROMUS PE 2.75MMX16MM,"5,262.00 "
PROMUS PE PLUS2.75MMX20MM,"5,262.00 "
PROMUS PE PLUS2.75MMX24MM,"5,262.00 "
PROMUS PE PLUS2.75MMX28MM,"6,120.00 "
PROMUS PE PLUS 3.0MMX8MM,"5,262.00 "
PROMUS PE PLUS 3.0MMX12MM,"5,262.00 "
PROMUS PE PLUS 3.0MMX16MM,"5,262.00 "
PROMUS PE PLUS 3.0MMX20MM,"5,262.00 "
PROMUS PE PLUS 3.0MMX24MM,"5,262.00 "
PROMUS PE PLUS 3.0MMX28MM,"5,262.00 "
PROMUS PE PLUS 3.5MMX8MM,"5,262.00 "
PROMUS PE PLUS 3.5MMX12MM,"5,262.00 "
PROMUS PE PLUS 3.5MMX16MM,"5,262.00 "
PROMUS PE PLUS 3.5MMX20MM,"5,262.00 "
PROMUS PE PLUS 3.5MMX24MM,"5,262.00 "
PROMUS PE PLUS 3.5MMX28MM,"6,120.00 "
PROMUS PE PLUE 4.0MMX8MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX12MM,"5,262.00 "
PROMUS PE PLUS 4.0MMX16MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX20MM,"6,120.00 "
PROMUS PS PLUS 4.0MMX24MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX28MM,"6,120.00 "
PROMUS PE PLUS 2.25MMX8MM,"6,120.00 "
PROMUS PE PLUS 2.25MMX12M,"6,120.00 "
PROMUS PE PLUS 2.25MMX16M,"6,120.00 "
PROMUS PE PLUS 2.25MMX20M,"6,120.00 "
PROMUS PE PLUS 2.25MMX24M,"6,120.00 "
PROMUS PE PLUS 2.25MMX28M,"6,120.00 "
PROMUS PE PLUS 2.25MMX32M,"6,120.00 "
PROMUS PE PLUS 2.5MMX8MM,"6,120.00 "
PROMUS PE PLUS 2.5MMX12MM,"6,120.00 "
PROMUS PE PLUS 2.5MMX16MM,"6,120.00 "
PROMUS PE PLUS 2.5MMX20MM,"6,120.00 "
PROMUS PE PLUS 2.5MMX24MM,"6,120.00 "
PROMUS PE PLUS 2.5MMX28MM,"6,120.00 "
PROMUS PE PLUS 2.75MMX8MM,"6,120.00 "
PROMUS PE PLUS 2.75MMX12M,"6,120.00 "
PROMUS PE PLUS 2.75MMX16M,"6,120.00 "
PROMUS PE PLUS 2.75MMX20M,"6,120.00 "
PROMUS PE PLUS 2.75MMX24M,"6,120.00 "
PROMUS PE PLUS 2.75MMX28M,"6,120.00 "
PROMUS PE PLUS 3.0MMX8MM,"6,120.00 "
PROMUS PE PLUS 3.0MMX12MM,"6,120.00 "
PROMUS PE PLUS 3.0MMX16MM,"6,120.00 "
PROMUS PE PLUS 3.0MMX20MM,"6,120.00 "
PROMUS PE PLUS 3.0MMX24MM,"6,120.00 "
PROMUS PE PLUS 3.0MMX28MM,"6,120.00 "
PROMUS PE PLUS 3.5MMX8MM,"6,120.00 "
PROMUS PE PLUS 3.5MMX12MM,"6,120.00 "
PROMUS PE PLUS 3.5MMX16MM,"6,120.00 "
PROMUS PE PLUS 3.5MMX20MM,"6,120.00 "
PROMUS PE PLUS 3.5MMX24MM,"6,120.00 "
PROMUS PE PLUS 3.5MMX28MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX8M,"6,120.00 "
PROMUS PE PLUS 4.0MMX12MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX16MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX20MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX24MM,"6,120.00 "
PROMUS PE PLUS 4.0MMX28MM,"6,120.00 "
RESOLUTE INTEGRITY 2.25X8,"6,482.00 "
RESOLUTE INTEGRITY2.25X12,"6,482.00 "
RESOLUTE INTEGRITY2.25X14,"6,482.00 "
RESOLUTE INTEGRITY2.25X18,"6,482.00 "
RESOLUTE INTEGRITY2.25X22,"6,482.00 "
RESOLUTE INTEGRITY2.25X26,"6,482.00 "
RESOLUTE INTEGRITY 2.25X8,"5,313.00 "
RESOLUTE INTEGRITY2.25X12,"5,313.00 "
RESOLUTE INTEGRITY2.25X14,"4,496.00 "
RESOLUTE INTEGRITY2.25X18,"4,496.00 "
STENT RESULUTE INTEGRITY,"4,496.00 "
RESOLUTE INTEGRITY2.25X26,"5,313.00 "
RESOLUTE INTEGRITY2.25X30,"5,313.00 "
RESOLUTE INTEGRITY 2.5X8M,"5,313.00 "
RESOLUTE INTEGRITY 2.5X12,"4,496.00 "
RESOLUTE INTEGRITY 2.5X14,"5,313.00 "
RESOLUTE INTEGRITY 2.5X18,"5,313.00 "
RESOLUTE INTEGRITY 2.5X22,"5,313.00 "
RESOLUTE INTEGRITY 2.5X26,"4,495.50 "
RESOLUTE INTEGRITY 2.5X30,"5,313.00 "
RESOLUTE INTEGRITY 2.75X8,"5,313.00 "
RESOLUTE INTEGRITY2.75X12,"5,313.00 "
RESOLUTE INTEGRITY2.75X14,"5,313.00 "
RESOLUTE INTEGRITY2.75X18,"4,496.00 "
RESOLUTE INTEGRITY2.75X22,"5,313.00 "
RESOLUTE INTEGRITY2.75X26,"5,313.00 "
RESOLUTE INTEGRITY2.75X30,"4,496.00 "
RESOLUTE INTEGRITY 3.0X9M,"5,313.00 "
RESOLUTE INTEGRITY 3.0X12,"5,313.00 "
RESOLUTE INTEGRITY 3.0X15,"4,496.00 "
RESOLUTE INTEGRITY 3.0X18,"5,313.00 "
RESOLUTE INTEGRITY 3.0X22,"5,313.00 "
STENT RESOLUTE INTEGRITY,"4,496.00 "
RESOLUTE INTEGRITY 3.0X30,"5,313.00 "
RESOLUTE INTEGRITY 3.5X9M,"5,844.00 "
RESOLUTE INTEGRITY 3.5X12,"5,313.00 "
RESOLUTE INTEGRITY 3.5X15,"4,496.00 "
RESOLUTE INTEGRITY 3.5X18,"5,313.00 "
RESOLUTE INTEGRITY 3.5X22,"4,496.00 "
RESOLUTE INTEGRITY 3.5X26,"5,313.00 "
RESOLUTE INTEGRITY 3.5X30,"5,313.00 "
RESOLUTE INTEGRITY 4.0X9,"5,313.00 "
RESOLUTE INTEGRITY 4.0X12,"5,313.00 "
RESOLUTE INTEGRITY 4.0X15,"5,313.00 "
RESOLUTE INTEGRITY 4.0X18,"5,313.00 "
RESOLUTE INTEGRITY 4.0X22,"5,313.00 "
RESOLUTE INTEGRITY 4.0X26,"5,313.00 "
RESOLUTE INTEGRITY 4.0X30,"5,844.00 "
PROMUS STENT 2.5 X 32,"5,262.00 "
PROMUS US MR 2.25 X 8MM,"5,262.00 "
PROMUS US MR 2.50 X 8MM,"5,262.00 "
PROMUS US MR 2.75 X 8MM,"6,120.00 "
PROMUS US MR 3.00 X 8MM,"5,262.00 "
PROMUS US MR 3.50 X 8MM,"5,262.00 "
PROMUS US MR 4.00 X 8MM,"6,120.00 "
PROMUS US MR 2.25 X 12MM,"5,262.00 "
PROMUS US MR 2.50 X 12MM,"5,262.00 "
PROMUS US MR 2.75 X 12MM,"5,262.00 "
PROMUS US MR 3.00 X 12MM,"5,262.00 "
PROMUS US MR 3.50 X 12MM,"5,262.00 "
PROMUS US MR 4.00 X 12MM,"5,262.00 "
PROMUS US MR 2.25 X 16MM,"5,262.00 "
PROMUS US MR 2.50 X 16MM,"5,262.00 "
PROMUS US MR 2.75 X 16MM,"5,262.00 "
PROMUS US MR 3.00 X 16MM,"5,262.00 "
PROMUS US MR 3.50 X 16MM,"5,262.00 "
PROMUS US MR 4.00 X 16MM,"5,262.00 "
PROMUS US MR 2.25 X 20MM,"5,262.00 "
PROMUS US MR 2.50 X 20MM,"4,675.00 "
PROMUS US MR 2.75 X 20MM,"5,262.00 "
PROMUS US MR 3.00 X 20MM,"5,262.00 "
PROMUS US MR 3.50 X 20MM,"5,262.00 "
PROMUS US MR 4.00 X 20MM,"5,262.00 "
PROMUS US MR 2.25 X 24MM,"5,262.00 "
PROMUS US MR 2.50 X 24MM,"5,262.00 "
PROMUS US MR 2.75 X 24MM,"5,262.00 "
PROMUS US MR 3.00 X 24MM,"5,262.00 "
PROMUS US MR 3.50 X 24MM,"5,262.00 "
PROMUS US MR 4.00 X 24MM,"6,120.00 "
PROMUS US MR 2.25 X 28MM,"5,262.00 "
PROMUS US MR 2.50 X 28MM,"5,262.00 "
PROMUS US MR 2.75 X 28MM,"5,262.00 "
PROMUS US MR 3.00 X 28MM,"5,262.00 "
PROMUS US MR 3.50 X 28MM,"5,262.00 "
PROMUS US MR 4.00 X 28MM,"6,120.00 "
PROMUS US MR 2.25 X 32MM,"5,262.00 "
PROMUS US MR 2.50 X 32MM,"6,120.00 "
PROMUS US MR 2.75 X 32MM,"6,120.00 "
PROMUS US MR 3.00 X 32MM,"5,262.00 "
PROMUS US MR 3.50 X 32MM,"6,120.00 "
PROMUS US MR 4.00 X 32MM,"5,633.00 "
PROMUS US MR 2.50 X 38MM,"6,120.00 "
PROMUS US MR 2.75 X 38MM,"5,262.00 "
PROMUS US MR 3.00 X 38MM,"6,120.00 "
PROMUS US MR 3.50 X 38MM,"6,120.00 "
PROMUS US MR 4.00 X 38MM,"5,262.00 "
RESOLUTE 3.0 X 34MM,"4,496.00 "
RESOLUTE 3.0 X 38MM,"5,313.00 "
RESOLUTE 3.5 X 34MM,"5,844.00 "
RESOLUTE 3.5 X 38MM,"5,844.00 "
RESOLUTE 4.0 X 34MM,"5,844.00 "
RESOLUTE 4.0 X 38MM,"5,844.00 "
XIENCE ALPINE 2.25X08,"4,230.00 "
XIENCE ALPINE 2.25X12,"4,230.00 "
XIENCE ALPINE 2.25X15,"4,230.00 "
XIENCE ALPINE 2.25X18,"4,230.00 "
XIENCE ALPINE 2.25X23,"4,455.00 "
XIENCE ALPINE 2.5X08,"4,455.00 "
XIENCE ALPINE 2.5X12,"4,455.00 "
XIENCE ALPINE 2.5X15,"4,455.00 "
XIENCE ALPINE 2.5X18,"4,230.00 "
XIENCE ALPINE 2.5X23,"4,455.00 "
XIENCE ALPINE 2.5X28,"3,960.00 "
XIENCE ALPINE 2.5X33,"4,230.00 "
XIENCE ALPINE 2.5X38,"4,455.00 "
XIENCE ALPINE 2.75X08,"5,313.00 "
XIENCE ALPINE 2.75X12,"4,455.00 "
XIENCE ALPINE 2.75X15,"4,455.00 "
XIENCE ALPINE 2.75X18,"4,455.00 "
XIENCE ALPINE 2.75X23,"5,313.00 "
XIENCE ALPINE 2.75X28,"5,313.00 "
XIENCE APLINE 2.75X33,"5,313.00 "
XIENCE APLINE 2.75X38,"5,313.00 "
XIENCE APLINE 3.0X08,"4,455.00 "
XIENCE APLINE 3.0X12,"4,455.00 "
XIENCE APLINE 3.0X15,"4,455.00 "
XIENCE APLINE 3.0X18,"4,230.00 "
XIENCE ALPINE 3.0X23,"4,230.00 "
XIENCE ALPINE 3.0X28,"4,455.00 "
XIENCE ALPINE RX DRUG ELU,"5,313.00 "
XIENCE ALPINE 3.0X38,"5,313.00 "
XIENCE ALPINE 3.25X15,"5,313.00 "
XIENCE ALPINE 3.25X18,"5,313.00 "
XIENCE ALPINE 3.50X08,"5,313.00 "
XIENCE ALPINE 3.50X12,"4,455.00 "
XIENCE ALPINE 3.5X15,"4,230.00 "
XIENCE ALPINE 3.5X18,"5,313.00 "
XIENCE ALPINE 3.5X23,"4,230.00 "
XIENCE ALPINE 3.5X28,"4,455.00 "
XIENCE ALPINE 3.5X33,"5,313.00 "
XIENCE ALPINE 3.5X38,"5,313.00 "
XIENCE ALPINE 4.0X08,"4,455.00 "
XIENCE ALPINE 4.0X12,"4,455.00 "
XIENCE ALPINE 4.0X15,"4,230.00 "
XIENCE ALPINE 4.0X18MM,"4,230.00 "
XIENCE ALPINE RX DRUG ELU,"5,313.00 "
XIENCE ALPINE 4.0X28MM,"4,455.00 "
XIENCE ALPINE 4.0X33MM,"5,313.00 "
XIENCE ALPINE 4.0X38MM,"4,455.00 "
STENT XIENCE ALPINE RX DE,"4,230.00 "
STENT RESOLUTE ONYX 2X08,"4,200.00 "
STENT RESOLUTE ONYX 2X12,"4,200.00 "
STENT RESOLUTE ONYX 2X15,"4,200.00 "
STENT RESOLUTE ONYX 2X18,"4,515.00 "
STENT RESOLUTE ONYX 2X22,"4,200.00 "
STENT RESOLUTE ONYX 2X26,"4,200.00 "
STENT RESOLUTE ONYX 2X30,"4,200.00 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.25X,"4,253.00 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.25X,"6,213.00 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.25X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"6,672.00 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.50X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 2.75X,"3,937.50 "
STENT RESOLUTE ONYX 3X08,"3,937.50 "
STENT RESOLUTE ONYX 3X12,"3,937.50 "
STENT RESOLUTE ONYX 3X15,"3,937.50 "
STENT RESOLUTE ONYX 3X18,"3,937.50 "
STENT RESOLUTE ONYX 3X22,"3,937.50 "
STENT RESOLUTE ONYX 3X26,"3,937.50 "
STENT RESOLUTE ONYX 3X30,"6,672.00 "
STENT RESOLUTE ONYX 3X34,"4,253.00 "
STENT RESOLUTE ONYX 3X38,"3,937.50 "
STENT RESOLUTE ONYX 3.5X8,"3,837.50 "
STENT RESOLUTE ONYX 3.5X1,"3,937.50 "
STENT RESOLUTE ONYX 3.5X1,"3,937.50 "
STENT RESOLUTE ONYX 3.5X1,"4,253.00 "
STENT RESOLUTE ONYX 3.5X2,"3,937.50 "
STENT RESOLUTE ONYX 3.5X2,"3,937.50 "
STENT RESOLUTE ONYX 3.5X3,"3,937.50 "
STENT RESOLUTE ONYX 3.5X3,"3,937.50 "
STENT RESOLUTE ONYX 3.5X3,"3,937.50 "
STENT RESOLUTE ONYX 4X08,"3,937.50 "
STENT RESOLUTE ONYX 4X12,"3,937.50 "
STENT RESOLUTE ONYX 4X15,"3,937.50 "
STENT RESOLUTE ONYX 4X18,"3,937.50 "
STENT RESOLUTE ONYX 4X22,"3,937.50 "
STENT RESOLUTE ONYX 4X26,"3,937.50 "
STENT RESOLUTE ONYX 4X30,"3,937.50 "
STENT RESOLUTE ONYX 4X34,"3,937.50 "
STENT RESOLUTE ONYX 4X38,"3,937.50 "
STENT RESOLUTE ONYX 4X5X1,"4,200.00 "
STENT RESOLUTE ONYX 4.5X1,"4,200.00 "
STENT RESOLUTE ONYX 4.5X1,"4,200.00 "
STENT RESOLUTE ONYX 4.5X2,"4,200.00 "
STENT RESOLUTE ONYX 4.5X2,"4,200.00 "
STENT RESOLUTE ONYX 4.5X3,"4,200.00 "
STENT RESOLUTE ONYX 5X12,"4,200.00 "
STENT RESOLUTE ONYX 5X15,"4,200.00 "
STENT RESOLUTE ONYX 5X18,"4,200.00 "
STENT RESOLUTE ONYX 5X22,"4,200.00 "
STENT RESOLUTE ONYX 5X26,"4,200.00 "
STENT RESOLUTE ONYX 5X30,"4,200.00 "
PROMUS PE PLUS 2.5MMX28MM,"5,262.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT 018 5MMX5CMX120,"13,579.00 "
STENT 018 5MMX10CMX120,"14,855.00 "
STENT 018 6MMX5CMX120,"13,919.00 "
STENT 018 6MMX10CMX120,"15,215.00 "
STENT 018 6MMX15CMX120,"16,958.00 "
STENT 018 6MMX25CMX120,"22,942.00 "
STENT 018 7MMX5CMX120,"13,919.00 "
STENT 018 7MMX10CMX120,"15,215.00 "
STENT 018 7MMX15CMX120,"16,554.00 "
VIABAHN ENDOPROS 9X5X110,"10,634.00 "
VIABAHN ENDOPROS 9X10X110,"12,445.00 "
VIABAHN ENDOPROS 10X5X110,"11,165.00 "
VIABAHN ENDOPROS 10X10X11,"12,445.00 "
VIABAHN ENDOPROS 11X5X110,"13,154.00 "
VIABAHN ENDOPROS 13X5X110,"13,154.00 "
VIABAHN ENDOPROS 5X5X110,"10,374.00 "
VIABAHN ENDOPROS 6X5X110,"11,921.00 "
VIABAHN ENDOPROS 6X10X110,"14,005.00 "
VIABAHN ENDOPROS 6X15X110,"13,685.00 "
VIABAHN ENDOPROS 7X5X110,"13,155.00 "
VIABAHN ENDOPROS 7X10X110,"12,445.00 "
VIABAHN ENDOPROS 8X5X110,"13,834.00 "
VIABAHN ENDOPROS 8X10X110,"12,247.00 "
VIABAHN ENDOPROS 8X15X110,"16,958.00 "
VIATORR ENDOPROS 10X6X75,"18,646.00 "
VIATORR ENDOPROS 10X7X75,"14,238.00 "
VIATORR ENDOPROS 10X8(PTF,"16,226.00 "
STENT VIABIL 10MMX8CMX40C,"11,854.00 "
STENT VIABIL 10X8,"10,255.00 "
STENT VIABIL 10MMX6CMX40C,"11,565.00 "
STENT VIABIL 10 X 6 X 40,"11,565.00 "
STENT VIABIL 10 X 10 40CM,"10,255.00 "
STENT VIABIL 10 X 10 5H,"11,008.00 "
VIABAHN STENT 13X10X110,"14,429.00 "
STENT FLAIR GRAFT STTGT 6,"9,329.00 "
STENT GRFT FLAIR STRGHT 7,"11,029.00 "
STENT GRFT FLAIR STRGHT 8,"11,029.00 "
STENT GRFT FLAIR STRGHT 9,"11,029.00 "
STENT VIABAHN 11MMX10CMX1,"10,902.00 "
VIABAHN ENDOPROS 5 X 10CM,"13,473.00 "
VIABAHN STENT GRAFT 5MMX1,"15,989.00 "
STENT VIABAHN 2.5CM X 6MM,"12,730.00 "
STENT VIABAHN 2.5CM X 8MM,"12,066.00 "
STENT VIABAHN 2.5CMX11MM,"11,454.00 "
STENT VIABAHN 2.5CMX13MM,"11,454.00 "
VIABAHN 5X25 STENT GRAFT,"22,943.00 "
VIABAHN 5X15 STENT GRAFT,"16,554.00 "
VIABAHN ENDOPROS 7X15X110,"16,130.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"11,433.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"13,834.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT BALLOON EXPANDABLE,"15,173.00 "
STENT FORMULA 418 RENAL B,"5,100.00 "
STENT FORMULA 418 RENAL B,"5,100.00 "
STENT ZILVER PTX DRUG ELU,"8,383.00 "
STENT EXCLUDER TRUNK 16 F,"33,000.00 "
GRAFTMASTER COVERED3.0X12,"10,179.00 "
STENT GRAFTMASTER  3.5X16,"10,179.00 "
GRAFTMASTER COVERD 3.5X16,"10,179.00 "
GRAFTMASTER COVERED4.0X16,"10,179.00 "
GRAFTMASTER COVERED4.5X16,"10,179.00 "
GRAFTMASTER COVERED5.0X19,"10,179.00 "
