Price List: SE Health Stoddard County Price List,,
Service Name,Procedure Code,Price ($)
MRA LOW EXT LT W O & W,C8914,2072.00
PB MRA LOW EXT LT W O & W,C8914,2072.00
MRA LOW EXT RT W O & W,C8914,2072.00
PB MRA LOW EXT RT W O & W,C8914,2072.00
MRA PELVIS W/O & W,C8920,2072.00
PB MRA PELVIS W/O & W,C8920,2072.00
CINVANTI 130 MG VIAL,C9463,1007.24
ADMIN FLU VACCINE,G0008,100.00
DIABET ED-GROUP 30M,G0108,28.00
PULM REHAB 15 MIN,G0237,62.00
PT E-STIM UNATTENDED,G0283,118.00
OBS 1 1ST HR,G0378,103.00
OBS 1 EA ADDL HR,G0378,52.00
OBS 2 1ST HR,G0378,361.00
OBS 2 EA ADDL HR,G0378,77.00
DIR ADM OTHER DX,G0378,139.00
OBS 3 1ST HR,G0378,412.00
OBS 3 EA ADDL HR,G0378,98.00
OBS DIRECT ADMIT,G0379,139.00
CVC US AAA SCREEN,G0389,309.00
US AAA SCREEN,G0389,332.00
PB US AAA SCREEN,G0389,309.00
OUPATIENT ROOM - 1ST VISIT,G0463,201.00
ALCOHOL QN,G0480,190.00
OT  MOBILITY CURRENT G8978- CH,G8978,0.01
PT  MOBILITY CURRENT G8978- CH,G8978,0.01
OT  MOBILITY CURRENT G8978- CI,G8978,0.01
PT  MOBILITY CURRENT G8978- CI,G8978,0.01
OT  MOBILITY CURRENT G8978- CJ,G8978,0.01
PT  MOBILITY CURRENT G8978- CJ,G8978,0.01
OT  MOBILITY CURRENT G8978- CK,G8978,0.01
PT  MOBILITY CURRENT G8978- CK,G8978,0.01
OT  MOBILITY CURRENT G8978- CL,G8978,0.01
PT  MOBILITY CURRENT G8978- CL,G8978,0.01
OT  MOBILITY CURRENT G8978- CM,G8978,0.01
PT  MOBILITY CURRENT G8978- CM,G8978,0.01
OT  MOBILITY CURRENT G8978- CN,G8978,0.01
PT  MOBILITY CURRENT G8978- CN,G8978,0.01
OT MOBILITY CRNT STATUS,G8978,0.01
PT  MOBILITY CURRENT STS,G8978,0.01
OT  MOBILITY GOAL G8979-CH,G8979,0.01
PT  MOBILITY GOAL G8979-CH,G8979,0.01
OT  MOBILITY GOAL G8979-CI,G8979,0.01
PT  MOBILITY GOAL G8979-CI,G8979,0.01
OT  MOBILITY GOAL G8979-CJ,G8979,0.01
PT  MOBILITY GOAL G8979-CJ,G8979,0.01
OT  MOBILITY GOAL G8979-CK,G8979,0.01
PT  MOBILITY GOAL G8979-CK,G8979,0.01
OT  MOBILITY GOAL G8979-CL,G8979,0.01
PT  MOBILITY GOAL G8979-CL,G8979,0.01
OT  MOBILITY GOAL G8979-CM,G8979,0.01
PT  MOBILITY GOAL G8979-CM,G8979,0.01
OT  MOBILITY GOAL G8979-CN,G8979,0.01
PT  MOBILITY GOAL G8979-CN,G8979,0.01
OT MOBILITY GOAL STATUS,G8979,0.01
PT MOBILITY GOAL STATUS,G8979,0.01
OT  MOBILITY DC G8980-CH,G8980,0.01
PT  MOBILITY DC G8980-CH,G8980,0.01
OT  MOBILITY DC G8980-CI,G8980,0.01
PT  MOBILITY DC G8980-CI,G8980,0.01
OT  MOBILITY DC G8980-CJ,G8980,0.01
PT  MOBILITY DC G8980-CJ,G8980,0.01
OT  MOBILITY DC G8980-CK,G8980,0.01
PT  MOBILITY DC G8980-CK,G8980,0.01
OT  MOBILITY DC G8980-CL,G8980,0.01
PT  MOBILITY DC G8980-CL,G8980,0.01
OT  MOBILITY DC G8980-CM,G8980,0.01
PT  MOBILITY DC G8980-CM,G8980,0.01
OT  MOBILITY DC G8980-CN,G8980,0.01
PT  MOBILITY DC G8980-CN,G8980,0.01
OT MOBILITY D/C STATUS,G8980,0.01
PT MOBILITY D/C STATUS,G8980,0.01
OT  BODY POS CURRENT G8981-CH,G8981,0.01
PT  BODY POS CURRENT G8981-CH,G8981,0.01
OT  BODY POS CURRENT G8981-CI,G8981,0.01
PT  BODY POS CURRENT G8981-CI,G8981,0.01
OT  BODY POS CURRENT G8981-CJ,G8981,0.01
PT  BODY POS CURRENT G8981-CJ,G8981,0.01
OT  BODY POS CURRENT G8981-CK,G8981,0.01
PT  BODY POS CURRENT G8981-CK,G8981,0.01
OT  BODY POS CURRENT G8981-CL,G8981,0.01
PT  BODY POS CURRENT G8981-CL,G8981,0.01
OT  BODY POS CURRENT G8981-CM,G8981,0.01
PT  BODY POS CURRENT G8981-CM,G8981,0.01
OT  BODY POS CURRENT G8981-CN,G8981,0.01
PT  BODY POS CURRENT G8981-CN,G8981,0.01
OT BODY POS CRNT STATUS,G8981,0.01
PT BODY POS CURRENT STA,G8981,0.01
OT  BODY POS GOAL G8982-CH,G8982,0.01
PT  BODY POS GOAL G8982-CH,G8982,0.01
OT  BODY POS GOAL G8982-CI,G8982,0.01
PT  BODY POS GOAL G8982-CI,G8982,0.01
OT  BODY POS GOAL G8982-CJ,G8982,0.01
PT  BODY POS GOAL G8982-CJ,G8982,0.01
OT  BODY POS GOAL G8982-CK,G8982,0.01
PT  BODY POS GOAL G8982-CK,G8982,0.01
OT  BODY POS GOAL G8982-CL,G8982,0.01
PT  BODY POS GOAL G8982-CL,G8982,0.01
OT  BODY POS GOAL G8982-CM,G8982,0.01
PT  BODY POS GOAL G8982-CM,G8982,0.01
OT  BODY POS GOAL G8982-CN,G8982,0.01
PT  BODY POS GOAL G8982-CN,G8982,0.01
OT BODY POS GOAL STATUS,G8982,0.01
PT BODY POS GOAL STATUS,G8982,0.01
OT  BODY POS DC G8983-CH,G8983,0.01
PT  BODY POS DC G8983-CH,G8983,0.01
OT  BODY POS DC G8983-CI,G8983,0.01
PT  BODY POS DC G8983-CI,G8983,0.01
OT  BODY POS DC G8983-CJ,G8983,0.01
PT  BODY POS DC G8983-CJ,G8983,0.01
OT  BODY POS DC G8983-CK,G8983,0.01
PT  BODY POS DC G8983-CK,G8983,0.01
OT  BODY POS DC G8983-CL,G8983,0.01
PT  BODY POS DC G8983-CL,G8983,0.01
OT  BODY POS DC G8983-CM,G8983,0.01
PT  BODY POS DC G8983-CM,G8983,0.01
OT  BODY POS DC G8983-CN,G8983,0.01
PT  BODY POS DC G8983-CN,G8983,0.01
OT BODY POS D/C STATUS,G8983,0.01
PT BODY POS D/C STATUS,G8983,0.01
OT  CARRY CURRENT G8984 -CH,G8984,0.01
PT  CARRY CURRENT G8984 -CH,G8984,0.01
OT  CARRY CURRENT G8984 -CI,G8984,0.01
PT  CARRY CURRENT G8984 -CI,G8984,0.01
OT  CARRY CURRENT G8984 -CJ,G8984,0.01
PT  CARRY CURRENT G8984 -CJ,G8984,0.01
OT  CARRY CURRENT G8984 -CK,G8984,0.01
PT  CARRY CURRENT G8984 -CK,G8984,0.01
OT  CARRY CURRENT G8984 -CL,G8984,0.01
PT  CARRY CURRENT G8984 -CL,G8984,0.01
OT  CARRY CURRENT G8984 -CM,G8984,0.01
PT  CARRY CURRENT G8984 -CM,G8984,0.01
OT  CARRY CURRENT G8984 -CN,G8984,0.01
PT  CARRY CURRENT G8984 -CN,G8984,0.01
OT CARRY CURRENT STATUS,G8984,0.01
PT CARRY CURRENT STATUS,G8984,0.01
OT  CARRY GOAL G8985-CH,G8985,0.01
PT  CARRY GOAL G8985-CH,G8985,0.01
OT  CARRY GOAL G8985-CI,G8985,0.01
PT  CARRY GOAL G8985-CI,G8985,0.01
OT  CARRY GOAL G8985-CJ,G8985,0.01
PT  CARRY GOAL G8985-CJ,G8985,0.01
OT  CARRY GOAL G8985-CK,G8985,0.01
PT  CARRY GOAL G8985-CK,G8985,0.01
OT  CARRY GOAL G8985-CL,G8985,0.01
PT  CARRY GOAL G8985-CL,G8985,0.01
OT  CARRY GOAL G8985-CM,G8985,0.01
PT  CARRY GOAL G8985-CM,G8985,0.01
OT  CARRY GOAL G8985-CN,G8985,0.01
PT  CARRY GOAL G8985-CN,G8985,0.01
OT CARRY GOAL STATUS,G8985,0.01
PT CARRY GOAL STATUS,G8985,0.01
OT  CARRY DC G8986-CH,G8986,0.01
PT  CARRY DC G8986-CH,G8986,0.01
OT  CARRY DC G8986-CI,G8986,0.01
PT  CARRY DC G8986-CI,G8986,0.01
OT  CARRY DC G8986-CJ,G8986,0.01
PT  CARRY DC G8986-CJ,G8986,0.01
OT  CARRY DC G8986-CK,G8986,0.01
PT  CARRY DC G8986-CK,G8986,0.01
OT  CARRY DC G8986-CL,G8986,0.01
PT  CARRY DC G8986-CL,G8986,0.01
OT  CARRY DC G8986-CM,G8986,0.01
PT  CARRY DC G8986-CM,G8986,0.01
OT  CARRY DC G8986-CN,G8986,0.01
PT  CARRY DC G8986-CN,G8986,0.01
OT CARRY D/C STATUS,G8986,0.01
PT CARRY D/C STATUS,G8986,0.01
OT  SELF-CARE CURRENT G8987-CH,G8987,0.01
PT  SELF-CARE CURRENT G8987-CH,G8987,0.01
OT  SELF-CARE CURRENT G8987-CI,G8987,0.01
PT  SELF-CARE CURRENT G8987-CI,G8987,0.01
OT  SELF-CARE CURRENT G8987-CJ,G8987,0.01
PT  SELF-CARE CURRENT G8987-CJ,G8987,0.01
OT  SELF-CARE CURRENT G8987-CK,G8987,0.01
PT  SELF-CARE CURRENT G8987-CK,G8987,0.01
OT  SELF-CARE CURRENT G8987-CL,G8987,0.01
PT  SELF-CARE CURRENT G8987-CL,G8987,0.01
OT  SELF-CARE CURRENT G8987-CM,G8987,0.01
PT  SELF-CARE CURRENT G8987-CM,G8987,0.01
OT  SELF-CARE CURRENT G8987-CN,G8987,0.01
PT  SELF-CARE CURRENT G8987-CN,G8987,0.01
OT SELF CARE CRNT STATUS,G8987,0.01
PT SELF CARE CRNT STATUS,G8987,0.01
OT  SELF-CARE GOAL G8988-CH,G8988,0.01
PT  SELF-CARE GOAL G8988-CH,G8988,0.01
OT  SELF-CARE GOAL G8988-CI,G8988,0.01
PT  SELF-CARE GOAL G8988-CI,G8988,0.01
OT  SELF-CARE GOAL G8988-CJ,G8988,0.01
PT  SELF-CARE GOAL G8988-CJ,G8988,0.01
OT  SELF-CARE GOAL G8988-CK,G8988,0.01
PT  SELF-CARE GOAL G8988-CK,G8988,0.01
OT  SELF-CARE GOAL G8988-CL,G8988,0.01
PT  SELF-CARE GOAL G8988-CL,G8988,0.01
OT  SELF-CARE GOAL G8988-CM,G8988,0.01
PT  SELF-CARE GOAL G8988-CM,G8988,0.01
OT  SELF-CARE GOAL G8988-CN,G8988,0.01
PT  SELF-CARE GOAL G8988-CN,G8988,0.01
OT SELF CARE GOAL STATUS,G8988,0.01
PT SELF CARE GOAL STATUS,G8988,0.01
OT  SELF-CARE DC G8989-CH,G8989,0.01
PT  SELF-CARE DC G8989-CH,G8989,0.01
OT  SELF-CARE DC G8989-CI,G8989,0.01
PT  SELF-CARE DC G8989-CI,G8989,0.01
OT  SELF-CARE DC G8989-CJ,G8989,0.01
PT  SELF-CARE DC G8989-CJ,G8989,0.01
OT  SELF-CARE DC G8989-CK,G8989,0.01
PT  SELF-CARE DC G8989-CK,G8989,0.01
OT  SELF-CARE DC G8989-CL,G8989,0.01
PT  SELF-CARE DC G8989-CL,G8989,0.01
OT  SELF-CARE DC G8989-CM,G8989,0.01
PT  SELF-CARE DC G8989-CM,G8989,0.01
OT  SELF-CARE DC G8989-CN,G8989,0.01
PT  SELF-CARE DC G8989-CN,G8989,0.01
OT SELF CARE D/C STATUS,G8989,0.01
PT SELF CARE D/C STATUS,G8989,0.01
OT  OTHER PT/OT CURRENT G8990-CH,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CH,G8990,0.01
OT  OTHER PT/OT CURRENT G8990-CI,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CI,G8990,0.01
OT  OTHER PT/OT CURRENT G8990-CJ,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CJ,G8990,0.01
OT  OTHER PT/OT CURRENT G8990-CK,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CK,G8990,0.01
OT  OTHER PT/OT CURRENT G8990-CL,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CL,G8990,0.01
OT  OTHER PT/OT CURRENT G8990-CM,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CM,G8990,0.01
OT  OTHER PT/OT CURRENT G8990-CN,G8990,0.01
PT  OTHER PT/OT CURRENT G8990-CN,G8990,0.01
OT OTHER CRNT STA,G8990,0.01
PT OTHER CRNT STA,G8990,0.01
OT  OTHER PT/OT GOAL G8991-CH,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CH,G8991,0.01
OT  OTHER PT/OT GOAL G8991-CI,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CI,G8991,0.01
OT  OTHER PT/OT GOAL G8991-CJ,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CJ,G8991,0.01
OT  OTHER PT/OT GOAL G8991-CK,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CK,G8991,0.01
OT  OTHER PT/OT GOAL G8991-CL,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CL,G8991,0.01
OT  OTHER PT/OT GOAL G8991-CM,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CM,G8991,0.01
OT  OTHER PT/OT GOAL G8991-CN,G8991,0.01
PT  OTHER PT/OT GOAL G8991-CN,G8991,0.01
OT OTHER GOAL STATUS,G8991,0.01
PT OTHER GOAL STATUS,G8991,0.01
OT  OTHER PT/OT DC G8992-CH,G8992,0.01
PT  OTHER PT/OT DC G8992-CH,G8992,0.01
OT  OTHER PT/OT DC G8992-CI,G8992,0.01
PT  OTHER PT/OT DC G8992-CI,G8992,0.01
OT  OTHER PT/OT DC G8992-CJ,G8992,0.01
PT  OTHER PT/OT DC G8992-CJ,G8992,0.01
OT  OTHER PT/OT DC G8992-CK,G8992,0.01
PT  OTHER PT/OT DC G8992-CK,G8992,0.01
OT  OTHER PT/OT DC G8992-CL,G8992,0.01
PT  OTHER PT/OT DC G8992-CL,G8992,0.01
OT  OTHER PT/OT DC G8992-CM,G8992,0.01
PT  OTHER PT/OT DC G8992-CM,G8992,0.01
OT  OTHER PT/OT DC G8992-CN,G8992,0.01
PT  OTHER PT/OT DC G8992-CN,G8992,0.01
OT OTHER D/C STAT,G8992,0.01
PT OTHER D/C STAT,G8992,0.01
OT  SUB PT/OT CURRENT G8993-CH,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CH,G8993,0.01
OT  SUB PT/OT CURRENT G8993-CI,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CI,G8993,0.01
OT  SUB PT/OT CURRENT G8993-CJ,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CJ,G8993,0.01
OT  SUB PT/OT CURRENT G8993-CK,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CK,G8993,0.01
OT  SUB PT/OT CURRENT G8993-CL,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CL,G8993,0.01
OT  SUB PT/OT CURRENT G8993-CM,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CM,G8993,0.01
OT  SUB PT/OT CURRENT G8993-CN,G8993,0.01
PT  SUB PT/OT CURRENT G8993-CN,G8993,0.01
OT SUB CRNT STATUS,G8993,0.01
PT SUB CRNT STATU,G8993,0.01
OT  SUB PT/OT GOAL G8994-CH,G8994,0.01
PT  SUB PT/OT GOAL G8994-CH,G8994,0.01
OT  SUB PT/OT GOAL G8994-CI,G8994,0.01
PT  SUB PT/OT GOAL G8994-CI,G8994,0.01
OT  SUB PT/OT GOAL G8994-CJ,G8994,0.01
PT  SUB PT/OT GOAL G8994-CJ,G8994,0.01
OT  SUB PT/OT GOAL G8994-CK,G8994,0.01
PT  SUB PT/OT GOAL G8994-CK,G8994,0.01
OT  SUB PT/OT GOAL G8994-CL,G8994,0.01
PT  SUB PT/OT GOAL G8994-CL,G8994,0.01
OT  SUB PT/OT GOAL G8994-CM,G8994,0.01
PT  SUB PT/OT GOAL G8994-CM,G8994,0.01
OT  SUB PT/OT GOAL G8994-CN,G8994,0.01
PT  SUB PT/OT GOAL G8994-CN,G8994,0.01
OT SUB GOAL STATUS,G8994,0.01
PT SUB GOAL STATUS,G8994,0.01
OT  SUB PT/OT DC G8995-CH,G8995,0.01
PT  SUB PT/OT DC G8995-CH,G8995,0.01
OT  SUB PT/OT DC G8995-CI,G8995,0.01
PT  SUB PT/OT DC G8995-CI,G8995,0.01
OT  SUB PT/OT DC G8995-CJ,G8995,0.01
PT  SUB PT/OT DC G8995-CJ,G8995,0.01
OT  SUB PT/OT DC G8995-CK,G8995,0.01
PT  SUB PT/OT DC G8995-CK,G8995,0.01
OT  SUB PT/OT DC G8995-CL,G8995,0.01
PT  SUB PT/OT DC G8995-CL,G8995,0.01
OT  SUB PT/OT DC G8995-CM,G8995,0.01
PT  SUB PT/OT DC G8995-CM,G8995,0.01
OT  SUB PT/OT DC G8995-CN,G8995,0.01
PT  SUB PT/OT DC G8995-CN,G8995,0.01
OT SUB D/C STATUS,G8995,0.01
PT SUB D/C STATUS,G8995,0.01
ST  SWALLOW CURRENT G8996-CH,G8996,0.01
ST  SWALLOW CURRENT G8996-CI,G8996,0.01
ST SWALLOW CURRENT STAT,G8996,0.01
ST  SWALLOW CURRENT G8996-CJ,G8996,0.01
ST  SWALLOW CURRENT G8996-CK,G8996,0.01
ST  SWALLOW CURRENT G8996-CL,G8996,0.01
ST  SWALLOW CURRENT G8996-CM,G8996,0.01
ST  SWALLOW CURRENT G8996-CN,G8996,0.01
ST  SWALLOW GOAL G8997-CH,G8997,0.01
ST  SWALLOW GOAL G8997-CI,G8997,0.01
ST  SWALLOW GOAL G8997-CJ,G8997,0.01
ST  SWALLOW GOAL G8997-CK,G8997,0.01
ST  SWALLOW GOAL G8997-CL,G8997,0.01
ST  SWALLOW GOAL G8997-CM,G8997,0.01
ST  SWALLOW GOAL G8997-CN,G8997,0.01
ST SWALLOW GOAL STATUS,G8997,0.01
ST  SWALLOW DC G8998-CH,G8998,0.01
ST  SWALLOW DC G8998-CI,G8998,0.01
ST  SWALLOW DC G8998-CJ,G8998,0.01
ST  SWALLOW DC G8998-CK,G8998,0.01
ST  SWALLOW DC G8998-CL,G8998,0.01
ST  SWALLOW DC G8998-CM,G8998,0.01
ST  SWALLOW DC G8998-CN,G8998,0.01
ST SWALLOW D/C STATUS,G8998,0.01
ST  MOTOR SPEECH CURRENT G8999-CH,G8999,0.01
ST  MOTOR SPEECH CURRENT G8999-CI,G8999,0.01
ST  MOTOR SPEECH CURRENT G8999-CJ,G8999,0.01
ST  MOTOR SPEECH CURRENT G8999-CK,G8999,0.01
ST  MOTOR SPEECH CURRENT G8999-CL,G8999,0.01
ST  MOTOR SPEECH CURRENT G8999-CM,G8999,0.01
ST  MOTOR SPEECH CURRENT G8999-CN,G8999,0.01
ST MOTOR SP CRNT STATUS,G8999,0.01
ST  MOTOR SPEECH DC G9158-CH,G9158,0.01
ST  MOTOR SPEECH DC G9158-CI,G9158,0.01
ST  MOTOR SPEECH DC G9158-CJ,G9158,0.01
ST  MOTOR SPEECH DC G9158-CK,G9158,0.01
ST  MOTOR SPEECH DC G9158-CL,G9158,0.01
ST  MOTOR SPEECH DC G9158-CM,G9158,0.01
ST  MOTOR SPEECH DC G9158-CN,G9158,0.01
ST MOTOR SP D/C STATUS,G9158,0.01
ST  LANG COMP CURRENT G9159-CH,G9159,0.01
ST  LANG COMP CURRENT G9159-CI,G9159,0.01
ST  LANG COMP CURRENT G9159-CJ,G9159,0.01
ST  LANG COMP CURRENT G9159-CK,G9159,0.01
ST  LANG COMP CURRENT G9159-CL,G9159,0.01
ST  LANG COMP CURRENT G9159-CM,G9159,0.01
ST  LANG COMP CURRENT G9159-CN,G9159,0.01
ST LANG COM CRNT STATUS,G9159,0.01
ST  LANG COMP GOAL G9160-CH,G9160,0.01
ST  LANG COMP GOAL G9160-CI,G9160,0.01
ST  LANG COMP GOAL G9160-CJ,G9160,0.01
ST  LANG COMP GOAL G9160-CK,G9160,0.01
ST  LANG COMP GOAL G9160-CL,G9160,0.01
ST  LANG COMP GOAL G9160-CM,G9160,0.01
ST  LANG COMP GOAL G9160-CN,G9160,0.01
ST LANG COMP GOAL STATUS,G9160,0.01
ST  LANG COMP DC G9161-CH,G9161,0.01
ST  LANG COMP DC G9161-CI,G9161,0.01
ST  LANG COMP DC G9161-CJ,G9161,0.01
ST  LANG COMP DC G9161-CK,G9161,0.01
ST  LANG COMP DC G9161-CL,G9161,0.01
ST  LANG COMP DC G9161-CM,G9161,0.01
ST  LANG COMP DC G9161-CN,G9161,0.01
ST LANG COMP D/C STATUS,G9161,0.01
ST  LANG EXPRESS CURRENT G9162-CH,G9162,0.01
ST  LANG EXPRESS CURRENT G9162-CI,G9162,0.01
ST  LANG EXPRESS CURRENT G9162-CJ,G9162,0.01
ST  LANG EXPRESS CURRENT G9162-CK,G9162,0.01
ST  LANG EXPRESS CURRENT G9162-CL,G9162,0.01
ST  LANG EXPRESS CURRENT G9162-CM,G9162,0.01
ST  LANG EXPRESS CURRENT G9162-CN,G9162,0.01
ST LANG EXPRES CRNT STA,G9162,0.01
ST  LANG EXPRESS GOAL G9163-CH,G9163,0.01
ST  LANG EXPRESS GOAL G9163-CI,G9163,0.01
ST  LANG EXPRESS GOAL G9163-CJ,G9163,0.01
ST  LANG EXPRESS GOAL G9163-CK,G9163,0.01
ST  LANG EXPRESS GOAL G9163-CL,G9163,0.01
ST  LANG EXPRESS GOAL G9163-CM,G9163,0.01
ST  LANG EXPRESS GOAL G9163-CN,G9163,0.01
ST LANG EXPRES GOAL STA,G9163,0.01
ST  LANG EXPRESS DC G9164 -CH,G9164,0.01
ST  LANG EXPRESS DC G9164 -CI,G9164,0.01
ST  LANG EXPRESS DC G9164 -CJ,G9164,0.01
ST  LANG EXPRESS DC G9164 -CK,G9164,0.01
ST  LANG EXPRESS DC G9164 -CL,G9164,0.01
ST  LANG EXPRESS DC G9164 -CM,G9164,0.01
ST  LANG EXPRESS DC G9164 -CN,G9164,0.01
ST LANG EXPRESS D/C STA,G9164,0.01
OT  ATTEN CURRENT G9165-CH,G9165,0.01
OT  ATTEN CURRENT G9165-CI,G9165,0.01
OT  ATTEN CURRENT G9165-CJ,G9165,0.01
OT  ATTEN CURRENT G9165-CK,G9165,0.01
OT  ATTEN CURRENT G9165-CL,G9165,0.01
OT  ATTEN CURRENT G9165-CM,G9165,0.01
OT  ATTEN CURRENT G9165-CN,G9165,0.01
ST ATTEN CURRENT STATUS,G9165,0.01
OT  ATTEN GOAL G9166-CH,G9166,0.01
OT  ATTEN GOAL G9166-CI,G9166,0.01
OT  ATTEN GOAL G9166-CJ,G9166,0.01
OT  ATTEN GOAL G9166-CK,G9166,0.01
OT  ATTEN GOAL G9166-CL,G9166,0.01
OT  ATTEN GOAL G9166-CM,G9166,0.01
OT  ATTEN GOAL G9166-CN,G9166,0.01
ST ATTEN GOAL STATUS,G9166,0.01
OT  ATTEN DC G9167-CH,G9167,0.01
OT  ATTEN DC G9167-CI,G9167,0.01
OT  ATTEN DC G9167-CJ,G9167,0.01
OT  ATTEN DC G9167-CK,G9167,0.01
OT  ATTEN DC G9167-CL,G9167,0.01
OT  ATTEN DC G9167-CM,G9167,0.01
OT  ATTEN DC G9167-CN,G9167,0.01
ST ATTEN D/C STATUS,G9167,0.01
OT  MEMORY CURRENT G9168-CH,G9168,0.01
OT  MEMORY CURRENT G9168-CI,G9168,0.01
OT  MEMORY CURRENT G9168-CJ,G9168,0.01
OT  MEMORY CURRENT G9168-CK,G9168,0.01
OT  MEMORY CURRENT G9168-CL,G9168,0.01
OT  MEMORY CURRENT G9168-CM,G9168,0.01
OT  MEMORY CURRENT G9168-CN,G9168,0.01
ST MEMORY CRNT STATUS,G9168,0.01
OT  MEMORY GOAL G9169-CH,G9169,0.01
OT  MEMORY GOAL G9169-CI,G9169,0.01
OT  MEMORY GOAL G9169-CJ,G9169,0.01
OT  MEMORY GOAL G9169-CK,G9169,0.01
OT  MEMORY GOAL G9169-CL,G9169,0.01
OT  MEMORY GOAL G9169-CM,G9169,0.01
OT  MEMORY GOAL G9169-CN,G9169,0.01
ST MEMORY GOAL STATUS,G9169,0.01
OT  MEMORY DC G9170-CH,G9170,0.01
OT  MEMORY DC G9170-CI,G9170,0.01
OT  MEMORY DC G9170-CJ,G9170,0.01
OT  MEMORY DC G9170-CK,G9170,0.01
OT  MEMORY DC G9170-CL,G9170,0.01
OT  MEMORY DC G9170-CM,G9170,0.01
OT  MEMORY DC G9170-CN,G9170,0.01
ST MEMORY D/C STATUS,G9170,0.01
ST  VOICE CURRENT G9171-CH,G9171,0.01
ST  VOICE CURRENT G9171-CI,G9171,0.01
ST  VOICE CURRENT G9171-CJ,G9171,0.01
ST  VOICE CURRENT G9171-CK,G9171,0.01
ST  VOICE CURRENT G9171-CL,G9171,0.01
ST  VOICE CURRENT G9171-CM,G9171,0.01
ST  VOICE CURRENT G9171-CN,G9171,0.01
ST VOICE CURRENT STATUS,G9171,0.01
ST  VOICE GOAL G9172-CH,G9172,0.01
ST  VOICE GOAL G9172-CI,G9172,0.01
ST  VOICE GOAL G9172-CJ,G9172,0.01
ST  VOICE GOAL G9172-CK,G9172,0.01
ST  VOICE GOAL G9172-CL,G9172,0.01
ST  VOICE GOAL G9172-CM,G9172,0.01
ST  VOICE GOAL G9172-CN,G9172,0.01
ST VOICE GOAL STATUS,G9172,0.01
ST  VOICE DC G9173-CH,G9173,0.01
ST  VOICE DC G9173-CI,G9173,0.01
ST  VOICE DC G9173-CJ,G9173,0.01
ST  VOICE DC G9173-CK,G9173,0.01
ST  VOICE DC G9173-CL,G9173,0.01
ST  VOICE DC G9173-CM,G9173,0.01
ST  VOICE DC G9173-CN,G9173,0.01
ST VOICE D/C STATUS,G9173,0.01
ST  SPEECH LANG CURRENT G9174-CH,G9174,0.01
ST  SPEECH LANG CURRENT G9174-CI,G9174,0.01
ST  SPEECH LANG CURRENT G9174-CJ,G9174,0.01
ST  SPEECH LANG CURRENT G9174-CK,G9174,0.01
ST  SPEECH LANG CURRENT G9174-CL,G9174,0.01
ST  SPEECH LANG CURRENT G9174-CM,G9174,0.01
ST  SPEECH LANG CURRENT G9174-CN,G9174,0.01
ST SPEECH LANG CRNT STATUS,G9174,0.01
ST  SPEECH LANG GOAL G9175-CH,G9175,0.01
ST  SPEECH LANG GOAL G9175-CI,G9175,0.01
ST  SPEECH LANG GOAL G9175-CJ,G9175,0.01
ST  SPEECH LANG GOAL G9175-CK,G9175,0.01
ST  SPEECH LANG GOAL G9175-CL,G9175,0.01
ST  SPEECH LANG GOAL G9175-CM,G9175,0.01
ST  SPEECH LANG GOAL G9175-CN,G9175,0.01
ST SPEECH LANG GOAL STATUS,G9175,0.01
ST  SPEECH LANG DC G9176-CH,G9176,0.01
ST  SPEECH LANG DC G9176-CI,G9176,0.01
ST  SPEECH LANG DC G9176-CJ,G9176,0.01
ST  SPEECH LANG DC G9176-CK,G9176,0.01
ST  SPEECH LANG DC G9176-CL,G9176,0.01
ST  SPEECH LANG DC G9176-CM,G9176,0.01
ST  SPEECH LANG DC G9176-CN,G9176,0.01
ST SPEECH LANG D/C STAT,G9176,0.01
ST  MOTOR SPEECH GOAL G9186-CH,G9186,0.01
ST  MOTOR SPEECH GOAL G9186-CI,G9186,0.01
ST  MOTOR SPEECH GOAL G9186-CJ,G9186,0.01
ST  MOTOR SPEECH GOAL G9186-CK,G9186,0.01
ST  MOTOR SPEECH GOAL G9186-CL,G9186,0.01
ST  MOTOR SPEECH GOAL G9186-CM,G9186,0.01
ST  MOTOR SPEECH GOAL G9186-CN,G9186,0.01
ST MOTOR SH GOAL STATUS,G9186,0.01
ACETADOTE 6000MG VIAL IV,J0132,440.00
ACYCLOVIR 500MG INJECTION,J0133,14.00
