Charge Identifier,CDM Description, 2019 Price 
30040577,HC Aspergillus Precipitins AB, $53.00 
30040578,HC Allergen Profile Latex, $78.00 
30040579,HC Allergens Nut, $12.00 
30040580,HC Penicillin Allergy Panel., $5.00 
30040582,HC Yersinia Immunoblot IgG/M/A., $132.00 
30040584,HC VAP LDL Cholesterol., $77.00 
30040585,HC VAP Triglycerides., $51.00 
30040586,HC Lymph Stimulation Panel., $230.00 
30040587,HC ASPER IgE Serum, $59.00 
30040588,HC ASPER Asp fumigatus IgE, $51.00 
30040589,HC ASPER Asp fumigatus IgG, $50.00 
30040590,HC BIRD IgE Serum, $27.00 
30040591,HC BIRD Chicken Feathers IgE, $22.00 
30040592,HC BIRD Canary Drop Gel, $47.00 
30040593,HC FAP MUTATION., $702.00 
30040594,HC Q Fever IgG/M., $65.00 
30040595,HC ARBO Cal Enceph IgG CSF, $66.00 
30040596,HC ARBO E Eq Enceph IgG CSF, $66.00 
30040597,HC ARBO STL Enceph IgG CSF, $66.00 
30040598,HC ARBO W Eq Enceph IgG CSF, $66.00 
30040599,HC ARBO West Nile IgG CSF, $72.00 
30040601,HC ARBO Cal Enceph IgM CSF, $133.00 
30040602,HC ARBO E Eq Enceph IgM CSF, $133.00 
30040603,HC ARBO STL Enceph IgM CSF, $133.00 
30040604,HC ARBO W Eq Enceph IgM CSF, $133.00 
30040605,HC ARBO West Nile IgM CSF, $142.00 
30040606,HC MACRO AMYLASE TOTAL., $135.00 
30040607,HC MACRO AMYLASE MONOMERIC., $134.00 
30040608,HC Salmonella Typhi Antibodies., $55.00 
30040609,HC Alpha Gal Beef IgE, $9.00 
30040610,HC Alpha Gal IgE, $28.00 
30040611,HC LEISHMANIA ANTIBODIES, $37.00 
30040612,HC GM1 IgG/IgM, $83.00 
30040613,HC MOTOR GM1 IgG, $93.00 
30040614,HC MOTOR GM1 IgM, $95.00 
30040615,HC Paraneoplastic CSF, $185.00 
30040616,HC PARANEOPLASTIC, $688.00 
30040617,HC Pneumococcal Ab Serotypes., $20.00 
30040618,HC SULFATIDE AUTO AB., $85.00 
30040619,HC PORPHYRINS., $440.00 
30040620,HC Francisella tularensis IgG/M., $184.00 
30040621,HC B. burgdorferi IgG/M CSF, $79.00 
30040627,HC Dengue Fever IgG/M, $113.00 
30040628,HC BART QUINTANA IGG/M CSF., $51.00 
30040629,HC Toxo gondii IgG CSF, $66.00 
30040631,HC Toxo gondii IgM CSF, $66.00 
30040635,HC CMV IgG CSF, $62.00 
30040636,HC CMV IgM CSF PANEL, $75.00 
30040637,HC Rocky Spotted Fever CSF, $105.00 
30040638,HC FUNG Coccidioides CSF, $23.00 
30040639,HC FUNG Blastomyces CSF, $23.00 
30040641,HC FUNG Histoplasma CSF, $53.00 
30040642,HC FUNG Aspergillus CSF, $58.00 
30040643,HC Microsporidia Stain, $55.00 
30040644,HC Bill Microsporidia Stain, $50.00 
30040645,HC Histoplasma CSF, $66.00 
30040648,HC Huntington Southern Blot.," $1,335.00 "
30040649,HC Hantavirus IM, $158.00 
30040650,HC HANTAVIRUS IGM., $316.00 
30040651,HC Myositis Panel., $46.00 
30040655,HC NMR LDL-C., $87.00 
30040656,HC NMR Cholesterol Total., $39.00 
30040662,HC CHLAM PSITTACI CULT., $55.00 
30040663,HC CHLAM TRACHOMATIS CULT, $78.00 
30040664,HC SUPSAT Oxalates Urine, $22.00 
30040665,HC BART HENSELAE IGG/M CSF., $51.00 
30040666,HC INFLUENZA A H1N1 PCR, $209.00 
30040669,HC N-telopeptide Urine, $28.00 
30040671,HC Myasthenia Gravis AChR Mod, $209.00 
30040673,HC MTB AFB SUSCEPT, $39.00 
30040680,HC ELUTION ANTIBODY, $388.00 
30040685,HC ELUTION SCREEN, $722.00 
30040690,HC ELUTION ANTIBODY (BILL ONLY), $388.00 
30040700,HC FETAL BLOOD SCREEN, $745.00 
30042300,HC PLATELET POOL WASHING, $450.00 
30042800,HC IRRADIATION, $301.00 
30042820,HC KLEIHAUER, $947.00 
30042825,HC KLEIHAUER BETKE, $947.00 
30042874,HC DAT PUBS, $185.00 
30042880,HC RH TYPING, $129.00 
30042960,HC POOLING COMMUNITY BLOOD CENTER, $256.00 
30042980,HC POOLING COMPONENT, $525.00 
30043370,"HC SPLITTING BLOOD, EACH UNIT", $120.00 
30043610,"HC COAGULATION TIME, TEG", $185.00 
30043620,"HC FIBRINOGEN, ACTIVATED TEG", $205.00 
30043630,"HC PLATELET AGGREGATION, TEG", $272.00 
30043640,"HC FIBRINOLYSINS, INTERP AND REPORT", $272.00 
30044000,HC ARTERIAL BLOOD GAS, $366.00 
30044010,HC ABG AND OXHEMOGLOBIN, $431.00 
30044020,HC ARTERIAL BLOOD GAS NEONATAL, $366.00 
30044070,HC ABG CORD BLOOD, $366.00 
30044110,HC BUN WHOLE BLOOD, $123.00 
30044112,HC LACTATE WHOLE BLOOD, $184.00 
30044114,HC CREATININE WHOLE BLOOD, $123.00 
30044116,HC TROPONIN WHOLE BLOOD, $223.00 
30044118,HC CKMB WHOLE BLOOD, $227.00 
30044120,HC CARBOXYHEMOGLOBIN, $81.00 
30044135,HC GLUCOSE ARTERIAL, $127.00 
30044136,HC GLUCOSE WHOLE BLD, $123.00 
30044140,HC HEMOGLOBIN WHOLE BLOOD, $120.00 
30044145,HC HIV STAT, $316.00 
30044180,HC IONIZED CALCIUM, $138.00 
30044190,HC LACTATE ARTERIAL, $184.00 
30044200,HC LACTATE VENOUS, $184.00 
30044210,HC POTASSIUM ARTERIAL, $69.00 
30044211,HC POTASSIUM WHOLE BLD, $123.00 
30044215,"HC BASIC META, IONIZED CALCIUM", $520.00 
30044225,HC ELECTROLYTES WHOLE BLOOD, $496.00 
30044231,HC CO2 WHOLE BLD, $123.00 
30044240,HC METHEMOGLOBIN, $72.00 
30044250,HC SODIUM WHOLE BLOOD, $52.00 
30044251,HC SODIUM WHOLE BLD, $123.00 
30044260,HC OXYHEMOGLOBIN, $75.00 
30044274,HC INR WHOLE BLOOD, $118.00 
30044280,HC OXHEMOGLOBIN VENEOUS, $75.00 
30044290,HC CHLORIDE WHOLE BLOOD, $54.00 
30044291,HC CHLORIDE WHOLE BLD, $123.00 
30044297,HC IONIZED CALCIUM WHOLE BLOOD, $138.00 
30044330,HC PH CORD ARTERIAL, $254.00 
30044340,HC PH VENOUS MISC, $254.00 
30044370,HC PH CORD VENOUS, $254.00 
30044420,HC VENOUS BLOOD GAS, $366.00 
30044430,HC VBG AND OXYHEMOGLOBIN, $425.00 
30044440,HC VENOUS BLOOD GAS NEONATAL, $366.00 
30044450,HC VBG CORD, $366.00 
30044500,HC VENOUS BLOOD GAS POC, $366.00 
30044600,HC FETAL FIBRONECTIN, $745.00 
30044640,HC AMNIOTIC FLUID DETECTION, $226.00 
30044800,HC ALCOHOL SERUM, $139.00 
30044820,HC AMMONIA, $353.00 
30044840,HC PROTEIN CSF, $341.00 
30044860,HC INFECTIOUS MONO TEST, $316.00 
30044880,HC LACTATE, $139.00 
30044920,HC PHENOBARBITOL, $404.00 
30044930,HC PHENYTOIN, $327.00 
30044940,HC SALICYLATE, $139.00 
30044950,HC THEOPHYLLINE, $232.00 
30045120,HC HOMOCYSTEINE, $501.00 
30045201,HC MEASURED LDL, $333.00 
30045202,HC MEASURED VLDL, $393.00 
30046340,HC DRAW SEND LABS, $139.00 
30046660,HC HEPATITIS PROFILE," $1,479.00 "
30047240,HC PRENATAL PROFILE 2," $2,300.00 "
30047250,HC PRENATAL LAB PANEL 2," $2,300.00 "
30047460,"HC SLRL TRAVEL, FLAT RATE", $104.00 
30047480,"HC VENIPUNCTURE, IN HOME", $69.00 
30050010,HC B CELLS CD19, $289.00 
30050135,HC CLOSTRIDIUM DIFFICILE BY PCR, $454.00 
30050140,HC CD3 MARKER, $289.00 
30050150,HC CD# PERCENTAGE, $289.00 
30050281,HC FACTOR V LEIDEN MUTATION," $1,270.00 "
30050331,HC BILL RESP PCR 87502, $549.00 
30050332,HC BILL RESP PCR 87503, $138.00 
30050333,HC BILL RESP PCR 87798, $232.00 
30050336,HC BILL RESP PCR 87486, $232.00 
30050337,HC BILL RESP PCR 87581, $232.00 
30050340,HC HIV I RNA BY PCR QUANT, $627.00 
30050350,HC HERPES SIMPLEX VIRUS (HSV) BY PCR, $413.00 
30050355,HC VARICELLA ZOSTER VIRUS BY PCR, $413.00 
30050570,HC CD4 CD8 COUNT AND RATIO, $499.00 
30050620,HC CD56, $289.00 
30050634,HC CD34 PROGENITOR CELLS, $415.00 
30050640,HC HIV CD4, $370.00 
30050910,HC CMV PCR QUAL," $1,277.00 "
30050915,HC CMV PCR QUANT, $602.00 
30051001,HC CHLAMYDIA PCR, $99.00 
30051001,HC CHLAMYDIA PCR - PATH, $92.00 
30051021,HC NEISSERIA GONORRHOEAE PCR, $99.00 
30051021,HC NEISSERIA GONORRHOEAE PCR - PATH, $92.00 
30051030,HC ENTEROVIRUS PCR, $732.00 
30051040,HC GROUP B STREP PCR, $413.00 
30051055,HC MRSA BY PCR, $413.00 
30051560,HC CD2 IMMUNE STATUS, $289.00 
30051580,HC CD5 IMMUNE STATUS, $289.00 
30051610,HC ACTIVATED T IMMUNE STATUS, $289.00 
30056011,HC CEE IFE PATH REVIEW, $75.00 
30060015,HC AFB DNA IDENTIFICATION WS, $299.00 
30060040,HC AFB SMEAR, $614.00 
30060050,HC CANDIDA DNA PROBE, $128.00 
30060100,HC CULTURE IDENTIFICATION ANAEROBIC, $64.00 
30060120,HC CULTURE IDENTIFICATION BACTERIAL, $64.00 
30060130,HC CULTURE IDENTIFICATION MOLD, $118.00 
30060150,HC CULTURE IDENT BETA LACTAMASE, $190.00 
30060170,HC CULTURE ADDITIONAL ORGANISM, $104.00 
30060180,HC CRYPTOCOCCAL ANTIGEN, $501.00 
30060185,HC CRYPTOCOCCAL ANTIGEN CSF, $501.00 
30060200,HC CRYPTOSPORIDIUM ANTIGEN, $995.00 
30060220,HC CULTURE AFB, $732.00 
30060230,HC AFB IDENTIFICATION CULTURE, $589.00 
30060240,HC CULTURE ANAEROBIC, $729.00 
30060250,HC CULTURE AFB BODY FLUID, $501.00 
30060255,HC TISSUE MACERATION, $104.00 
30060270,HC CONCENTRATION OF SPECIMEN, $158.00 
30060290,HC PNA FISH, $274.00 
30060300,HC CULTURE BLOOD AFB, $501.00 
30060310,HC DNA/RNA AMPLIFIED PROBE, $274.00 
30060340,HC CULTURE BLOOD FUNGAL, $500.00 
30060380,HC CULTURE BACTERIAL, $729.00 
30060400,HC CULTURE BODY FLUID W/ GRAM STAIN, $729.00 
30060460,HC CULTURE CATHETER, $729.00 
30060480,HC CULTURE CSF W/ GRAM STAIN, $729.00 
30060500,HC CULTURE CSF, $729.00 
30060510,"HC CULTURE, EAR", $729.00 
30060520,HC CULTURE ENVIRONMENTAL, $370.00 
30060540,HC CULTURE EYE, $729.00 
30060560,HC CULTURE EYE W/ GRAM STAIN, $729.00 
30060580,HC CULTURE FUNGAL, $831.00 
30060600,HC FUNGAL SPECIES IDENTIFICATION, $627.00 
30060620,HC CULTURE FUNGAL SKIN, $856.00 
30060630,HC CULTURE FUNGAL BODY FLUID, $500.00 
30060640,HC CULTURE GENITAL, $729.00 
30060660,HC CULTURE GENITAL W/ GRAM STAIN, $729.00 
30060745,"HC CULTURE, EAR WITH GRAM STAIN", $729.00 
30060780,HC CULTURE NEISSERIA, $729.00 
30060800,HC CULTURE RESPIRATORY, $729.00 
30060820,HC CULTURE RESPIRATORY W/ GRAM STAIN, $729.00 
30060840,HC CULTURE SPUTUM W/ GRAM STAIN, $729.00 
30060860,HC CULTURE SPUTUM, $729.00 
30060880,HC CULTURE STOOL, $729.00 
30060890,HC CULTURE VRE, $602.00 
30060900,HC CULTURE STREP GROUP B, $729.00 
30060920,HC CULTURE THROAT, $729.00 
30060940,HC CULTURE TISSUE W/ GRAM STAIN, $729.00 
30060960,HC CULTURE TISSUE, $729.00 
30061000,HC CULTURE URINE, $426.00 
30061020,HC CULTURE URINE W/ GRAM STAIN, $426.00 
30061040,HC CULTURE WOUND, $729.00 
30061060,HC CULTURE WOUND W/ GRAM STAIN, $729.00 
30061080,HC CYCLOSPORA SMEAR, $670.00 
30061100,HC HEMOCCULT, $62.00 
30061140,HC FUNGAL IDENTIFICATION, $118.00 
30061160,HC FUNGAL SMEAR, $243.00 
30061170,HC GARDNERELLA DNA PROBE, $128.00 
30061180,HC GASTROCCULT, $217.00 
30061190,HC GIARDIA DETECTION, $454.00 
30061200,HC GRAM STAIN, $243.00 
30061220,HC KIRBY BAUER SENSITIVITY, $524.00 
30061230,HC KIRBY BAUER SENSITIVITY INDIVID, $268.00 
30061235,HC KOH PREP, $232.00 
30061260,HC MALARIAL SMEAR, $831.00 
30061300,HC MIC SENSITIVITY, $481.00 
30061310,HC MIC E SENSITIVITY, $245.00 
30061360,HC PINWORM PREP, $914.00 
30061380,HC OVA AND PARASITE MACROSCOPIC, $305.00 
30061420,HC RAPID STREP SCREEN, $238.00 
30061435,HC RESPIRATORY VIRUS IF SCREEN, $772.00 
30061480,HC TRICHROME SMEAR, $831.00 
30061500,HC URINE IDENTIFICATION, $64.00 
30061520,"HC WET SMEAR VAGINAL, CERVICAL OR SKIN", $232.00 
30063020,HC RSV DETECTION, $551.00 
30063040,HC ROTAVIRUS DETECTION, $501.00 
30063320,HC PARAINFLUENZA 1 (RESP P), $191.00 
30063340,HC PARAINFLUENZA 2 (RESP P), $191.00 
30063360,HC PARAINFLUENZA 3 (RESP P), $191.00 
30063380,HC INFLUENZA A (RESP P), $191.00 
30063400,HC INFLUENZA B (RESP P), $191.00 
30063420,HC RSV RESP P, $191.00 
30063440,HC ADENOVIRUS (RESP P), $191.00 
30063659,HC VIRAL CULTURE MISCELLANEOUS., $776.00 
30065020,HC CMV IGG, $454.00 
30065030,HC DONOR CMV IGG, $454.00 
30065040,HC CMV IGM, $665.00 
30065065,HC MALARIA ANTIGEN, $454.00 
30065150,HC EPSTEIN BARR VIRUS PCR QUANT., $798.00 
30065180,HC FECAL BLOOD INPATIENT, $265.00 
30065200,HC FECAL BLOOD OCCULT, $26.00 
30065220,HC HELICOBACTOR PYLORI, $454.00 
30065240,HC HEPATITIS A TOTAL ABY, $270.00 
30065250,HC LEUKOTEST FOR FECAL WBCS, $252.00 
30065255,HC FECAL LACTOFERRIN, $252.00 
30065260,HC HEPATITIS A IGM, $422.00 
30065280,HC HEPATITIS B CORE ABY, $422.00 
30065300,HC HEPATITIS B SURFACE ANTIBODY, $454.00 
30065310,HC HEPATITIS B SURFACE ABY QT, $669.00 
30065320,HC HEPATITIS B SURFACE ANTIGEN, $365.00 
30065335,HC HEPATITIS C ANTIBODY, $328.00 
30065365,HC HIV 1 2 ANTIBODY, $316.00 
30065380,HC LYME DISEASE SEROLOGY, $545.00 
30065387,HC INFLUENZA A ANTIGEN, $274.00 
30065388,HC INFLUENZA B ANTIGEN, $274.00 
30065410,HC CHARGE FOR PBP2 TEST, $160.00 
30065415,HC SHIGA-TOXIN, $454.00 
30065416,HC CAMPYLOBACTER, $454.00 
30065420,HC MYCOPLASMA IGG, $501.00 
30065425,HC SHIGATOXIN ONE, $454.00 
30065430,HC SHIGATOXIN TWO, $454.00 
30065440,HC MYCOPLASMA IGM, $501.00 
30065500,HC RPR, $196.00 
30065510,HC RPR QUANT, $196.00 
30065520,HC RUBELLA IGG, $353.00 
30065545,HC RUBEOLA IGG ABY, $366.00 
30065570,HC TRICHOMONAS DNA PROBE, $128.00 
30065620,HC VARICELLA ZOSTER IGG, $366.00 
30065640,HC VDRL CSF, $316.00 
30065700,HC ADENOVIRUS SHELL VIAL, $365.00 
30065710,HC SALMONELLA TYPING, $160.00 
30065730,HC ENTEROVIRUS SHELL VIAL, $365.00 
30065740,HC INFLUENZA VIRUS SHELL VIAL, $365.00 
30065750,HC CMV SHELL VIAL, $365.00 
30065760,HC MISC VIRUS SHELL VIAL, $365.00 
30065761,HC C VIR HOMOGENIZATION, $55.00 
30065765,HC PROCALCITONIN, $420.00 
30065770,HC RESPIRATORY VIRUS SHELL VIAL, $365.00 
30065775,HC LATEX AGGLUTINATION, $129.00 
30065780,HC RSV SHELL VIAL, $365.00 
30065800,HC VARICELLA VIRUS SHELL VIAL, $365.00 
30065810,HC FUNGAL DNA PROBE IDENT, $299.00 
30065820,HC CMV NEUTRALIZATION, $338.00 
30066342,HC ACT EACH 30066342, $105.00 
30071086,HC CAFFEINE, $191.00 
30071144,HC CHOLINESTERASE SERUM, $84.00 
30071146,HC CHOLINESTERASE WHOLE BLOOD, $327.00 
30076661,"HC URINALYSIS WO MICRO, NON-AUTOMATED", $79.00 
30083438,HC PH MISCELLANEOUS, $157.00 
30095003,HC HPV PROBE HIGH RISK, $92.00 
30095069,HC ALPHA-1 ANTIRYPSIN PHENOTYPE, $45.00 
30096226,HC BLOOD COLLECT PORT A CATH, $69.00 
30096228,HC OP BLOOD COLLECT PICC/CENTRALINE, $69.00 
30099924,HC KOH PREPARATION, $85.00 
30099998,HC RAPID FLU TEST, $77.00 
30110790,HC B Type Natriuretic Peptide , $371.00 
30111450,"HC Cholinesterase, Serum", $168.00 
30111552,HC Myoglobin Screen, $285.00 
30111861,HC TRANSCORTIN, $54.00 
30111862,HC CORTISOL TOTAL, $76.00 
30111865,HC COTININE URINE, $356.00 
30112235,HC TOXICOLOGY SCREEN POC," $1,079.00 "
30112277,HC PSILOCIN URINE, $202.00 
30112279,HC BILL PSILOCIN CONFIRMATION, $153.00 
30112285,HC MEPERIDINE (DEMEROL) SCREEN M, $138.00 
30112289,HC URINE ETHENOL, $413.00 
30112581,HC DRUG PANEL 8-MEDICAL, $826.00 
30112582,HC DRUG PANEL 8-LEGAL, $826.00 
30112583,HC DRUG PANEL 8 AND ALCOHOL MEDICAL, $930.00 
30112584,HC DRUG PANEL 8 AND ALCOHOL LEGAL, $930.00 
30112585,HC DRUG PANEL 11 MEDICAL," $1,135.00 "
30112586,HC DRUG PANEL 11 LEGAL," $1,135.00 "
30112587,HC DRUG PANEL 11 AND ALCOHOL MEDICAL," $1,240.00 "
30112588,HC DRUG PANEL 11 AND ALCOHOL LEGAL," $1,240.00 "
30112591,HC AMPHETAMINE CONFIRM, $413.00 
30112592,HC BARBITURATE CONFIRM, $104.00 
30112593,HC BENZODIAZEPINE CONFIRM, $413.00 
30112594,HC TETRAHYDROCANNABINOL CONFIRM, $413.00 
30112597,HC COCAINE CONFIRM, $413.00 
30112598,HC PHENCYCLIDINE CONFIRM, $413.00 
30112599,HC PROPOXYPHENE CONFIRM, $413.00 
30112601,HC METHADONE CONFIRM, $413.00 
30112602,HC OPIATE CONFIRM, $413.00 
30112603,HC OXYCODONE/OXYMORP CONFIRM, $413.00 
30112991,HC BNP POC, $371.00 
30113004,HC TROPONIN POC, $213.00 
30113006,HC CK-MB POC, $218.00 
30113010,HC ABG POC, $350.00 
30113012,HC LACTATE POCC, $177.00 
30113561,HC Cholesterol pleural, $123.00 
30113562,HC Cholesterol ascites, $123.00 
30113563,HC Triglyceride pleural, $123.00 
30113564,HC Triglyceride ascites, $123.00 
30113565,HC Triglyceride jpdrain, $123.00 
30113566,HC Glucose pleural, $123.00 
30113567,HC Glucose ascites, $123.00 
30113568,HC Glucose jpdrain, $123.00 
30113569,HC Total protein pleural, $123.00 
30113570,HC Total protein ascites, $123.00 
30113571,HC Total protein jpdrain, $123.00 
30113572,HC Lactate dehydrogenase pleural, $123.00 
30113573,HC Lactate dehydrogenase ascites, $123.00 
30113574,HC Lactate dehydrogenase jpdrain, $123.00 
30113575,HC Amylase pleural, $128.00 
30113576,HC Amylase ascites, $128.00 
30113577,HC Amylase jpdrain, $128.00 
30113578,HC Lipase pleural, $252.00 
30113579,HC Lipase ascites, $252.00 
30113580,HC Lipase jpdrain, $252.00 
30113581,HC Albumin pleural, $123.00 
30113582,HC Albumin ascites, $123.00 
30113583,HC Albumin jpdrain, $123.00 
30113584,HC Creatinine pleural, $123.00 
30113585,HC Creatinine ascites, $123.00 
30113586,HC Creatinine jpdrain, $123.00 
30113587,HC Total bilirubin pleural, $123.00 
30113588,HC Total bilirubin ascites, $123.00 
30113589,HC Total bilirubin jpdrain, $123.00 
30113641,HC LEAD PED VENOUS, $217.00 
30113642,HC LEAD ADULT, $217.00 
30115810,HC VITAMIN E, $82.00 
30115840,HC VANCOMYCIN PEAK, $232.00 
30120570,"HC Porphobilinogen, Qn, 24-Hr Ur", $182.00 
30120915,"HC VEGF, SERUM", $464.00 
30120963,HC IMIPRAMINE TOFRANIL, $49.00 
30120967,HC DOXEPIN SINEQUAN, $394.00 
30120968,HC DESIPRAMINE ., $118.00 
30121064,HC CLONAZEPAM KLONOPIN, $272.00 
30121205,HC IL-2 RECEPTOR ALPHA, $484.00 
30121290,HC H PYLORI UREA BREATH TEST, $180.00 
30121351,HC KRAS 81276, $311.00 
30121375,HC KRAS GENE ANALYSIS, $353.00 
30121380,HC 5' NUCLEOTIDASE, $209.00 
30121385,HC ADALIMUMAB, $339.00 
30121390,HC SERIAL MONITORING, $339.00 
30121434,HC ZIPRASIDONE, $304.00 
30121449,HC POSACONAZOLE., $271.00 
30121481,HC FLUNITRAZEPAM ROHYPNOL URINE, $279.00 
30121488,HC GAMMA-HYDROXBUTYRIC ACID GHB, $224.00 
30121490,HC GHB CONFIRMATION, $180.00 
30121505,"HC CASR GENE, FULL GENE ANALYSIS"," $3,196.00 "
30121610,HC LP-PLA2 ACTIVITY, $84.00 
30130002,HC PRENATAL CHROMOSOME MICROARRAY," $3,346.00 "
30130004,HC POC TISSUE MICROARRAY," $2,230.00 "
30130006,HC DIRECT PRENATAL SNP CMA," $3,346.00 "
30130012,HC TAY SACHS ENZYME ANALYSIS, $176.00 
30130014,HC SMN1 COPY NUMBER ANALYSIS, $718.00 
30130016,HC SMN2 COPY NUMBER ANALYSIS, $319.00 
30130018,HC FRAGILE X TEST 81243, $335.00 
30130019,HC FRAGILE X TEST 81244, $336.00 
30130022,HC FRAGILE X CARRIER SCREEN, $351.00 
30130024,HC SOUTHERN BLOT FRAGILE X, $520.00 
30130026,HC TAY SACHS DNA ANALYSIS, $334.00 
30130028,HC FETAL HEMOGLOBIN, $409.00 
30130029,HC CHROMOSOME MICROARRAY," $2,175.00 "
30130445,HC LYSOSOMAL STORAGE DISORDERS, $23.00 
30130490,"HC NPM1 MUTATION ANALYSIS, PCR", $220.00 
30130492,HC FLT3 ITD, $293.00 
30130493,HC FLT3 D835, $366.00 
30131270,"HC DRUG SCREEN, MECONIUM", $390.00 
30131781,HC BLOOD SCREEN EXPANDED BLOOD, $209.00 
30131782,HC GLUTEN SENSITIVITY SCREEN, $155.00 
30131783,HC ANTIGLIADIN IGG, $59.00 
30131786,"HC DRUGS OF ABUSE, BLOOD", $301.00 
30131791,HC BLOOD SCREEN EXPANDED URINE, $209.00 
30133032,HC METHANOL 80320, $72.00 
30133050,HC BILL ITRACONAZOLE, $240.00 
30133654,HC PARANEOPLASTIC REFLEX WB 84182, $620.00 
30133672,HC PARANEOPLASTIC CPT 83519, $653.00 
30135086,HC RISPERIDONE, $113.00 
30135090,HC TRAZODONE, $62.00 
30139574,HC CSI IDH1, $280.00 
30139575,HC CSI IDH2, $430.00 
30140581,HC ETHYL GLUCURONIDE UR., $202.00 
30140622,HC BILL 83516, $95.00 
30140623,HC BILL 83520, $95.00 
30140630,HC PHENYLALANIN 2, $166.00 
30143099,HC BILL HUMAN ERYTHROCYTE ANTIGEN, $293.00 
30144030,HC ARTERIAL BLOOD GAS ISTAT, $366.00 
30144040,HC ARTERIAL BLOOD GAS POC, $366.00 
30144213,HC BASIC META IONIZED CALCIUM, $520.00 
30144351,HC pH Pleural, $157.00 
30144470,HC Venous Blood Gas ISTAT., $366.00 
30147260,HC PRENATAL PROFILE 3, $236.00 
30150005,HC AML MUTATIONAL ANALYSIS, $842.00 
30150301,HC HEMOCHROMATOSIS MUTATION, $381.00 
30150731,HC PROTHROMBIN GENE MUTATION," $1,225.00 "
30150750,HC JAK 2 MUTATION, $414.00 
30150759,HC JAK2 REFLEX, $414.00 
30150760,HC BILL 81219, $789.00 
30150761,HC BILL 81403, $718.00 
30150762,HC BILL 81402, $990.00 
30150801,HC CYSTIC FIBROSIS MUTATION, $623.00 
30150845,"HC T-Cell Gene Rearrangement, PCR", $719.00 
30181784,HC IGE WHEAT, $16.00 
30191626,HC ALLOMAP," $3,075.00 "
30191684,HC INSULIN INDUCED CPEP SUPRESSION," $2,355.00 "
30191687,HC PDGFRA GIST, $439.00 
30191698,HC MYD88 MUTATION, $549.00 
30191706,HC IDH2 COMMON VARIANTS, $803.00 
30191849,HC IRON BINDING CAPACITY, $206.00 
30191851,HC TESTOSTERONE; FREE, $188.00 
30191853,HC IDH2, $430.00 
30191856,HC BILL NEWBORN SCID, $42.00 
30194467,HC IDH1 COMMON VARIANTS, $280.00 
30213013,HC Bill HSV 2 IgG Supplemental Test, $119.00 
30221030,HC SACCHAROMYCES CEREVISIAE IGG, $60.00 
30221037,HC SACCHAROMYCES CEREVISIAE IGA, $60.00 
30221065,HC C. PNEUMONIAE IGM SERUM, $78.00 
30221067,HC C. PSITTACI IGM SERUM, $78.00 
30221105,HC C. TRACHOMATIS IGM SERUM, $77.00 
30221115,HC RABIES NEUT.ABS TITRAT.(RFFIT), $146.00 
30221231,HC INHIBIN A ULTRASENSITIVE, $173.00 
30221270,"HC CHIKUNGUNYA ANTIBODY, IgG", $230.00 
30221275,"HC CHIKUNGUNYA ANTIBODY, IgM", $231.00 
30221558,HC TOXOPLASMA IGG CSF, $105.00 
30222138,HC PEANUT IGE RECOMB EACH, $36.00 
30230945,HC CA 15.3, $278.00 
30233656,HC PARANEOPLASTIC REFLEX 86255," $1,060.00 "
30233658,HC PARANEOPLASTIC REFLEX 86256, $404.00 
30233674,HC PARANEOPLASTIC CPT 86341, $535.00 
30234605,HC BILL RATE E, $51.00 
30235200,HC HSV TYPE I IGG, $242.00 
30235205,HC HSV TYPE II IGG, $242.00 
30240624,HC BILL 86255, $95.00 
30240676,HC HANTAVIRUS HGG, $269.00 
30240677,HC Echovirus AB, $113.00 
30250352,HC ZIKA  IGM, $199.00 
30250370,HC BILIL IMMUNE DEFICIENCY BRONCH, $264.00 
30250390,HC MONONUCLEAR CELL ANTIGEN, $289.00 
30265245,HC HAV IGG, $270.00 
30265450,HC QUANTIFERON GOLD TB, $321.00 
30512992,HC D DIMER POC, $509.00 
30520785,HC Factor XII Activity, $268.00 
30542360,HC TRANSFUSION REACTION I, $356.00 
30542380,HC TRANSFUSION REACTION II, $356.00 
30542400,HC TRANSFUSION REACTION III," $1,522.00 "
30591850,HC AUTOMATED RETICULOCYTE COUNT, $410.00 
30591852,HC MANUAL DIFF WBC COUNT B-COAT, $315.00 
30595789,HC NONAUTO ERYTHROCYTE SED RATE, $16.00 
30613522,HC H PYLORI UREASE., $227.00 
30621181,"HC PARASITE ID, WORM", $105.00 
30621269,HC CHIKUNGUNYA VIRUS RNA Ql PCR, $518.00 
30621300,HC BILL ORGANISM ID BY SEQUENCING, $264.00 
30621304,HC FLU RSV PCR, $765.00 
30621305,HC FLU PCR, $413.00 
30621310,HC RSV PCR, $413.00 
30621400,HC GRAM POSITIVE ROD SUSCEPTABILITY, $74.00 
30621470,HC CSF PANEL, $655.00 
30622048,HC HPV PROBE 16 18 45 IF PRFMD, $92.00 
30633033,HC HCV1NS5A, $848.00 
30633034,HC HCV1NS3, $848.00 
30633140,HC LEGIONELLA ANTIGEN URINE, $404.00 
30635210,HC VIRAL CULTURE GENERAL, $447.00 
30640652,HC BILL ONLY CARBAPENEMASE TESTING, $274.00 
30647248,"HC GIARDIA ANTIGEN, IMMUNOASSAY", $40.00 
