"SVCCD","Description","PRICE1","As of Date"
"45081121","ONDANSETRON 8MG (ODT) TAB     ",295.03,"2/5/2019"
"45081123","FULVESTRANT 250MG/5ML INJ     ",16291.68,"2/5/2019"
"45081131","OXALIPLATIN 50MG INJ          ",14758.43,"2/5/2019"
"45081144","BORTEZOMIB 3.5MG INJ          ",20606.75,"2/5/2019"
"45081162","PALONOSETRON 0.25MG/5ML INJ   ",6010.02,"2/5/2019"
"45081164","BIVALIRUDIN 1MG INJ           ",30.62,"2/5/2019"
"45081170","BEVACIZUMAB 100MG INJ         ",9793.02,"2/5/2019"
"45081177","DAPTOMYCIN 1MG INJ            ",52.87,"2/5/2019"
"45081178","CETUXIMAB 2MG/ML 50ML INJ     ",8425.28,"2/5/2019"
"45081182","ACETYLCYSTEINE 200MG/ML 30ML I",1977.42,"2/5/2019"
"45081198","BIVALIRUDIN 250MG INJ         ",12718.37,"2/5/2019"
"45081202","AZACITIDINE 100MG INJ         ",5539.31,"2/5/2019"
"45081209","BERACTANT 8ML                 ",11222.27,"2/5/2019"
"45081223","IBANDRONATE SODIUM 3MG/3ML INJ",6268.69,"2/5/2019"
"45081227","MICAFUNGIN 50MG INJ           ",1156.25,"2/5/2019"
"45081231","DECITABINE 50MG INJ           ",14910.85,"2/5/2019"
"45081241","ZOLEDRONIC ACID 5MG 100ML INJ ",6718.74,"2/5/2019"
"45081242","ABATACEPT 250MG INJ           ",6654.17,"2/5/2019"
"45081249","PEMETREXED 100MG INJ          ",6487.68,"2/5/2019"
"45081257","MICAFUNGIN 100MG INJ          ",2034.04,"2/5/2019"
"45081267","ROMIPLOSTIM 250MCG/0.5ML      ",12241.19,"2/5/2019"
"45081279","CERTOLIZUMAB 400MG KIT        ",20802.00,"2/5/2019"
"45081289","CABAZITAXEL 60MG INJ          ",77034.04,"2/5/2019"
"45081296","RASBURICASE 0.5MG INJ         ",1646.02,"2/5/2019"
"45081297","FOSAPREPITANT 150MG INJ       ",1930.29,"2/5/2019"
"45081298","RABIES VACCINE IM             ",2522.51,"2/5/2019"
"45081304","EPOETIN ALFA 1000U/0.1ML      ",140.26,"2/5/2019"
"45081305","EPOETIN ALFA 1000U/0.05ML     ",147.89,"2/5/2019"
"45081306","EPOETIN ALFA 1000U/0.025ML    ",144.98,"2/5/2019"
"45081308","DOCETAXEL 1MG INJ             ",4.27,"2/5/2019"
"45081311","TOCILIZUMAB 400MG/20ML INJ    ",14537.95,"2/5/2019"
"45081312","TOCILIZUMAB 80MG/4ML INJ      ",2566.83,"2/5/2019"
"45081314","PACLITAXEL PROTEIN 1MG INJ    ",82.55,"2/5/2019"
"45081348","CARFILZOMIB 60MG INJ          ",12479.87,"2/5/2019"
"45081351","ZIV-AFLIBERCEPT 25MG/ML 4ML   ",12900.92,"2/5/2019"
"45081370","TBO-FILGRASTIM 300MCG/.5ML INJ",1795.38,"2/5/2019"
"45081371","TBO-FILGRASTIM 480MCG/.8ML INJ",2873.35,"2/5/2019"
"45082031","ALPHA-1 PRTNSE INHIBIT 10MG   ",45.02,"2/5/2019"
"45082202","PANITUMUMAB 100MG/5ML INJ     ",8462.17,"2/5/2019"
"45083050","PERTUZUMAB 420MG/14ML INJ     ",29439.06,"2/5/2019"
"45090010","PAMIDRONATE 30MG INJ          ",5016.27,"2/5/2019"
"45090030","GOSERELIN 3.6 MG SYRINGE      ",3888.05,"2/5/2019"
"45095552","ALPROSTADIL 500MCG/ML INJ     ",3203.69,"2/5/2019"
"45096666","ALTEPLASE 100MG INJ           ",25202.98,"2/5/2019"
"45097018","ARGATROBAN 100MG/ML 2.5ML INJ ",12945.99,"2/5/2019"
"45097028","DOXORUBICIN LIPO 2MG/ML 10ML  ",12420.45,"2/5/2019"
"45097063","CROTALIDAE POLY IMMUNE FAB    ",18752.38,"2/5/2019"
"45097064","ZOLEDRONIC ACID 4MG INJ       ",9990.51,"2/5/2019"
"45097156","GEMCITABINE 1GM INJ           ",6584.07,"2/5/2019"
"45097512","TIROFIBAN 12.5MG 250ML        ",4818.04,"2/5/2019"
"45400005","AEROSOL HHN NEBTX INIT        ",617.82,"2/5/2019"
"45400012","DULERA 100MCG/5MCG PER DOSE   ",19.81,"2/5/2019"
"45400013","DULERA 200MCG/5MCG PER DOSE   ",20.07,"2/5/2019"
"45400015","PULSE OX SINGLE DETERMINATION ",13.56,"2/5/2019"
"45400041","BECLOMETHASONE PER DOSE       ",7.14,"2/5/2019"
"45400294","BLD GAS, O2 SAT ONLY",170.46,"2/5/2019"
"45400469","AEROSOL NEBULIZER TX SUBSEQUEN",617.82,"2/5/2019"
"45401031","SPIROM P&P B-D P/F STUDY      ",1157.22,"2/5/2019"
"45402113","VENTILATOR MGMT EA SUB DAY    ",1494.82,"2/5/2019"
"45402208","SPUTUM COLLECTION             ",689.38,"2/5/2019"
"45402403","ARTERIAL PUNCTURE   ",328.57,"2/5/2019"
"45403109","CPT W/POSTURAL DRAINAGE SUB   ",196.56,"2/5/2019"
"45408019","PULSE OXIMETRY CONT OVERNIGHT ",530.95,"2/5/2019"
"45408882","CPR                           ",1330.16,"2/5/2019"
"45409027","INHALER MDI TX SUBSQ          ",617.82,"2/5/2019"
"45409028","INITIAL INHALER (MDI) TX      ",617.82,"2/5/2019"
"45410008","VENTILATOR MGMT FIRST DAY     ",2489.09,"2/5/2019"
"45410049","IPRATROPIUM BROMIDE 2.5ML INH ",10.13,"2/5/2019"
"45410056","SODIUM CHLORIDE 3ML IHN       ",16.49,"2/5/2019"
"45410069","PULMOZYNE                     ",73.66,"2/5/2019"
"45410094","BIPAP/CPAP INIT & MGMT        ",2225.37,"2/5/2019"
"45410110","RACEPINEPHRINE 2.25% .5CC     ",29.70,"2/5/2019"
"45410120","ACETYLCYSTINE 20% SOL         ",141.31,"2/5/2019"
"45410126","AERO/VAPOR INHAL SUB          ",617.82,"2/5/2019"
"45410142","AERO/VAPOR INHAL INITIAL      ",617.82,"2/5/2019"
"45412211","CAPILLARY PUNCTURE  ",247.38,"2/5/2019"
"45414000","NEWBORN REUSCITATION          ",1765.77,"2/5/2019"
"45414020","SIMPLE SPIROMETRY             ",605.28,"2/5/2019"
"45415004","DUONEB 0.5MG PER 3ML          ",15.62,"2/5/2019"
"45415030","CPT W VIBRATORY DEVICE INITIAL",617.82,"2/5/2019"
"45415031","CPT W VIBRATORY DEVICE SUB    ",196.56,"2/5/2019"
"45417505","DEMO/EVAL GEN/NEBUL/MDI/IPPB  ",617.82,"2/5/2019"
"45418000","ALBUTEROL 2.5MG/0.5ML INH SOLN",7.07,"2/5/2019"
"45420102","UPDRAFT 1ST TX                ",617.82,"2/5/2019"
"45420110","UPDRAFT TX SUBSQ              ",617.82,"2/5/2019"
"45420988","CARBON MONOXIDE QUAN",170.46,"2/5/2019"
"45445547","TIOTROPIUM 18MCG INHALER SGL  ",25.55,"2/5/2019"
"45454320","HYPER-SAL 7% INHALATION 4ML   ",4.20,"2/5/2019"
"45463578","CPT W/POSTURAL DRAINAGE       ",617.82,"2/5/2019"
"45497005","BUDESONIDE INH SUSP 0.25MG/2ML",1528.64,"2/5/2019"
"45497006","BUDESONIDE 0.5MG 2ML REPULE   ",92.36,"2/5/2019"
"45497024","MUCOMYST 4ML 10%              ",138.43,"2/5/2019"
"45497569","SODIUM CHLORIDE INHAL 3% 4ML  ",4.07,"2/5/2019"
"45497570","PULM FUNC TST PLESTHYSMOGRAPH ",605.28,"2/5/2019"
"45497572","CO/MEMBRANE DIFFUSE CAPACITY  ",502.67,"2/5/2019"
"45800373","ALBUMIN 25% 100ML             ",2299.84,"2/5/2019"
"45800374","ALBUMIN 25% 50ML              ",621.18,"2/5/2019"
"45800375","ALBUMIN 5% 250ML              ",1032.71,"2/5/2019"
"45803704","PHLEBOTOMY THERAPEUT",452.81,"2/5/2019"
"45804328","ALBUMIN 5% 500ML              ",2281.05,"2/5/2019"
"45809959","S-H 1 DONOR FFP     ",348.87,"2/5/2019"
"45809965","S-H CRYO EACH UNIT  ",282.87,"2/5/2019"
"45809982","S-H PLAT PHERE L-R  ",2252.62,"2/5/2019"
"45810045","ALBUMIN 5% 50ML VIAL          ",419.88,"2/5/2019"
"45810059","RHO(D) IMMUNE GLOB VIAL 300MCG",536.52,"2/5/2019"
"45815019","S-H PLAT IRRAD      ",585.29,"2/5/2019"
"45819132","KCENTRA; PER I.U              ",7.19,"2/5/2019"
"45832535","BLOOD PRODUCT IRRAD ",264.02,"2/5/2019"
"45833141","FETAL HGB KLEIH-BETK",160.75,"2/5/2019"
"45837529","OCTAGAM IV NONLYOPH LIQ 1GM   ",362.85,"2/5/2019"
"45897010","RABIES IMM GLOB 150U/ML 2 ML V",2901.86,"2/5/2019"
"45897011","RABIES IMM GLOB 150U/ML 10ML V",12021.42,"2/5/2019"
"45897033","S-H RBC LEUKO REDU  ",1145.16,"2/5/2019"
"45897033","UNIT RBC LEUKO REDU ",1145.16,"2/5/2019"
"45908060","OT EVAL- LOW COMP             ",408.48,"2/5/2019"
"45908061","OT EVAL- MOD COMP             ",408.48,"2/5/2019"
"45908062","OT EVAL- HGH COMP             ",408.48,"2/5/2019"
"45910181","PARAFFIN BATH/-GO             ",36.36,"2/5/2019"
"45910185","IONTOPHORESIS/15MIN/-GO       ",108.18,"2/5/2019"
"45910186","CONTRAST BATH/15MIN/-GO       ",262.96,"2/5/2019"
"45910187","THERA EXERCISE/15MIN/-GO      ",110.32,"2/5/2019"
"45910188","NEUROMUSC RE-ED/15MIN/-GO     ",285.90,"2/5/2019"
"45910190","VISUAL SPATIAL RETRAIN/-GO    ",249.66,"2/5/2019"
"45910196","MANUAL THERAPY/15MIN/-GO      ",102.56,"2/5/2019"
"45910200","THERAPEUTIC ACT/15MIN/-GO     ",119.25,"2/5/2019"
"45910208","COGNITIVE TRAIN/15MIN/-GO     ",183.28,"2/5/2019"
"45915123","E STIM UNATTEND NON-WOUND GO  ",231.60,"2/5/2019"
"45916724","ULTRASOUND/15MIN              ",301.64,"2/5/2019"
"45916876","ACT DAILY LIV/15MIN/-GO       ",121.53,"2/5/2019"
"45935244","OT RE-EVAL                    ",181.91,"2/5/2019"
"45997019","APP LONG ARM SPLINT/GO        ",478.83,"2/5/2019"
"45997021","APP SHORT ARM STAT/GO         ",493.32,"2/5/2019"
"45997031","SENSORY INTEGRATION/GO        ",249.66,"2/5/2019"
"46208000","PT EVAL- LOW COMP             ",364.68,"2/5/2019"
"46210307","PT RE-EVALUATION/-GP          ",147.03,"2/5/2019"
"46210311","TRACTION MECHANICAL/-GP       ",401.13,"2/5/2019"
"46210313","VASOPNEUMATIC DEVICES/-GP     ",583.13,"2/5/2019"
"46210319","IONTOPHORESIS/15MIN/-GP       ",108.18,"2/5/2019"
"46210321","ULTRASOUND/15MIN/-GP          ",301.64,"2/5/2019"
"46210326","THERAPEUTIC EX/15MIN/-GP      ",110.32,"2/5/2019"
"46210327","NEURO RE-ED/15MIN/-GP         ",285.90,"2/5/2019"
"46210328","AQUATIC EXER/15MIN/-GP        ",318.19,"2/5/2019"
"46210329","GAIT TRAINING/15MIN/-GP       ",253.74,"2/5/2019"
"46210334","MANUAL THERAPY/15MIN/-GP      ",102.56,"2/5/2019"
"46210335","THER PROC GROUP 2/MORE IND-GP ",186.07,"2/5/2019"
"46210338","THERAP ACT 1:1/15MIN/-GP      ",119.25,"2/5/2019"
"46210339","ADL/15MIN/-GP                 ",121.53,"2/5/2019"
"46210341","WHEELCHAIR MNGT/15MIN/-GP     ",206.03,"2/5/2019"
"46210345","FUNCT CAP TEST 15 MIN/-GP     ",210.20,"2/5/2019"
"46210351","APP FINGER SPL STATIC/-GP     ",324.41,"2/5/2019"
"46210354","APPL UNNA BOOT/-GP            ",478.83,"2/5/2019"
"46210401","STRAPPING ANKLE/-GP           ",478.83,"2/5/2019"
"46210413","PARAFFIN BATH                 ",36.36,"2/5/2019"
"46215123","E STIM UNATTEND NON-WOUND GP  ",322.32,"2/5/2019"
"46216938","ULTRASOUND/15MIN              ",301.64,"2/5/2019"
"46223895","PROS TRAIN UP/LO EXT15M PT    ",137.29,"2/5/2019"
"46245467","CANALITH REPOSITIONING GP     ",151.56,"2/5/2019"
"46280801","PT EVAL- MOD COMP             ",364.68,"2/5/2019"
"46280802","PT EVAL- HGH COMP             ",364.68,"2/5/2019"
"46312004","PET&CT SKULL/THIGH            ",9582.91,"2/5/2019"
"46312005","PET&CT WHOLE BODY             ",9582.91,"2/5/2019"
"46313900","TUMOR LOCAL WHOLE BODY>1DAY   ",4340.63,"2/5/2019"
"46320101","THYROID IMAGING W UPTAKE      ",1427.78,"2/5/2019"
"46333066","KIDNEY W/FLOW&FUNCT W/ PHARM  ",1556.57,"2/5/2019"
"46334234","LEX/REGADENOSON .08MG/ML5MLSYR",545.67,"2/5/2019"
"46339030","BONE IMAGING LIMITED AREA     ",1838.00,"2/5/2019"
"46378070","PARATHYROID SCAN              ",2684.74,"2/5/2019"
"46378264","GASTRIC EMPTYING SCAN         ",1709.48,"2/5/2019"
"46378278","GI BLEEDING SCAN ACUTE        ",1556.57,"2/5/2019"
"46378290","MECKELS DIVERTICULUM SCAN     ",1193.87,"2/5/2019"
"46378306","BONE IMAGING WHOLE BODY       ",5474.18,"2/5/2019"
"46378315","BONE IMAGING 3 PHASE          ",2197.99,"2/5/2019"
"46378472","CARD BLOOD POOL IMG SNGL STUDY",1882.37,"2/5/2019"
"46378580","LUNG PERFUSION                ",2872.32,"2/5/2019"
"46389730","NM BRAIN SCAN <4 STATIC W/FLOW",2034.77,"2/5/2019"
"46395807","HEPATOBILIARY SYSTEM IMAGING  ",3134.46,"2/5/2019"
"46395808","HEPATOBIL SYST IMAGE W DRUG   ",3134.46,"2/5/2019"
"46395809","LUNG VENTILATION IMAGING      ",2953.23,"2/5/2019"
"46395810","LUNG VENTILAT&PERFUS IMAGING  ",5825.56,"2/5/2019"
"46398015","MYOCARD PERF SPECT MULT STDY  ",6068.68,"2/5/2019"
"46398017","MYOCARD PERF SPECT MULT STDY  ",5516.98,"2/5/2019"
"47200905","PAIN MGMNT LEVEL I            ",1352.03,"2/5/2019"
"47200906","PAIN MGMNT LEVEL II           ",2296.13,"2/5/2019"
"47200907","PAIN MGMNT LEVEL III          ",2843.45,"2/5/2019"
"47200908","PAIN MGMNT LEVEL IV           ",3291.40,"2/5/2019"
"47211030","CLINIC VISIT NEW INTERMED LEV3",213.48,"2/5/2019"
"47211046","ESTB VISIT - LEVEL TWO        ",140.45,"2/5/2019"
"47350400","EKG                           ",75.28,"2/5/2019"
"47650323","SKIN TEST, TB INTRA ",19.15,"2/5/2019"
"47650400","EKG                           ",75.28,"2/5/2019"
"47700007","CHEMO IV PUMP GT 8HR          ",915.15,"2/5/2019"
"47700524","IV HYDRATION 1 HR             ",668.93,"2/5/2019"
"47700525","IV HYDRAT EA ADD HR           ",219.54,"2/5/2019"
"47700526","IV THERAPY DX 1 HR            ",540.12,"2/5/2019"
"47700527","IV THERAPY EA AD HR           ",144.56,"2/5/2019"
"47700528","IV THER AD SEQ 1 HR           ",200.93,"2/5/2019"
"47700529","CONCURRENT IV THER            ",82.01,"2/5/2019"
"47700536","REFIL MAIN PORT PUMP          ",569.14,"2/5/2019"
"47700538","BLD COLLECT VAD               ",237.04,"2/5/2019"
"47700545","ADMIN FLU VACCINE             ",138.33,"2/5/2019"
"47700547","ADMIN OF VACCINE              ",265.87,"2/5/2019"
"47700549","CHEMO IV INFU 1ST HR          ",1070.01,"2/5/2019"
"47700550","CHEMO IV IN EA AD HR          ",200.93,"2/5/2019"
"47700551","CHEMO IV EA SEQ INF           ",318.92,"2/5/2019"
"47700552","CHEMO IV PUSH                 ",651.51,"2/5/2019"
"47700553","CHEMO EA AD IV PUSH           ",318.92,"2/5/2019"
"47700569","BLD DRAW CENTRAL LN           ",223.11,"2/5/2019"
"47700570","SQ INFUSION INI 1 HR          ",721.19,"2/5/2019"
"47711800","ADMIN PNEUMO VACCINE          ",200.93,"2/5/2019"
"47711801","ADMIN FLU VACCINE             ",151.79,"2/5/2019"
"47727506","CHEMO SQ/IM HORM ANTI-NEOP    ",211.35,"2/5/2019"
"47727507","CHEMO SQ/IM NON-HORM ANTI-NEOP",192.68,"2/5/2019"
"47727508","IRRIGATE IMPLANTED VAD        ",327.94,"2/5/2019"
"47736000","CLINIC LEVEL EST 1            ",367.68,"2/5/2019"
"47740000","BLOOD ADMIN                   ",1191.94,"2/5/2019"
"47740852","IV PUSH ONE/FIRST DRUG        ",491.35,"2/5/2019"
"47740853","IV PUSH EA ADDL NEW DRUG      ",400.40,"2/5/2019"
"47750823","IV PUSH SAME DRUG/SUB 31M     ",502.36,"2/5/2019"
"47754008","INJ THER/DX IM/SQ             ",501.35,"2/5/2019"
"47797004","MINOR PROCEDURE               ",758.07,"2/5/2019"
"47797006","MAJOR PROCEDURE               ",1095.64,"2/5/2019"
"47797076","INJ VACCINE INITIAL           ",291.28,"2/5/2019"
"48000001","ER DEPT BASIC VISIT           ",360.78,"2/5/2019"
"48000510","ER DEPT LIMITED VISIT         ",530.41,"2/5/2019"
"48000515","ER DEPT INTERMEDIATE VISIT    ",815.63,"2/5/2019"
"48000517","ER DEPT EXTENSIVE VISIT       ",1252.74,"2/5/2019"
"48000520","ER DEPT MAJOR VISIT           ",1849.01,"2/5/2019"
"48000629","CARDIOVERSION ELECTIVE EXT    ",1765.77,"2/5/2019"
"48008094","MODSED SAMEGT5 1ST15          ",168.94,"2/5/2019"
"48008095","MODSED SAME U5 1ST15          ",168.94,"2/5/2019"
"48008097","MODSED OTH U5 1ST15           ",168.94,"2/5/2019"
"48010002","CRITICAL CARE 30-74 MIN       ",2465.49,"2/5/2019"
"48010006","ER EMTALA MED SCREENING       ",286.50,"2/5/2019"
"48010027","CRITICAL CARE EA ADD 30MIN    ",321.01,"2/5/2019"
"48010050","CATH URINE SPECIMEN ",350.29,"2/5/2019"
"48012950","CPR                           ",1452.30,"2/5/2019"
"48030082","EKG-ER                        ",294.51,"2/5/2019"
"48040846","IV INFUSION HYDRATION 31M-1HR ",472.03,"2/5/2019"
"48040847","IV INFUSION HYDRATION ADDL HR ",122.27,"2/5/2019"
"48040848","IV INFUSION THX/PX/DX FIRST HR",651.51,"2/5/2019"
"48040849","IV INFUSION THX/PX/DX ADDL HR ",141.87,"2/5/2019"
"48040850","IV INFUSION ADDL SEQ 1HR      ",200.93,"2/5/2019"
"48040851","IV INFUSION CONCURRENT        ",74.77,"2/5/2019"
"48040852","IV PUSH ONE/FIRST DRUG        ",501.35,"2/5/2019"
"48040853","IV PUSH EA ADDL NEW DRUG      ",499.58,"2/5/2019"
"48040860","IV PUSH ONE/FIRST DRUG ED     ",501.35,"2/5/2019"
"48040861","IV PUSH EA ADDL NEW DRUG ED   ",499.58,"2/5/2019"
"48060823","IV PUSH SAME DRUG/SUB 31M NO E",503.32,"2/5/2019"
"48097000","ER PROCED MINOR               ",568.73,"2/5/2019"
"48097001","ER PROCED INTERMED            ",1801.06,"2/5/2019"
"48097002","ER PROCED MAJOR               ",4043.66,"2/5/2019"
"48097036","ENDOTRACH INTUB; EMERGENCY    ",753.02,"2/5/2019"
"48097500","INJ THER/DX IM/SQ             ",316.30,"2/5/2019"
"48097504","VACCINE (INITIAL)             ",291.28,"2/5/2019"
"48097505","VACCINE (ADDITIONAL)          ",333.00,"2/5/2019"
"48098158","I&D PILONIDAL CYST            ",607.84,"2/5/2019"
"48098159","FB REMOVAL SUBQ TISSUE SIMPLE ",1212.10,"2/5/2019"
"48098264","REDUCTION SHOULDER            ",802.47,"2/5/2019"
"48098269","ELBOW DISLOCATION LT          ",802.47,"2/5/2019"
"48098272","RED NURSEMAID ELBOW LT        ",802.47,"2/5/2019"
"48098273","REDUCTION DIGIT               ",721.64,"2/5/2019"
"48098275","REDUCTION HIP LT              ",650.20,"2/5/2019"
"48098276","REDUCTION KNEE RT             ",802.47,"2/5/2019"
"48098277","REDUCTION KNEE LT             ",802.47,"2/5/2019"
"48098279","REDUCTION ANKLE RT            ",802.47,"2/5/2019"
"48098280","REDUCTION ANKLE LT            ",802.47,"2/5/2019"
"48098282","REDUCTION TOES                ",802.47,"2/5/2019"
"48098283","SUGAR TONG SPLINT RT          ",479.88,"2/5/2019"
"48098284","SUGAR TONG SPLINT LT          ",479.88,"2/5/2019"
"48098286","SPLINT DISTAL UE RT           ",494.43,"2/5/2019"
"48098287","SPLINT DISTAL UE LT           ",494.43,"2/5/2019"
"48098288","SPLINT DISTAL UE BILAT        ",766.42,"2/5/2019"
"48098306","LONG LEG SPLINT RT            ",479.88,"2/5/2019"
"48098307","LONG LEG SPLINT LT            ",479.88,"2/5/2019"
"48098309","SHORT LEG SPLINT RT           ",479.88,"2/5/2019"
"48098310","SHORT LEG SPLINT LT           ",492.71,"2/5/2019"
"48098325","FB REMOVAL NARE RT            ",494.43,"2/5/2019"
"48098326","FB REMOVAL NARE LT            ",494.43,"2/5/2019"
"48098328","EPISTAXIS CONTROL ANT SIMP RT ",494.43,"2/5/2019"
"48098329","EPISTAXIS CONTROL ANT SIMP LT ",494.43,"2/5/2019"
"48098334","EPISTAXIS CONTROL POST RT     ",486.85,"2/5/2019"
"48098335","EPISTAXIS CONTROL POST LT     ",486.85,"2/5/2019"
"48098344","CHEST TUBE INSERTION RT       ",2386.44,"2/5/2019"
"48098345","CHEST TUBE INSERTION LT       ",2482.20,"2/5/2019"
"48098352","CENTRAL LINE PLCMT >5 YRS     ",3667.02,"2/5/2019"
"48098354","S-IN PICC WOIMG GT5Y          ",3150.88,"2/5/2019"
"48098358","I&D PERIRECTAL AREA           ",10027.07,"2/5/2019"
"48098359","I&D PERIANAL AREA             ",5974.68,"2/5/2019"
"48098360","I&D EXT HEMORRHOID            ",802.31,"2/5/2019"
"48098364","BLADDER IRRIGATION            ",802.31,"2/5/2019"
"48098366","INSERTION ST CATHETER         ",494.43,"2/5/2019"
"48098367","INSERTION FOLEY CATHETER      ",494.43,"2/5/2019"
"48098368","INSERTION COUDE CATHETER      ",715.77,"2/5/2019"
"48098369","I&D PERINEAL ABSCESS          ",848.76,"2/5/2019"
"48098370","I&D BARTHOLINS GLAND          ",606.27,"2/5/2019"
"48098375","LUMBAR PUNCTURE               ",1447.08,"2/5/2019"
"48098379","FB REMOVAL EYE RT             ",378.49,"2/5/2019"
"48098380","FB REMOVAL EYE LT             ",378.49,"2/5/2019"
"48098382","FB REMOVAL CORNEA RT          ",399.41,"2/5/2019"
"48098383","FB REMOVAL CORNEA LT          ",413.41,"2/5/2019"
"48098386","FB REMOVAL EAR RT             ",494.43,"2/5/2019"
"48098387","FB REMOVAL EAR LT             ",494.43,"2/5/2019"
"48098389","CERUMEN REMOVAL               ",281.67,"2/5/2019"
"48098392","GASTRIC LAVAGE                ",494.43,"2/5/2019"
"48098393","SIMP EXTR/SCALP <2.5 CM       ",588.05,"2/5/2019"
"48098394","SIMP EXTR SCALP 2.6-7.5 CM    ",562.36,"2/5/2019"
"48098395","SIMP EXTR SCALP 7.6-12.5 CM   ",579.52,"2/5/2019"
"48098396","SIMP EXTR SCALP 12.6-20 CM    ",548.44,"2/5/2019"
"48098397","SIMP EXTR SCALP 20.1-30 CM    ",825.36,"2/5/2019"
"48098399","SIMP FACE/EARS < 2.5 CM       ",1912.04,"2/5/2019"
"48098400","SIMP FACE/EARS 2.6-5 CM       ",470.54,"2/5/2019"
"48098401","SIMP FACE/EARS 5.1-7.5 CM     ",505.29,"2/5/2019"
"48098402","SIMP FACE/EARS 7.6-12.5 CM    ",590.57,"2/5/2019"
"48098406","INTER TRNK/SCALP <2.5 CM      ",1008.78,"2/5/2019"
"48098407","INTER TRNK/SCALP 2.6-7.5 CM   ",1243.74,"2/5/2019"
"48098408","INTER TRNK/SCALP 7.6-12.5 CM  ",852.69,"2/5/2019"
"48098409","INTER TRNK/SCALP 12.6-20 CM   ",1614.22,"2/5/2019"
"48098412","INTER NECK/HND/FT <2.5CM      ",825.36,"2/5/2019"
"48098413","INTER NECK/HND/FT 2.6-7.5CM   ",1118.80,"2/5/2019"
"48098418","INTER FACE/EARS<2.5CM         ",1912.04,"2/5/2019"
"48098419","INTER FACE/EARS 2.6-5CM       ",852.69,"2/5/2019"
"48098421","INTER FACE/EARS 7.6-12.5CM    ",825.36,"2/5/2019"
"48098429","CMPLX EXTR/SCALP 2.6-7.5CM    ",1614.22,"2/5/2019"
"48098432","CMPLX FACE/HANDS 2.6-7.5CM    ",1932.86,"2/5/2019"
"48098440","TONGUE LAC<2.5CM              ",486.85,"2/5/2019"
"48098446","I&D ABSCESS/CYST SUBQ SIMPLE  ",622.60,"2/5/2019"
"48218007","IMMUNOASSAY, OTHER  ",1012.52,"2/5/2019"
"48510002","ANGIOTENSIN CONV ENZ",58.43,"2/5/2019"
"48510003","UA, NONAUTO W-SCOPE ",30.34,"2/5/2019"
"48510004","UA NONAUTO W-O SCOPE",23.60,"2/5/2019"
"48510009","MICROALB QNT        ",89.89,"2/5/2019"
"48510011","ALDOSTERONE         ",162.92,"2/5/2019"
"48510014","AFP SERUM           ",115.73,"2/5/2019"
"48510017","AMMONIA             ",86.52,"2/5/2019"
"48510019","ANA                 ",86.52,"2/5/2019"
"48510029","ASO,TITER           ",57.30,"2/5/2019"
"48510031","VITAMIN B-1         ",85.39,"2/5/2019"
"48510032","VITAMIN B-12        ",111.24,"2/5/2019"
"48510034","HCG QUANT           ",110.11,"2/5/2019"
"48510035","BETA-2 GLYCOPROT AB ",102.25,"2/5/2019"
"48510045","NATRIURETIC PEPTIDE ",135.96,"2/5/2019"
"48510052","TUMOR AG  CA 19-9   ",83.15,"2/5/2019"
"48510054","CALCIUM IONIZED     ",100.00,"2/5/2019"
"48510062","CCP ANTIBODY        ",51.69,"2/5/2019"
"48510065","CERULOPLASMIN       ",43.82,"2/5/2019"
"48510067","CHLMYD TRACH DNA AMP",140.45,"2/5/2019"
"48510074","ASSAY TOXIN/ANTITOXI",115.73,"2/5/2019"
"48510081","DIRECT COOMBS TEST  ",27.17,"2/5/2019"
"48510083","CORTISOL TOTAL      ",128.09,"2/5/2019"
"48510084","CPK ISOENZYMES      ",103.37,"2/5/2019"
"48510086","CREATINE            ",19.10,"2/5/2019"
"48510088","CREATININE CLEARANCE",79.78,"2/5/2019"
"48510089","CREATININE UR-OTHER ",44.94,"2/5/2019"
"48510090","C-REACTIVE PROTEIN  ",44.94,"2/5/2019"
"48510094","CULT BACT ANA ANY SO",84.27,"2/5/2019"
"48510095","CULT AEROBIC IDENTIF",86.52,"2/5/2019"
"48510101","CULT URINE W-P ID   ",68.54,"2/5/2019"
"48510108","DIGOXIN TOTAL       ",102.25,"2/5/2019"
"48510109","DIHYDROXY VITAMIN D ",153.93,"2/5/2019"
"48510113","DEOXYRIBONUCLEASE AB",49.44,"2/5/2019"
"48510114","EHRLICHIA AB        ",41.57,"2/5/2019"
"48510125","FACTOR VIII, AHG    ",71.91,"2/5/2019"
"48510130","FAT-LIPID FECES QUAL",39.33,"2/5/2019"
"48510131","LEUKOCY ASSES FEC QL",17.98,"2/5/2019"
"48510132","FERRITIN            ",129.21,"2/5/2019"
"48510135","FOLIC ACID RBC      ",69.66,"2/5/2019"
"48510136","FOLIC ACID SERUM    ",104.49,"2/5/2019"
"48510137","T3,FREE             ",121.35,"2/5/2019"
"48510138","FOLLICLE STIM HORM  ",125.84,"2/5/2019"
"48510142","N.GONORRHO,DNA,AMPPR",140.45,"2/5/2019"
"48510153","HAPTOGLOBIN, QUANT  ",88.76,"2/5/2019"
"48510166","HEPATITIS C AB TEST ",140.45,"2/5/2019"
"48510170","HEP BE AB           ",46.07,"2/5/2019"
"48510177","BASIC METABO CA TOTA",66.29,"2/5/2019"
"48510178","GENERAL HEALTH PANEL",175.28,"2/5/2019"
