Code,Description,Price,,,
8200022,Screw- Lag,"$1,683.00",,,
8200023,Drill Tip Passing Pin,$611.05,,,
8200024,Oxisensor Pediatric,$95.00,,,
8200025,Anchor System,"$2,018.50",,,
8200026,Glasscock Ear Drsg Kit,$110.00,,,
8200027,Apr Acetabular Insert,"$5,413.05",,,
8200028,Total Head,"$3,986.75",,,
8200029,*Articul/Eze Head,$0.00,,,
8200030,*Acetabular Cup, Pinnacle,$0.00,,
8200031,Pinnacle Acetabular Liner,"$6,516.50",,,
8200032,Oxisensor Infant,$124.00,,,
8200033,Bio Glue Cartridge,"$3,447.00",,,
8200034,Bio Glue Tips Long,"$2,011.00",,,
8200035,Cerclage Positioning Pin,$860.00,,,
8200036,Endo Cutter Pac Cruciate Kit,"$2,406.70",,,
8200037,Bone Cutter Blade,$930.00,,,
8200038,Screw, Schantz 4.0 X 60,$338.50,,
8200039,Screw, Schanz 5.0 X 150,$373.30,,
8200040,Paracentesis Tray,$365.00,,,
8200041,*Aortic Punch 4.0,$0.00,,,
8200042,Aortic Punch 4.4,$175.75,,,
8200043,Screw, Captured 6.4,"$1,269.95",,
8200044,Genesis Ii Resurf Patella Co,"$3,967.30",,,
8201079,*Plate, 4.5 Lcp 8 Hole Right,$0.00,,
8201080,Evac 70 Coblator 11,"$1,058.35",,,
8201081,Off Set Clear Guide,$836.40,,,
8201082,Bio-Suture Tak 3.0MM Sut Anc,"$1,701.30",,,
8201083,Suture Lasso,"$1,124.60",,,
8201084,Olecraon Plate/Extra Long,"$4,896.50",,,
8201085,Screw- Cortical 3.5 X 25,$441.00,,,
8201086,Quick Release Drill Bit 2.8X,$160.15,,,
8201087,Symphony Ii,"$2,335.75",,,
8201088,Symphony Platelet Conc Spr A,$461.50,,,
8201089,*Bandage Esmarch,$0.00,,,
8201090,Symphony Graft Delivery Syst,"$1,470.70",,,
8201091,Hip Stem 480 Series,"$8,329.95",,,
8201092,Screw- Low Profile 15MM,$741.00,,,
8201093,Screw, Hep Cap 5 X 25,$910.35,,
8201094,Bladeless Trocar 5MM,$316.20,,,
8201095,*Bladeless Trocar 10/12MM Xc,$0.00,,,
8201096,Tibial Poly Onlay Med Lm/Rl,"$3,444.20",,,
8201097,Esopageal Stethoscope,$29.15,,,
8201098,*Tourniquet Cuff 30 1 Line,$0.00,,,
8201099,*Surgisis Gold Hernia Repair,$0.00,,,
8201100,Low Profile Screw 6.5 X 15,$378.00,,,
8201101,Clamp (Ex-Fix),"$2,795.40",,,
8201102,Screw 150/60,$461.50,,,
8201103,Compression Distraction Devi,"$2,018.45",,,
8201104,Femoral Component 5 Right,"$7,024.35",,,
8201105,ET Tube Holder,$178.80,,,
8201106,Ethibond 2-0 Braided Suture,$553.60,,,
8201107,*Unipolar Head 48MM,$0.00,,,
8201108,Screw, Lag Dhs/Dcs 70MM,"$1,293.50",,
8201109,*Trocar Bladeless 5MM Xcel,$0.00,,,
8201110,*Trocar Bladeless, 10MM,$0.00,,
8201111,Anchor, Twinfix Ab 5.0,$449.95,,
8201112,Anchor, Twinfix Ab 6.5,"$1,436.05",,
8201113,*External Fixator Large,$0.00,,,
8201114,Anchor- Twinfix Ab 5.0,"$1,721.00",,,
8201115,*Suture, Vicryl Plus Vcp214h,$0.00,,
8201116,*Suture, Vicryl Plus Vcp527h,$0.00,,
8201117,*Suture, Vicryl Plus Vcp416h,$0.00,,
8201118,Screw Nut 5.0,$670.35,,,
8201119,Screw, Conical 5 X 40,$723.25,,
8201120,Screw, Cortical 3.5 X 25,$224.95,,
8201121,External Fixator Small,"$6,842.80",,,
8201122,*Hip Mixer,$0.00,,,
8201123,Humeral Head Comp/Shoulder 3,"$6,681.20",,,
8201124,Fixator, Standard,"$6,854.90",,
8201125,Central Plug Sz 32,"$4,757.70",,,
8201126,Nitinol Stone Retriever,"$1,352.30",,,
8201127,*Basket Zero Tip Knot,$0.00,,,
8201128,Femoral Distal Block 6L,"$3,168.00",,,
8201129,SCREW, CONICAL 7.3 sz 50-75M,"$1,072.80",,
8201130,*Guide Wire 2.5 X 230,$0.00,,,
8201131,Stapler- Endo White 45 Atw45,"$2,123.00",,,
8201132,*White Reloads Tr45w,$0.00,,,
8201133,Insert Sz 4/9MM,"$1,710.00",,,
8201134,*Screw, Conical 5 X 70MM,$0.00,,
8201135,Femur, 3D Xz 2 Rt,"$5,472.15",,
8201136,Tibia, 3D And Foundation,"$2,520.00",,
8201137,*Tibial Insert, Right,$0.00,,
8201138,*Femur, 3D Sz 2 Left,$0.00,,
8201139,Eye Cautery,$47.50,,,
8201140,Tibia, 3D Sz 2 Left,"$3,796.55",,
8201141,*Tibia Insert - Left,$0.00,,,
8201142,Mod Unipolar 44MM,"$1,148.40",,,
8201143,Accuris Tibial Inlay,$509.90,,,
8201144,Burr Fixation Pin,$175.80,,,
8201145,*Cardioplegia Set,$0.00,,,
8201146,Tibia Stem 4 Left,"$2,810.00",,,
8201147,Face Mask,$31.90,,,
8201148,Tibial Stem 16MM,"$4,499.00",,,
8201149,Rev Femur Sz 4 Left,"$5,010.00",,,
8201150,Tibial Insert 4/15,"$1,920.00",,,
8201151,*Feeding Tube 55 Corpak,$0.00,,,
8201152,"Corpak Feeding Tube 43""",$96.00,,,
8201153,Ethibond 1-0,$60.20,,,
8201629,Femoral Component, Conq Fx,"$3,860.70",,
8201630,*Jejunostomy Kit,$0.00,,,
8201631,Femoral Cbl, Accord Sm/Std,"$3,332.00",,
8201632,Cbl, Accord 185-195MM 8,"$4,613.55",,
8201633,Cbl, Accord Sm/Std 11,"$5,558.65",,
8201634,Jet Vac Hip Kit,$358.05,,,
8201635,*Chromic 0 Ct-2,$0.00,,,
8201636,*Suture, Mersilene,$0.00,,
8201642,Jewett Or Kydex,$812.20,,,
8201643,*Jurgan Pin Ball,$0.00,,,
8201644,Mesh, Laparoscopic,$801.70,,
8201645,Jupiter Cath,"$1,801.50",,,
8201646,*Patch, Kugel Hernia,$0.00,,
8201647,Screw, Bio-Interference,$237.40,,
8201648,Hinge, Masculine Low Profile,$381.70,,
8201649,Patch, Crurasoft,"$1,610.40",,
8201650,*Mitral Valve,Carpetier 25-3,$0.00,,
8201651,Plate, 4.5 Lcp Tib Left,"$2,439.85",,
8201652,*Screw, Ti 1.3 X 8MM - 10MM,$0.00,,
8201653,Plate- Broad Lcp 4.5MM 14 Hole,"$3,986.00",,,
8201654,Plate, Broad Lcp 4.5MM 15 Ho,"$3,610.20",,
8201655,Plate, Broad Lcp 4.5MM 18 Ho,"$4,515.55",,
8201656,*Pin,Threaded Guide 2.0MMX23,$0.00,,
8201657,Femoral Head,"$5,363.30",,,
8201658,*Putty, Dbx 5CC,$0.00,,
8201659,Jobst Stocking Reinforced He,$9.20,,,
8201660,*Cancellous Chips 1.7MM,$0.00,,,
8200784,COBAN,$52.60,,,
8200790,*Tissue Expander Contour Sha,$0.00,,,
8200791,Stent,Ultrflx Bronch 10MM-14,"$4,008.95",,
8200792,Stent,Ultraflex Bronchial 12,"$2,310.00",,
8200793,Syringe/Gauge Assembly 60ML,$243.70,,,
8200794,Jagwire .035 180CM,$777.85,,,
8200795,Baloon Dilator Cre Pulmon 12,"$2,030.60",,,
8200800,Coraco Clavicular Screw,$155.85,,,
8200801,Internal Hex Captured Screw,$507.60,,,
8200803,Cemented Femoral Stem Sz. 2,"$13,324.40",,,
8200804,*Stem Centralizer 8.5 Mm - 1,$0.00,,,
8200805,Humeral Stem Sz 12,"$11,503.05",,,
8200806,Humeral Head 46MM 22MM,"$7,808.00",,,
8200807,Femoral Neck 38MM,"$3,158.60",,,
8200808,Femoral Stem Sz +10,"$4,092.25",,,
8200809,Distal Centralizer Sz 10MM,$781.10,,,
8200810,Acetabular Shell 54MM,"$4,425.40",,,
8200811,Articular Insert Sz 5-6 18MM,"$2,707.45",,,
8200812,Revision Femur Sz 6 Lt,"$6,262.00",,,
8200813,Tibia W/Stem Sz 6 Lt,"$3,044.20",,,
8200814,Femoral Stem Sz 18,"$5,503.00",,,
8200815,*Distal Spacer Block Sz 6,$0.00,,,
8200816,Tibial Spacer Block Sz 6,"$3,861.05",,,
8200817,Ps Insert Sz 6/22MM,"$8,213.00",,,
8200818,Corneal Transplant,"$2,869.50",,,
8200819,Modular Unipolar Sz 48,"$2,789.00",,,
8200820,*Tube Sterile Fill,$0.00,,,
8200821,Hip Stem 470 Encore,"$17,292.95",,,
8200822,Cemented Fem Stem Sz 4,"$22,625.00",,,
8200823,*Intergro Dem Putty,$0.00,,,
8200824,*Screw Locking 5.0 X 54,$0.00,,,
8200825,Integro Paste 2CC,"$1,401.55",,,
8200826,Corson Zero Tip Balloon,"$1,306.05",,,
8200827,Knotless Fixation Device,"$2,689.00",,,
8200828,Smart Stitch Handle,"$1,374.00",,,
8200829,*Connector-M Smart Stitch,$0.00,,,
8200830,*Annuloplasty Ring Cosgrove,$0.00,,,
8200831,Smart Stitch Suture Cartridg,$905.95,,,
8200832,Ortho Sorb Pin 3,"$2,305.55",,,
8200833,Injectable Graft Miig,"$10,101.60",,,
8200834,*Catheter Size 8 To 22 Coude,$0.00,,,
8200835,Screw, Locking 7.3,$656.00,,
8200836,Distal Component,"$6,216.35",,,
8200837,Proximal Component,"$6,216.35",,,
8200838,*Stim Tapered Hip,$0.00,,,
8201240,Screw,1.7MM Lock Midfa 4MM-6,$328.75,,
8201241,Screw,1.9MMX5MM Emer Lock Mi,$343.20,,
8201245,Mesh, Micro 60 X 60 X .1mm,"$2,448.10",,
8201246,Foam Cuff Tracheostomy Tube,$129.75,,,
8201247,Mesh, Micro 120 X 120 X .1mm,"$4,939.45",,
8201248,Mesh, Micro 60 X 60 X .2mm,"$2,448.10",,
8201249,Mesh, Micro 120 X 60 X .2mm,"$3,693.75",,
8201250,Mesh, Micro 120 X 120 X .2mm,"$4,939.45",,
8201251,Mesh, Dynamic 1.2 X 40 X .3m,"$2,430.20",,
8201252,Mesh,Dynamic 1.2 120X120X.3M,"$4,015.25",,
8201253,*Catheter, Fogarty All Sizes,$0.00,,
8201254,Mesh,Dynamic 1.2 120X120X.6M,"$4,076.95",,
8201255,Mesh,Dynamic 1.2 200X200X.6M,"$10,156.05",,
8201256,*Fogarty Softjaw Insert #61,$0.00,,,
8201257,Mesh, Dynamic 1.7 40X40X.3MM,"$2,430.20",,
8201258,Mesh, Dynamic 1.7 90X90X.3MM,"$2,834.70",,
8201259,Mesh,Dynamic 1.7 120X120X.3M,"$4,076.95",,
8201260,Mesh,Dynamic 1.7 90X90X.6MM,"$2,834.70",,
8201261,Catheter, Foley Temp Probe,$343.20,,
8201262,Stem, Fx Cemented Femoral,"$6,597.05",,
8201263,Genesis Ii Long Stem,"$3,195.30",,,
8201264,Genesis Femoral Component,"$8,309.05",,,
8201265,Genesis Stent,"$3,810.00",,,
8201266,*Covered Stent,$0.00,,,
8201267,Genesis Tibia,"$4,847.30",,,
8201270,Mesh,Dynamic 1.7 120X120X.6M,"$4,076.95",,
8201271,Mesh, Dynamic 200 X 200 X .6,"$10,156.05",,
8201272,Drill Bit, 0.9 X 46MM 4M Sto,$571.05,,
8201273,Screw,1.7MM Self Drill 3MM-6,$282.70,,
8201274,Drill Bit,Twist 1.0MM 50MMX8,$588.35,,
8201275,*Drill Bit, 1MMX54MM 12MM St,$0.00,,
8201276,Drill Bit- 1.2MM Lag 4MM Stop,$994.00,,,
8201277,Drill Bit,1.35MMX50MM 6MM St,$591.25,,
8201278,*Drill Bit,1.4MMX54MM 12MM S,$0.00,,
8201279,GIA Loading Unit,"$1,874.05",,,
8201280,Mesh,Micro 120 X 60 X .1mm,"$3,693.75",,
8201281,Drill Bit,1.3MMX79MM Twist 6,$591.25,,
8201282,Drill Bit,1.7MMX60MM Lag 6MM,$758.50,,
8201283,*Articulating Standard Gia 3,$0.00,,,
8201287,Glycine,$58.00,,,
8201289,Tourniquet, 34 Disposable,$0.00,,
8201290,Tourniquet, 18 Disposable,$0.00,,
8201291,Tourniquet, 44 Disposable,$0.00,,
8201292,*Sensor,Singl Press Fiber Op,$0.00,,
8201293,Plate,24 Hole Straight Malle,"$2,543.35",,
8201294,Plate,10 Hole Curved Malleab,"$1,061.25",,
8201295,Gold Probe 7 & 10 Fr.,$879.00,,,
8201296,Plate,7 Hole Double Y Plate,$940.05,,
8201297,Plate, 2 X 2 Hole 3D Upperfa,"$1,090.05",,
8201298,Plate, 6 X 2 Hole 3D Upperfa,"$1,969.50",,
8201299,Plate, 24 Hole Straight Uppe,"$2,211.65",,
8201300,*Plate, 10 Hole Curved Upper,$0.00,,
8201301,*Plate,8 Hole L Plate 90DEG,$0.00,,
8201302,Plate, 7 Hole T Upperface,$836.40,,
8201303,Gor-Tex Patch Graft,"$1,093.60",,,
8201304,Plate, 7 Hole Double Y Upper,$847.85,,
8201305,Plate- 4 Hole Orbital Upperfac,$667.00,,,
8201306,Plate, 2 X 2 Hole 3D Upperfa,"$1,023.70",,
8201307,Plate, 8 X 2 Hole 3D Upperfa,"$1,848.35",,
8201308,Plate,6X6 Hole 3D Upper Mall,"$4,541.50",,
8201309,Plate,10X10 Hole 3D Upper Ma,"$2,528.80",,
8201310,Plate, 6 X 6 Hole 3D Upperfa,"$4,506.90",,
8201311,Greenfield Shunt,"$15,010.65",,,
8201312,Plate, 10 X 10 Hole 3D Upper,"$2,449.35",,
8201313,Plate, 1.2MM Orbital Floor I,"$4,625.15",,
8201314,*Plate,1.2MM Orbit Floor Bas,$0.00,,
8201315,Template Orbital Floor Sm/Md,$199.00,,,
8201316,Plate,1.2MM Orbital Floor Co,"$3,878.30",,
8201317,Template Comb Orbital Floor,$190.40,,,
8202152,Pudendal Tray,$66.00,,,
8202160,*Purse String,$0.00,,,
8202161,Plate Straight 2.0 4 Hole,$387.95,,,
8202162,Plate Straight 2.0 6 Hole,$453.70,,,
8202163,Plate Straight 2.0 16 Hole,$658.60,,,
8202164,Plate L 2.0 2X2 Hole,$782.90,,,
8202165,Plate Double Y 2.0 6 Hole,$226.95,,,
8202166,Nmini/Bonescrew 1.7 3/8 S/T,$248.90,,,
8202167,Emergency Bonescrew 1.9X5 S/,$263.45,,,
8202168,Stein Bonescrew 2.0X4-18 S/T,$287.00,,,
8202169,Stein Emergency Bonescrew 2.,$292.85,,,
8202170,*Radial Edge Biopsy Forcep,$0.00,,,
8202171,RDC 1 7fr Guide,$333.80,,,
8202172,Hockey Stick 7FR Guide,$534.85,,,
8202175,Rdc 1 6FR Guide,$333.80,,,
8202178,Radial Head Implant,"$7,950.55",,,
8202183,Straight Cath 5FR 65CM,$55.75,,,
8202186,Rapid Infusion Catheter,$30.00,,,
8202194,Recon. Plates,"$2,499.45",,,
8202198,Reflection Shell 3 Hole,"$7,381.20",,,
8111155,*Ace Bandage 2 In.,$0.00,,,
8111163,*Ace Bandage 3 In.,$0.00,,,
8111171,*Ace Bandage 4 In.,$0.00,,,
8111189,*Ace Bandage 6 In.,$0.00,,,
8111254,Sanitary Belt,$2.90,,,
8111262,Breast Pads,$13.90,,,
8111270,OB Pads,$0.70,,,
8111288,*Steri Strip,$0.00,,,
8111304,*Anti Embolism Stocking Knee,$0.00,,,
8111312,*Anti Embolism Stocking Thig,$0.00,,,
8111338,*Wet Dressing,$0.00,,,
8111379,Sterile Gown,$33.50,,,
8111387,Minor Surgery Dressing,$144.70,,,
8111395,Intermediate Surgery Dressin,$369.90,,,
8111403,Major Surgery Dressing,$714.75,,,
8200920,Disposable Suction Irrigator,"$4,813.00",,,
8200921,*Osteoset Bead Kit 25CC,$0.00,,,
8200922,Sz 6 Tibial Insert,"$1,744.20",,,
8200923,Drill Bit 4.8 Mm,$676.20,,,
8200924,Drill Bit 3.2MM,$827.00,,,
8200925,Diopter Lens,$155.85,,,
8200926,Pin Guide,"$1,401.55",,,
8200927,2MM Guidewire,$588.05,,,
8200928,Medsource Drill Bit,$223.10,,,
8200929,Polarus Tap Drill,$341.70,,,
8200930,Medsource Bone Tap,$223.10,,,
8200931,*Drill Bit 3FLUTED 3.2 215MM,$0.00,,,
8200932,Drill Bit 2.4 Mini Quick 80M,$341.95,,,
8200933,*Drill Bits,$0.00,,,
8200934,*Drill Bit 1.8 Mini Quick 80,$0.00,,,
8200935,*Drill Bit 1.8 Stryker J 90M,$0.00,,,
8200936,Drill 3.8MM W/Gm Shank,"$1,590.85",,,
8200937,Russell Taylor Tibial Drill,$955.20,,,
8200938,Drill Bit/Jacob Chuck 1.1 45,$315.40,,,
8200939,Drill Bit Jacobs Chuck 4.5,$342.35,,,
8200940,Threaded Socket 20MM,$137.05,,,
8200941,Earwicks,$12.40,,,
8200943,Centering Sleeve 4,$5.00,6MM,$620.05,
8200944,Centering Pin 4.0 400MM,$177.95,,,
8200945,*Drill Bit W/Stop,$0.00,,,
8200946,Bolt 16MM,$16.15,,,
8200948,Bolt 10MM,$14.25,,,
8200949,Dur Mar Liner,"$5,462.10",,,
8200950,*Distal Central,$0.00,,,
8200955,Screw Er Hex Socket 2.7 X 6-,$336.70,,,
8200956,*Ceramic Femoral Head 32MM N,$0.00,,,
8200957,*Screw Ha 7MM Head,$0.00,,,
8200958,Ender Tibial Nails,"$2,364.85",,,
8200959,Monarc Sub-Fascial Hammock,"$5,086.95",,,
8200960,Poly Reg. 1/2 Column Sz 3,"$5,084.00",,,
8200961,Revision Taylor Sz 3,"$11,982.70",,,
8200962,Uni Tapered Burr,$605.65,,,
8200963,*Endostat,$0.00,,,
8200964,*Implant Silicone Breast,$0.00,,,
8200965,*Femur Revision Sz 6,$0.00,,,
8200966,*Endo Clip,$0.00,,,
8200967,Tibia Revision Sz 6,"$4,876.60",,,
8200968,Tibial Insert Sz 6/11,"$2,080.05",,,
8200969,*Stem 18MM Tibial,$0.00,,,
8200970,*Femoral Spacer Block,$0.00,,,
8200971,Inter Gro Dbm Putty 10CC,"$4,989.15",,,
8200972,*Suture Cv-3,$0.00,,,
8200973,*Suture Cv-4,$0.00,,,
8200974,*Endo Gia, Reloads,$0.00,,
8200975,*Vasco View Vein Harvest Kit,$0.00,,,
8200976,Pap Tray,$18.00,,,
8200977,Unipolar Offset Sleeve 0MM,$390.00,,,
8200978,*Suture, Ethilon,$0.00,,
8200979,Suture- Chromic Gut,$16.00,,,
8200980,Straps/Assist Free Stubbs Co,$59.30,,,
8200981,*Tibial Insert 3D Sz 4/9MM R,$0.00,,,
8200982,*Staple Endo Hernia,$0.00,,,
8200983,*Screw,Cannulat Lock 5.0MMX6,$0.00,,
8200985,Hip Stem 460 Sz 10.5MM-16.5M,"$3,470.00",,,
8200986,Modular Unipolar 50MM Dia,"$1,494.00",,,
8200987,Modular Unipolar Sz 51,"$1,494.00",,,
8200988,Unipolar Offset +7,$360.00,,,
8200989,Patella Cen Peg All Poly Sz,"$4,757.70",,,
8200990,Endo Loop,$327.80,,,
8200991,Hip Stem Size 12,"$1,952.00",,,
8200992,Alloderm Acellu Der Graft 4X,"$6,374.80",,,
8200993,Alloderm Regen Tis Matrix 4X,"$7,360.10",,,
8200994,Alloderm Acell Derm Graft 5X,"$6,620.70",,,
8200995,Proximal Interphalangeal,"$5,928.00",,,
8200996,Modular Unipolar 51MM Dia,"$2,927.00",,,
8200997,*Epidisc Tm Perforati Patchk,$0.00,,,
8200998,*Stem Hip W/Duofix Sz 8,$0.00,,,
8200999,Flared Shell,"$4,966.00",,,
8201001,Alloderm Regenera Tissue Mat,"$2,867.55",,,
8201002,*Rap-Pac Cruciate Accessory,$0.00,,,
8201003,*Optium Putty Sz 5CC,$0.00,,,
8201932,*Orthoglass 3,$0.00,,,
8201933,*Orthoglass 4,$0.00,,,
8201934,*Orthoglass 5,$0.00,,,
8201935,*Orthoglass 6,$0.00,,,
8201936,*Orthoglass 2,$0.00,,,
8201949,OCL Splints,$482.20,,,
8201956,0CUTOME,"$2,490.80",,,
8201964,*Olive Tip Filiforms Size 3,$0.00,,,
8201965,*Orbital Floor Plate,$0.00,,,
8201972,Oxygen Mask,$0.00,,,
8201973,Olympia Total Shoulder Stem,"$10,945.20",,,
8201974,Olympia Total Shoulder Head,"$3,200.40",,,
8201980,Parham Band All Sizes,$54.70,,,
8201981,*Pacemaker Ddd Sd303,$0.00,,,
8201990,Patient Programmer,"$8,197.15",,,
8201991,Pain Stimulator,"$30,598.05",,,
8201993,Stent, Pc Coronary,"$2,727.10",,
8201998,Mask, Pedi Aero,$10.40,,
8202001,*Cement,Bone Gmv Endur Genta,$0.00,,
8202004,Pedi O2 Cannula,$131.75,,,
8202012,Pedi O2 Mask,$19.45,,,
8202020,Pedi Trach Mask,$7.00,,,
8202038,*Peg Tube,$0.00,,,
8202039,Nail, Prox Hum 7/8X16 Straig,"$2,555.20",,
8202040,*Nail,Hum 7/8X16-10/8.5X28BE,$0.00,,
8202041,*Screw, Cortical 4.0X20-4.0X,$0.00,,
8202042,*Screw, Cancellous 5X24 - 5X,$0.00,,
8202043,*Guide Rod, 2.0MM Grad Ballt,$0.00,,
8202044,*Guidepin, 3.2MM Threaded,$0.00,,
8202045,*Drill Bit 3.2MM Short/Richa,$0.00,,,
8202046,Pelvic Ext. Fixator,"$11,109.10",,,
8202047,*Drill Bit 3.2MM Long/Richar,$0.00,,,
8202048,*Trocar, 3.2MM / Richards,$0.00,,
8202049,*Ultamet Mel Ins Neut 36MM 6,$0.00,,,
8202053,Screw, Pelvic Traction,"$1,234.50",,
8202054,Bone Filler, Norian,"$3,834.40",,
8202055,*Tibial Insert Sz 6/13MM,$0.00,,,
8202056,Cancellous Bone Screw 30MM/P,$807.45,,,
8202057,Pelvic Retractor,"$1,202.95",,,
8202058,*Plume Away Lap Ultra Flow,$0.00,,,
8202059,*Suture/Magnum Wire Cartridg,$0.00,,,
8202060,Penile Implant,"$11,368.40",,,
8202061,Penile Implant,"$7,150.15",,,
8202062,*Screw,5.0 Cannulat Lockin 8,$0.00,,
8202063,Smart Stitch,$852.55,,,
8202064,*Tissue Mend 4 X 6 Cm,$0.00,,,
8202065,*Tubes, Ear Reuter Bobbin,$0.00,,
8202066,Disp Tourniquet 20 Dual Bla,$0.00,,,
8202067,*Disp Tourniquet 26Dual Bla,$0.00,,,
8202070,*Stem, Summit Offset Sz 6,$0.00,,
8202071,*Perclose,$0.00,,,
8202072,Tibial Insert, Sz 3 22.5MM,"$3,484.25",,
8200705,Plate Lcp 9 Hole,"$1,605.80",,,
8200706,Plate Lcp 10 Hole,"$1,649.50",,,
8200707,Plate Lcp 12 Hole,"$1,830.70",,,
8200708,*Plate Lcp 14 Hole,$0.00,,,
8200709,Plate Lcp Recon 5 Hole,"$1,949.40",,,
8200710,Plate Lcp Recon 6 Hole,"$2,255.50",,,
8200711,Plate Lcp Recon 7 Hole,"$2,380.35",,,
8200712,Plate Lcp Recon 8 Hole,"$2,480.35",,,
8200713,Plate Lcp Recon 10 Hole,"$2,555.40",,,
8200714,Plate Lcp Recon 12 Hole,"$2,786.55",,,
8200715,T-Plate 3H/Head 5H/Shaft Rt,"$1,605.80",,,
8200716,T-Plate 3H/Head 7H/Shaft Rt,"$2,349.15",,,
8200717,T-Plate 4H/Head 5H/Shaft Rt,"$1,455.80",,,
8200718,Cerclage Button,$396.90,,,
8200719,Cerclage Wire Each,$183.25,,,
8200720,T-Plate 4H/Head 6H/Shaft Rt,"$1,874.40",,,
8200721,*Nail Fixation 170MM,$0.00,,,
8200722,*Blade Helical,$0.00,,,
8200723,Screw- Locking 5.0 X 34,"$2,952.00",,,
8200724,*End Cap 0MM,$0.00,,,
8200725,*Drill Bit 3 Fluted 4.0,$0.00,,,
8200726,T-Plate 3H/Head 3H/Shaft Obl,"$1,599.45",,,
8200727,*Imobilizer Child Univ Shoul,$0.00,,,
8200728,T-Plate 3H/Head 7H/Shaft Obl,"$1,899.40",,,
8200729,T-Plate 3H/Head 4H/Shaft Obl,"$1,680.80",,,
8200730,Duoderm Signal 4 X 4,$23.00,,,
8200731,Duoderm Signal 6 X 7,$34.10,,,
8200732,Duoderm Signal Xtra Thin 1 1,$5.25,,,
8200733,T-Plate 3H/Head 5H/Shaft Obl,"$1,743.15",,,
8200734,T-Plate 3H/Head 7H/Shaft Obl,"$1,899.40",,,
8200735,*Catheter Cholangiogram,$0.00,,,
8200736,*Catheter 4.5 Cholangiogia,$0.00,,,
8200737,*Tubular Plate 1/3 5 Hole,$0.00,,,
8200738,*Plate Tubular 1/3 6 Hole,$0.00,,,
8200739,*Plate Tubular 1/3 7 Hole,$0.00,,,
8200740,*Plate Tubualr 1/3 8 Hole,$0.00,,,
8200741,*Plate Tubular  1/3 10 Hole,$0.00,,,
8200742,*Plate Tubular 1/3 12 Hole,$0.00,,,
8200743,Circ. Silicone Strip,$754.55,,,
8200744,*Plate-T 3H/Head 3H/Shaft Rt,$0.00,,,
8200745,T-Plate 3H/Head 4H/Shaft Obl,"$1,680.80",,,
8200746,T-Plate 3H/Head 5H/Shaft Obl,"$1,743.15",,,
8200747,*Drill Bit 2.0,$0.00,,,
8200748,*Drill Bit 2.7MM,$0.00,,,
8200749,*Drill Bit 2.8MM,$0.00,,,
8200750,Circ-Aid Legging,$639.30,,,
8200751,Drill Bit- Cannulated 4.5MM,"$2,018.00",,,
8200752,Ceramil Liner Sz 50,"$2,231.70",,,
8200753,Ceramil Liner,"$2,600.00",,,
8201388,*Screw,2.3MM Bone Cross 4MM-,$0.00,,
8201389,Screw,2.3MM Lock Cros 4MM-20,$504.70,,
8201390,Screw,2.7MM Emer Bone 8MM-20,$331.70,,
8201391,Hemodialysis Cath Kit 2 Lume,$894.45,,,
8201392,Screw,2.7MM Er Lock 8MM - 20,$565.30,,
8201393,Drill- 1.6MM Twist 5MM,$699.00,,,
8201394,Hemoclip,$117.00,,,
8201395,Drill, 1.6MM Twist 7MM,$605.65,,
8201396,*Drill Bit 1.6X85MM 26MM Wor,$0.00,,,
8201397,Drill Bit 1.9X85MM 26MM Wor,$617.20,,,
8201398,Drill- 1.6MM Twist 35MM Stryke,$857.00,,,
8201399,Drill, 1.9MM Twist 35MM Stry,$787.30,,
8201400,Drill,1.6X102MM Sag Spt 20MM,"$1,242.90",,
8201401,Drill,1.9X102MM Sag Spt 20MM,"$1,182.30",,
8201402,Hemostasis Probe, 5 Fr.,"$1,511.40",,
8201403,Drillbt,90DEG1.6X19MM-1.9X29,$548.00,,
8201404,Tibial Stem, Sz 14MM Modular,"$5,478.65",,
8201405,*Tibial Insert,$0.00,,,
8201406,*Femoral Stem, 12MM - 16MM,$0.00,,
8201407,Tibial,Uni Component 42-25 X,"$4,847.30",,
8201408,Plate,Prox Tibia L 8 Hole 4.,"$4,837.80",,
8201409,Plate,12HOLE 4.5 Prox Tibi R,"$5,410.05",,
8201410,*Screws, Herbert Bone,$0.00,,
8201412,Plate,14 Hol 4.5 Prox Tibi R,"$5,471.50",,
8201413,*End Caps 5 And 10MM,$0.00,,,
8201414,*Screw, 5.0 Ti Lock 26MM-100,$0.00,,
8201415,Bolt, 3.9MM Ti Lock 18 & 24M,$732.50,,
8201416,Plate,12 Hole 4.5 Condylar R,"$2,468.60",,
8201417,Plate,14 Hole 4.5 Condylar R,"$2,494.20",,
8201418,High Strength Guidewire,$190.40,,,
8201419,Plate,16 Hole 4.5 Condylar R,"$2,521.55",,
8201420,Hinge 90 Degree,"$1,029.70",,,
8201421,Plate,18 Hole 4.5 Condylar R,"$2,548.70",,
8201422,Hinge, Female,$521.95,,
8201423,*Nuguaze Plain 1/4,$0.00,,,
8201424,*Nugauze Plain 1,$0.00,,,
8201425,Arthrowand Paragon T2 Cable,"$1,003.60",,,
8201428,Hernia Reload 4.0,$518.30,,,
8201429,*Shell, Ceramic 60MM,$0.00,,
8201430,*Liner, Ceramic 60/62MM Od,$0.00,,
8201431,Stem, 480 Series Hip Sz 15MM,"$8,329.95",,
